name,price,composition,category,gender,description,img_url,url,scrapped-at
CALÇA JEANS MASCULINA SLIM LEVES PUÍDOS LAVAÇÃO CLARA,208.90,1% elastano 16% poliéster 83% algodão,CALÇA,MASCULINO,Calça Slim  Lavação clara  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_slim_leves_puidos_lavacao_clara_96058602_1_d10358aa94812a05f33e85cd297a869c.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21317-calca-masculina-slim,11-04-2022
CALÇA MASCULINA SKINNY,241.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem skinny Detalhes em detonados Puídos e detalhes na barra e lavação destroyed Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_skinny_96061010_1_88212dd42aecac83fdbdc32229a02f0f.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/calca-masculina-skinny-96061010,11-04-2022
CALÇA MASCULINA SLIM,206.90,2% elastano 40% poliéster 58% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Tecido em sarja com tingimento direto de fábrica Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96060205_1_08d181e70d1e7ed16c4e65dcda79413f.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim-96060205,11-04-2022
CALÇA MASCULINA SLIM,197.90,"2% elastano 22,5% poliéster 75,5% algodão",CALÇA,MASCULINO,Calça masculina Modelagem slim Lavação amaciada Calça tradicional Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96060679_1_598f240dde57b0c89903623ec4b75de0.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim-96060679,11-04-2022
CALÇA MASCULINA SLIM,241.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Jeans tradicional Fechamento com zíper e botão Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96060701_1_11e5a1d7f2beb8f6118ebce0b34a1f9d.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim,11-04-2022
CALÇA MASCULINA SLIM,235.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Lavação lixada Tom escuro Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96060706_1_54d9ed98f44874211e313eb90e3025b2.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim-96060706,11-04-2022
CALÇA MASCULINA SLIM,219.90,"15% poliéster 2,5% elastano 82,5% algodão",CALÇA,MASCULINO,Calça masculina Modelagem slim Tecnologia do preto que não desbota Tecido sarjado direto de fábrica Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96060910_1_26b43242c7179744d9706847c9d73f00.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim-96060910,11-04-2022
CALÇA MASCULINA SLIM,191.90,2% elastano 26% poliéster 72% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Lavação amaciada Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96061077_1_ce60a3759909f4b7c1cc80a13b37a3d3.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim-96061077,11-04-2022
CALÇA MASCULINA SKINNY PLUS SIZE,265.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem skinny Detalhes no bolso traseiro Lavação lixada Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_skinny_plus_size_96060890_1_7cceacf7d977680732f28ec0848befad.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-skinny-plus-size-96060890,11-04-2022
CALÇA MASCULINA SKINNY,272.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem skinny Detalhes em detonados Recorte no bolso traseiro Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_skinny_96060663_1_bd77576a01e5f6df66bfcaa86e85012f.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/calca-masculina-skinny-96060663,11-04-2022
CALÇA MASCULINA SKINNY,252.90,2% elastano 98% algodão,CALÇA,MASCULINO,"Calça masculina Modelagem skinny Detalhes em detonados Puídos no bolso, dando um ar de modernidade Modelo veste 40",https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_skinny_96060850_1_1c31f4b5d3d4a6ae9d556a8b69341a99.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/calca-masculina-skinny,11-04-2022
CALÇA MASCULINA SKINNY,254.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem skinny Detalhes em detonados Lavação destroyed Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_skinny_96060875_1_3078ee9cbac8ba9f8d6716cddbb3e8e6.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/calca-masculina-skinny-96060875,11-04-2022
CALÇA MASCULINA SKINNY,254.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem skinny Detalhes no bolso traseiro Lavação lixada Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_skinny_96060885_1_7cceacf7d977680732f28ec0848befad.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/calca-masculina-skinny-96060885,11-04-2022
CALÇA MASCULINA SLIM,228.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Tecido em sarja Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96060191_1_dc51d42642f1786beffea08f2e669a5d.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim-96060191,11-04-2022
CALÇA MASCULINA SLIM PLUS SIZE,177.90,"1,6% elastano 18% poliéster 80,4% algodão",CALÇA,MASCULINO,Calça Masculina  Modelagem Slim  Ajustada ao corpo  Bolsos frontais e trasseiros  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_plus_size_96057182_1_98328ef23f203b234934484cff904cbd.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm20320g-calca-masculina-slim,11-04-2022
CALÇA MASCULINA SLIM PLUS SIZE,159.90,"15% poliéster 2,5% elastano 82,5% algodão",CALÇA,PROMOÇÃO,Calça Masculina  Modelagem Slim  Ajustada ao corpo  Bolsos frontais e trasseiros  Fechamento com botão e zíper  Não desbota Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_plus_size_96057192_1_ec3441f20a54d0794086ab375e7a953f.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm20321g-calcpa-masculina-slim,11-04-2022
CALÇA MASCULINA SLIM PLUS SIZE,239.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Tecido em sarja Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_plus_size_96060198_1_dc51d42642f1786beffea08f2e669a5d.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-slim-plus-size,11-04-2022
CALÇA MASCULINA SLIM PLUS SIZE,246.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Lavação lixada Tom escuro Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_plus_size_96060711_1_54d9ed98f44874211e313eb90e3025b2.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-slim-plus-size-96060711,11-04-2022
CALÇA MASCULINA SLIM PLUS SIZE,230.90,"15% poliéster 2,5% elastano 82,5% algodão",CALÇA,MASCULINO,Calça masculina Modelagem slim Tecnologia do preto que não desbota Tecido sarjado direto de fábrica Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_plus_size_96060915_2_3b355c5310e6f578d4d14fbc54ec9c20.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-slim-plus-size-96060915,11-04-2022
CALÇA MASCULINA SLIM PLUS SIZE,243.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Detalhes em puídos no bolso e na barra Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_plus_size_96060957_1_bba29bbe96ecd4f60dfb8b2d6a37b2ae.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-slim-plus-size-96060957,11-04-2022
CALÇA MASCULINA SLIM PLUS SIZE,202.90,2% elastano 26% poliéster 72% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Lavação amaciada Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_plus_size_96061082_1_ce60a3759909f4b7c1cc80a13b37a3d3.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-slim-plus-size-96061082,11-04-2022
CALÇA MASCULINA SLIM,232.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem slim Detalhes em puídos no bolso e na barra Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96060952_1_bba29bbe96ecd4f60dfb8b2d6a37b2ae.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/calca-masculina-slim-96060952,11-04-2022
CALÇA MASCULINA SLIM,168.70,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Masculina  Modelagem Slim  Ajustada ao corpo  Bolsos frontais e trasseiros  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96057061_1_34795f6abeb2a775718cd2c655533433.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm20300-calca-masculina-slim,11-04-2022
CALÇA MASCULINA SLIM,155.10,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Masculina  Modelagem Slim   Ajustada ao corpo  Bolsos frontais e trasseiro  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96057090_1_3e4e30d4bd44098e89b4b68b3ab00956.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm20312-calca-masculina-slim,11-04-2022
CALÇA MASCULINA SLIM,,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Masculina  Modelagem Slim   Ajustada ao corpo  Bolsos frontais e trasseiros  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_slim_96057111_variacao_12805_1_9176790e468ba7ffe0fbc16e09b5ae35.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm20308-calca-masculina-slim,11-04-2022
CALÇA SARJA CETIM FEMININA JOGGER CARGO PRETA,158.30,2% elastano 22% poliéster 76% algodão,CALÇA,PROMOÇÃO,Calça Jogger  Cintura Alta  Barra com elástico  Bolso Alongado  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_cetim_feminina_jogger_cargo_preta_96058815_1_176e1cbe14054f76324e6735d4172138.jpg,https://www.daksuljeans.com.br/feminino/calca/jogger/cf21106-calca-feminina-jogger,11-04-2022
CALÇA SARJA MASCULINA SLIM PRETA,197.90,2% elastano 30% poliester 68% algodão,CALÇA,MASCULINO,Calça Slim  Reta  Cor preta  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_masculina_slim_preta_96058861_1_1585e4d57f2f3506f60069a5120e267c.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21320-calca-masculina-slim,11-04-2022
CALÇA SARJA MASCULINA SLIM,149.50,2% elastano 40% poliester 58% algodão,CALÇA,PROMOÇÃO,Calça Slim  Sarja  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_masculina_slim_96058571_1_d9b73af182b9b11b1dcc15cc0f9f5a89.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21309-calca-masculina-slim,11-04-2022
CALÇA SARJA MASCULINA SKINNY,155.10,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Sarja  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_masculina_skinny_96058558_1_f1e4f106cf360b04c95aa1af08a49cfe.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/cm21307-calca-masculina-skinny,11-04-2022
CALÇA SARJA MASCULINA JOGGER COM CORDÃO,163.90,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Jogger  Elástico no tornozelo  Sarja  Bolso frontal  Fechamento em cordão Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_masculina_jogger_com_cordao_96058866_1_6c8cbdeccfd849c4aeb3f991ef33a301.jpg,https://www.daksuljeans.com.br/masculino/calca/jogger/cm21321-calca-masculina-jogger,11-04-2022
CALÇA SARJA MASCULINA CHINO BOLSO FACA,158.30,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Chino  Sarja  Bolso faca  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_masculina_chino_bolso_faca_96058782_1_ffda53602c795f7b6c2e5bde02e907ef.jpg,https://www.daksuljeans.com.br/masculino/calca/chino/cm21319-calca-masculina-chino,11-04-2022
CALÇA SARJA FEMININA WIDE LEG,175.90,2% elastano 98% algodão,CALÇA,FEMININO,Calça Wide Leg  Cintura Alta  Cru  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_feminina_wide_leg_96059621_1_f87410e75ad883b0fca64356c0606ad0.jpg,https://www.daksuljeans.com.br/feminino/calca/wide-leg/cf21114-calca-feminina-whide-leg,11-04-2022
CALÇA SARJA FEMININA SKINNY ALTA,,3% elastano 6% elastomultiester 91% algodão,CALÇA,FEMININO,Calça Skinny  Cintura Alta  Corte no joelho  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_feminina_skinny_alta_96059466_variacao_14255_1_fef044b1f400d422429a49e49872809f.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21019-calca-feminina-alta,11-04-2022
CALÇA SARJA FEMININA SKINNY,158.30,2% elastano 8% poliéster 90% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Cintura Alta  Sarja  Tecido T400  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_feminina_skinny_96059484_1_b0f0993b7caca44ca314f8ee12ec3169.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21021-calca-feminina-cigarrete-alta,11-04-2022
CALÇA SARJA FEMININA JOGGER COM ELÁSTICO NA CINTURA E NO PUNHO,165.50,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Jogger  Cintura com elástico  Sarja  Barra com elástico  Fechamento com cordão Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_feminina_jogger_com_elastico_na_cintura_e_no_punho_96059591_1_83ec527ca9f906ad2f93c04518745c40.jpg,https://www.daksuljeans.com.br/feminino/calca/jogger/cf21111-calca-feminina-jogger,11-04-2022
CALÇA SARJA FEMININA PANTALONA COM CORDÃO,151.10,33% algodão 67% liocel,CALÇA,PROMOÇÃO,Calça Pantalona  Cintura Alta  Sarja  Elástico na cintura  Fechamento com cordão Modelo veste 38,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_feminina_pantalona_com_cordao_96058997_1_4b267780aa88a728ddf4fa159183db59.jpg,https://www.daksuljeans.com.br/feminino/calca/pantalona/cf21109-calca-feminina-pantalona,11-04-2022
CALÇA SARJA FEMININA JOGGER COM CORDÃO,146.30,33% algodão 67% liocel,CALÇA,PROMOÇÃO,Calça Jogger  Cintura Alta  Sarja  Elástico na barra  Elástico e cordão na cintura  Fechamento com elástico Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_sarja_feminina_jogger_com_cordao_96058990_1_15e41b4a1cc1204cbcb10923fe187fb9.jpg,https://www.daksuljeans.com.br/feminino/calca/jogger/cf21108-calca-feminina-jogger,11-04-2022
CAMISA FEMININA CROPEED,235.90,33% elastano 67% liocel,CAMISA,FEMININO,Camisa feminina Elástico na cintura e detalhe de cordão Fechamento em botão de pressão Manga princesa Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/camisa_feminina_cropeed_96061158_1_7ad2bb5ccd187f77ad05efcffac18b3b.jpg,https://www.daksuljeans.com.br/feminino/camisa/camisa-feminina-cropeed,11-04-2022
JAQUETA CAMISA MASCULINA,298.90,2% elastano 40% poliéster 58% algodão,JAQUETA,MASCULINO,Jaqueta camisa masculina Jaqueta que pode ser usada como camisa Tecido em sarja Bolso lateral embutido Modelo veste M,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_camisa_masculina_96060978_1_45a1b3c175af90e7d2f351d93c6c079d.jpg,https://www.daksuljeans.com.br/masculino/jaqueta/jaqueta-camisa-masculina,11-04-2022
CROPPED SARJA FEMININO LILÁS COM AMARRAÇÃO,86.30,33% algodão 67% liocel,CROPPED,PROMOÇÃO,Cropped Sarja  Com amarração  Tecido leve Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/cropped_sarja_feminino_lilas_com_amarracao_96059502_variacao_12859_1_c038e41ea66db8428ce57dea3a26d977.jpg,https://www.daksuljeans.com.br/feminino/cropped/cr21901-cropped-feminino,11-04-2022
CROPPED SARJA FEMININO BRANCO COM ABERTURA EM BOTÕES,93.50,2% liocel 98% algodão,CROPPED,PROMOÇÃO,Cropped Sarja  Abertura em botões Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/cropped_sarja_feminino_branco_com_abertura_em_botoes_96059496_1_5f34df52b31088d456398ed6b2b1bf67.jpg,https://www.daksuljeans.com.br/feminino/cropped/cr21902-cropped-feminino,11-04-2022
CROPPED JEANS FEMININO COM MANGA BUFANTE,112.70,14% poliester 2% elastano 84% algodão,CROPPED,PROMOÇÃO,Cropped Jeans  Corpo lastex  Manga bufante Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/cropped_jeans_feminino_com_manga_bufante_96059586_1_9b401027a0341bc1f979c8628dc762e1.jpg,https://www.daksuljeans.com.br/feminino/cropped/cr21900-cropped-feminino,11-04-2022
CP21200 CALÇA FEMININA CROPPED ALTA,193.90,,CP21200,FEMININO,,https://images.tcdn.com.br/img/img_prod/1052366/cp21200_calca_feminina_cropped_alta_96058908_1_ba1379291938b0a54ce1d63c65f36c2f.jpg,https://www.daksuljeans.com.br/feminino/calca/cropped/cp21200-calca-feminina-cropped-alta,11-04-2022
CONJUNTO JOGGER JEANS MALHA AMACIADO,494.82,,CONJUNTO,CONJUNTOS,,https://images.tcdn.com.br/img/img_prod/1052366/conjunto_jogger_jeans_malha_amaciado_96061611_1_837142aadc912da6a2e8c0de2521c722.jpg,https://www.daksuljeans.com.br/conjuntos/conjunto-jogger-jeans-malha-amaciado,11-04-2022
Conjunto de Tricot  Calça Jogguer e blusa com capuz,427.32,,Conjunto,CONJUNTOS,Conjunto de Tricot  Calça Jogguer com barra  Blusa com capuz,https://images.tcdn.com.br/img/img_prod/1052366/conjunto_de_tricot_calca_jogguer_e_blusa_com_capuz_96061619_1_db1b2642685369e4e58adc23b9e5ac69.jpg,https://www.daksuljeans.com.br/conjuntos/conjunto-de-tricot-calca-jogguer-e-blusa-com-capuz,11-04-2022
CONJUNTO DE MOLETON JOGGER,435.42,,CONJUNTO,CONJUNTOS,,https://images.tcdn.com.br/img/img_prod/1052366/conjunto_de_moleton_jogger_96061609_1_ec4c5e059ecac954625c22bfcb0ea1c5.jpg,https://www.daksuljeans.com.br/conjuntos/conjunto-de-moleton-jogger,11-04-2022
CMS20701 CAMISA MASCULINA,140.70,,CMS20701,PROMOÇÃO,,https://images.tcdn.com.br/img/img_prod/1052366/cms20701_camisa_masculina_96057305_1_bbd365dac8e4747859b512de3065965a.jpeg,https://www.daksuljeans.com.br/masculino/camisa/cms20701-camisa-masculina,11-04-2022
CF20118 CALÇA FEMININA JOGGER,133.50,,CF20118,PROMOÇÃO,,https://images.tcdn.com.br/img/img_prod/1052366/cf20118_calca_feminina_jogger_96058060_1_2ca36a9533e491401653ac136b3162e5.jpeg,https://www.daksuljeans.com.br/feminino/calca/jogger/cf20118-calca-feminina-jogger,11-04-2022
CAMISA JEANS MASCULINA ESTAMPADA MANGA CURTA,115.90,100% algodão,CAMISA,PROMOÇÃO,Camisa Jeans  Estampada  Manga curta  Fechamento com botão Modelo veste M,https://images.tcdn.com.br/img/img_prod/1052366/camisa_jeans_masculina_estampada_manga_curta_96055043_1_f232e9997a81b36910692f060b527331.jpg,https://www.daksuljeans.com.br/masculino/camisa/cms19700-camisa-curta-masculina,11-04-2022
JAQUETA FEMININA COM GOLA DE PÊLO REMOVÍVEL,604.90,2% elastano 98% algodão,JAQUETA,FEMININO,Jaqueta feminina Gola de pelo removível e na parte do corpo possui pelo Na manga possui forro de cetim Detalhe em elástico nas costas para dar maior ajuste ao corpo Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_feminina_com_gola_de_pelo_removivel_96060999_1_41b4097a07c82ce39c8352f300b53a57.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jaqueta-feminina-com-gola-de-pelo-removivel,11-04-2022
JAQUETA MASCULINA,430.90,100% poliester 30% algodão 70% face,JAQUETA,MASCULINO,Jaqueta masculina Tecido em xadrez Toda forrada com pelo Fechamento com botão de pressão Modelo veste M,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_masculina_96060984_1_fdee6d69faa389befafd97fa7ad257d9.jpg,https://www.daksuljeans.com.br/masculino/jaqueta/jaqueta-masculina-96060984,11-04-2022
JAQUETA MASCULINA,0.00,2% elastano 49% algodão 49% poliéster,JAQUETA,PROMOÇÃO,Manga comprida e gola  Bolsos frontais com lapela e botão  Look para diversas ocasiões Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_masculina_96057227_1_eb49894f5c3ea7cfb54d0baaacf51542.jpg,https://www.daksuljeans.com.br/masculino/jaqueta/jm20900-jaqueta-masculina,11-04-2022
JAQUETA MASCULINA,256.70,"3,5% elastano 96,5% algodão",JAQUETA,PROMOÇÃO,"Jaqueta masculina é o verdadeiro clássico Esse modelo conta com elastano, manga comprida, gola, bolsos frontais com lapela e botão É prático e funciona para ocasiões diferentes  Corpo da jaqueta forrada com lã de carneiro sintético Modelo veste m  composição: 96,5% algodão 3,5% elastano",https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_masculina_96057391_1_19e49cc85a7a39bead153ab43e014189.jpeg,https://www.daksuljeans.com.br/masculino/jaqueta/jm20901-jaqueta-masculina,11-04-2022
JAQUETA MASCULINA,340.90,2% elastano 98% algodão,JAQUETA,MASCULINO,Jaqueta masculina Lavação destroyed Fechamento em botão Bolso lateral embutido Modelo veste M,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_masculina_96061021_1_75491bfe71cc09f46e60766878874538.jpg,https://www.daksuljeans.com.br/masculino/jaqueta/jaqueta-masculina,11-04-2022
JAQUETA MASCULINA,472.90,2% elastano 98% algodão,JAQUETA,MASCULINO,Jaqueta masculina Jaqueta em sarja Fechamento em zíper Possui forro matelasselado no corpo Modelo veste M,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_masculina_96061120_1_d3d923d31c676948a271b653b8b6e103.jpg,https://www.daksuljeans.com.br/masculino/jaqueta/jaqueta-masculina-96061120,11-04-2022
JAQUETA JEANS FEMININA CROPPED PRETA COM BARRA DESFIADA,203.90,1% elastano 99% algodão,JAQUETA,PROMOÇÃO,Jaqueta Jeans Cropped  Lavação preta  Barras desfiadas Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_jeans_feminina_cropped_preta_com_barra_desfiada_96059451_1_0c98c114129f92cd3fa51469d391f517.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jf21701-jaqueta-feminina-cropped,11-04-2022
JAQUETA JEANS CROPPED FEMININA DESTROYED,211.10,100% algodão,JAQUETA,PROMOÇÃO,Jaqueta Jeans Cropped  Destroyed  Barras desfiadas  Elástico nas mangas Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_jeans_cropped_feminina_destroyed_96059446_1_656dfaf29c54429dd3d64297c0ecc8da.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jf21700-jaqueta-feminina-cropped,11-04-2022
JAQUETA FEMININA TECIDO 100,329.90,100% algodão,JAQUETA,FEMININO,Jaqueta feminina Lavação destroyer Detalhes em detonados Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_feminina_tecido_100_96061026_1_63e765c9f42fb567a4e3d8d8bc72f484.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jaqueta-feminina-tecido-100,11-04-2022
JAQUETA FEMININA CROPPED LAVAÇÃO VINTAGE,435.90,100% modelo 100% algodão,JAQUETA,FEMININO,Jaqueta feminina Possui pelo na parte do corpo e punho Lavação vintage Tecido 100% Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_feminina_cropped_lavacao_vintage_96060989_1_cb9e2a65074f02660ed46c4f413a402d.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jf22702-jaqueta-feminina,11-04-2022
JAQUETA FEMININA CROPPED COM BOTÕES RECAPADOS,305.90,2% elastano 98% algodão,JAQUETA,FEMININO,Jaqueta feminina Botões recapados Lavação vintage Cós traseiro com elástico para melhor ajuste Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_feminina_cropped_com_botoes_recapados_96061166_1_22fa608012d8181902595ca20f3546f0.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jaqueta-feminina-cropped-com-botoes-recapados,11-04-2022
JAQUETA FEMININA CROPPED,195.10,2% elastano 98% algodão,JAQUETA,PROMOÇÃO,Jaqueta Feminina  Manga comprida e gola  Bolsos frontais com lapeta e botão  Comprimento cropped  Franzido com elástico na barra  Fechamento frontal com botões Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_feminina_cropped_96057654_1_8abb08116874e7a456b2f6f84a0e8027.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jf20702-jaqueta-feminina-cropped,11-04-2022
JAQUETA SARJA COTELÊ FEMININA CROPPED,218.30,1% elastano 34% liocel 65% algodão,JAQUETA,PROMOÇÃO,Jaqueta Jeans Cropped  Elástico na barra e nas mangas  Tecido cotelê  Fechamento em botão de pressão Modelo veste P,https://images.tcdn.com.br/img/img_prod/1052366/jaqueta_sarja_cotele_feminina_cropped_96059508_1_6217314e1ac2ade0cd399946b6aa56ca.jpg,https://www.daksuljeans.com.br/feminino/jaqueta/jf21702-jaqueta-feminina-cropped,11-04-2022
SAIA JEANS FEMININA COM BARRA DESFIADA E RECORTE FRONTAL,162.90,"1,3% elastano 98,7% algodão",SAIA,FEMININO,Saia Jeans  Barra desfiada  Leve puído  Recorte frontal  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/saia_jeans_feminina_com_barra_desfiada_e_recorte_frontal_96059020_1_b6e613735dc32526d455bd64758dce9a.jpg,https://www.daksuljeans.com.br/feminino/saia/ms21802-mini-saia-feminina,11-04-2022
