name,price,composition,category,gender,description,img_url,url,scrapped-at
CALÇA JEANS FEMININA CROPPED LEVE PUÍDO,197.90,3% elastano 97% algodão,CALÇA,FEMININO,Calça Cropped  Cintura Alta  Leves puídos  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_cropped_leve_puido_96058916_1_4e7eef502a371680f52fd78bf2f98ea2.jpg,https://www.daksuljeans.com.br/feminino/calca/cropped/cp21201-calca-feminina-cropped-alta,11-04-2022
CALÇA JEANS FEMININA CROPPED ALTA LEVE PUÍDO,217.90,3% elastano 8% poliester 89% algodão,CALÇA,FEMININO,Calça Cropped  Cintura Alta  Leves puídos  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_cropped_alta_leve_puido_96059402_1_f7f6789d280e52ffa16bad647ec8355a.jpg,https://www.daksuljeans.com.br/feminino/calca/cropped/cp21204-calca-feminina-cropped-alta,11-04-2022
CALÇA JEANS FEMININA CROPPED COM LEVES PUÍDOS,219.90,2% elastano 89% algodão 9% elastanomultiester,CALÇA,FEMININO,Calça Cropped  Cintura Alta  Tecido T400  Leve puído  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_cropped_com_leves_puidos_96059456_1_158b9f127ae6039946d3b29db721e3a0.jpg,https://www.daksuljeans.com.br/feminino/calca/cropped/cp21208-calca-feminina-cropped,11-04-2022
CALÇA JEANS FEMININA CROPPED ALTA BARRA DESFIADA,219.90,3% elastano10 87% algodão,CALÇA,FEMININO,Calça Cropped  Cintura Alta  Leves puídos  Barra desfiada  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_cropped_alta_barra_desfiada_96059154_1_277ec3ad3a073082640ac19d0ba81357.jpg,https://www.daksuljeans.com.br/feminino/calca/cropped/cp21205-calca-feminina-cropped,11-04-2022
CALÇA JEANS FEMININA CAPRI LEVE PUÍDO PLUS SIZE,,3% elastano 8% poliester 89% algodão,CALÇA,FEMININO,Calça Capri  Cintura Alta  Tecido T400  Leve puído  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_capri_leve_puido_plus_size_96059366_1_334d8736411e7794385d1204090889c7.jpg,https://www.daksuljeans.com.br/feminino/plus-size/cp21206g-calca-feminina-capri,11-04-2022
CALÇA JEANS FEMININA BOOT CUT COM LEVES PUÍDOS,171.10,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Boot Cut  Cintura Alta  Leves puídos  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_boot_cut_com_leves_puidos_96059606_1_29812213f1771698ea873f71b8694de4.jpg,https://www.daksuljeans.com.br/feminino/calca/bootcut/cf21115-calca-feminina-boot-cut,11-04-2022
CALÇA JEANS FEMININA BOOT CUT ALTA,206.90,2% elastano 98% algodão,CALÇA,FEMININO,Calca Boot Cut  Cintura Alta  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_boot_cut_alta_96059611_1_e2761c70cc8da61276fb09927be5c6ff.jpg,https://www.daksuljeans.com.br/feminino/calca/bootcut/cf21116-calca-feminina-boot-cut,11-04-2022
CALÇA FEMININA WIDE LEG FIT PRETA,254.90,1% elastano 99% algodão,CALÇA,FEMININO,Calça Wide Leg Fit Preta  Cintura Alta  Detalhe boca do bolso quadrada  Fechamento com botão e zíper Modelo veste 38,https://images.tcdn.com.br/img/img_prod/1052366/calca_feminina_wide_leg_fit_preta_96060133_1_877bfebd11596cfc1c451bb800f19970.jpg,https://www.daksuljeans.com.br/feminino/calca/wide-leg/calca-feminina-wide-leg-fit-preta,11-04-2022
CALÇA FEMININA WIDE LEG,144.70,2% elastano 98% algodão,CALÇA,PROMOÇÃO,"MODELAGEM WIDE LEG  O CAIMENTO É RETO E AMPLO SEM MARCAR AS PERNAS, POSSUI COMPRIMENTO MIDI E CINTURA MÉDIA. FECHAMENTO COM ZÍPER E BOTÃO, BOLSOS NA PARTE FRONTAL E TRASSEIRA. MODELO VESTE 36 COMPOSIÇÃO: 98% ALGODÃO 2% ELASTANO",https://images.tcdn.com.br/img/img_prod/1052366/cf20112_calca_feminina_whide_leg_96057520_1_85fb63dcf81f8c3951dff4da34194289.jpeg,https://www.daksuljeans.com.br/feminino/calca/wide-leg/cf20112-calca-feminina-whide-leg,11-04-2022
CALÇA JEANS FEMININA JOGGER CLARA COM ELÁSTICO NA CINTURA E PUNHO,137.50,100% algodão,CALÇA,PROMOÇÃO,Calça Jogger  Cintura Alta  Elástico na cintura e barra  Fechamento com botão e zíper Modelo veste 38,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_jogger_clara_com_elastico_na_cintura_e_punho_96059124_1_8246d8d8e40f1d4e5fdb7ca316b5ef08.jpg,https://www.daksuljeans.com.br/feminino/calca/jogger/cf21110-calca-feminina-jogger,11-04-2022
CALÇA JEANS FEMININA SKINNY ALTA LEVE PUÍDO,191.90,2% elastano 98% algodão,CALÇA,FEMININO,Calça Cigarrete  Cintura Alta  Detalhe em puido  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_alta_leve_puido_96059391_1_f53780d4e097c1b776dac7cf37fe3a8d.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21018-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS FEMININA SKINNY ALTA COM PUÍDOS,174.30,3% elastano 5% poliéster 92% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Cintura Alta  Detalhe puído  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_alta_com_puidos_96059228_1_d9bf487ac15835b8d221aa225d281416.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21014-caca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS FEMININA SKINNY ALTA COM LEVES PUÍDOS,186.90,3% elastano 97% algodão,CALÇA,FEMININO,Calça Skinny  Cintura Alta  Leves puídos  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_alta_com_leves_puidos_96059386_1_eabb526849b65b43272b7a79819949fa.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21016-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS FEMININA SKINNY ALTA AMACIADA TRADICIONAL,127.10,22% poliester 3% elastano 75% algodão,CALÇA,PROMOÇÃO,Calça Cigarrete  Cintura Alta  Amaciada  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_alta_amaciada_tradicional_96059192_1_fde731c2423d5e21efbc3a02fd8fd192.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21013-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS FEMININA SKINNY ALTA AMACIADA COM BOLSO FALSO FRONTAL,131.90,22% poliéster 3% elastano 75% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Cintura Alta  Amaciada  Bolso embutido  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_alta_amaciada_com_bolso_falso_frontal_96057429_1_8276262063868cef183ccc3a2813ef7c.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg20011-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS FEMININA PENSE NO BOLSO EFEITO LEVANTA BUMBUM PLUS SIZE,263.90,3% elastano 97% algodão,CALÇA,FEMININO,Calça feminina Modelagem skinny alta Lavação lixada Detalhes em detonados Pense traseira no bolso com efeito levanta bumbum Modelo veste 46,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_pense_no_bolso_efeito_levanta_bumbum_plus_size_96060354_1_6ec611fac398eef58ea16d2fa83a8422.jpg,https://www.daksuljeans.com.br/feminino/feminino-plus-size/calca-jeans-feminina-skinny-alta-pense-frontal,11-04-2022
CALÇA JEANS FEMININA PENSE NO BOLSO EFEITO LEVANTA BUMBUM,252.90,3% elastano 97% algodão,CALÇA,FEMININO,Calça feminina Modelagem skinny alta Lavação lixada Detalhes em detonados Pense traseira no bolso com efeito levanta bumbum Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_pense_no_bolso_efeito_levanta_bumbum_96060349_1_7f08b5f6a767a2def7234c80ef25efdd.jpg,https://www.daksuljeans.com.br/feminino/calca/skinny/calca-jeans-feminina-skinny-alta-pense-frontal,11-04-2022
CALÇA JEANS FEMININA MOM VINTAGE COM BOLSO FACA,217.90,"1,3% elastano 98,7% algodão",CALÇA,FEMININO,Calça Mom  Cintura Alta  Corte Reto  Elástico na cintura  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_mom_vintage_com_bolso_faca_96058635_1_402b4a74afc00d0972ffede4aa8cf09f.jpg,https://www.daksuljeans.com.br/feminino/calca/mom/cf21101-calca-feminina-mom,11-04-2022
CALÇA JEANS FEMININA MOM LAVAÇÃO SKY,215.90,"1,3% elastano 98,7% algodão",CALÇA,FEMININO,Calça Mom  Cintura Alta  Lavação Sky  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_mom_lavacao_sky_96058651_1_161ac9d4e7da83474c1ab0a62553d57c.jpg,https://www.daksuljeans.com.br/feminino/calca/mom/cf21103-calca-feminina-mom,11-04-2022
CALÇA JEANS FEMININA MOM DESTROYED,232.90,1% elastano 97% algodão,CALÇA,FEMININO,"Calça jeans feminina mom Modelagem mom é um corte reto e não fica justo ao corpo Possui cintura alta, com bastantes puídos dando uma pegada destroyed Lavação escura Além de confortável e estilosa é uma super tendência Modelo veste 38",https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_mom_destroyed_96059940_1_c133e36de73fda6122115ec0809785c1.jpg,https://www.daksuljeans.com.br/cf21118-calca-feminina-mom,11-04-2022
CALÇA JEANS FEMININA MOM CLARA COM PENSE FRONTAL E AJUSTE NA BARRA,217.90,100% algodão,CALÇA,FEMININO,Calça Jeans Mom  Pense frontal  Ajuste na barra  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_mom_clara_com_pense_frontal_e_ajuste_na_barra_96058629_1_b55feac0833c4e86c219378bc1d79161.jpg,https://www.daksuljeans.com.br/feminino/calca/mom/cf21100-calca-feminina-mom,11-04-2022
CALÇA JEANS FEMININA SKINNY AMACIADA,140.70,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Cintura Alta  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_amaciada_96059208_1_fad0de369298279cdc71a3e1f6b4f5f5.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21009-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS MASCULINA RETA TRADICIONAL,219.90,1% elastano 16% poliéster 83% algodão,CALÇA,MASCULINO,Calça Reta  Tradicional  Lavação escura  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_reta_tradicional_96058592_1_a3a1c63c3c630ba44075ec323b55a072.jpg,https://www.daksuljeans.com.br/masculino/calca/tradicional-reta/cm21316-calca-masculina-reta,11-04-2022
CALÇA JEANS FEMININA WIDE LEG LAVAÇÃO VINTAGE,186.90,100% algodão,CALÇA,FEMININO,Calça Wide Leg  Cintura Alta  Vintage  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_wide_leg_lavacao_vintage_96059702_1_36aff9696957aad6ce28e12cf4fda947.jpg,https://www.daksuljeans.com.br/feminino/calca/wide-leg/cf21117-calca-feminina-whide-leg,11-04-2022
CALÇA JEANS FEMININA SKINNY SECA BARRIGA LEVANTA BUMBUM,175.90,"15% poliester 2,5% elastano 82,5% algodão",CALÇA,FEMININO,Calça Skinny  Cintura Alta  Seca Barriga  Levanta Bumbum  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_seca_barriga_levanta_bumbum_96058804_1_5cc2879a93d73e6e962a1a1a1fd1a547.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21001-calca-fem-cig-seca-barriga-levanta-bumbum,11-04-2022
CALÇA JEANS FEMININA SKINNY LEVE PUÍDO DETALHE BOLSO RELÓGIO,210.90,2% elastano 98% algodão,CALÇA,FEMININO,Calça Skinny  Cintura Alta  Leves puídos  Bolso relógio  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_leve_puido_detalhe_bolso_relogio_96059164_1_e64c5b9eaf704c52badf96fe2343412b.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21007-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS FEMININA SKINNY LEVE PUÍDO BARRA DESFIADA,210.90,2% elastano 98% algodão,CALÇA,FEMININO,Calça Skinny  Cintura Alta  Leves puídos  Barra desfiada  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_leve_puido_barra_desfiada_96059113_1_e8580db0f8d4887213694e6402821f8e.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21006-calca-feminina-cigarrete,11-04-2022
CALÇA JEANS FEMININA SKINNY LEVE PUÍDO BARRA DESFIADA,217.90,2% elastano 89% algodão 9% elastanomultiester,CALÇA,FEMININO,Calça Skinny  Cintura Alta  Leve puído  Barra desfiada  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_leve_puido_barra_desfiada_96059407_1_bfe4ef29bdc0412025671ffb79fc9a8e.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21015-calca-feminina-cigarrete,11-04-2022
CALÇA JEANS FEMININA SKINNY HOT PANTS AMACIANA TRADICIONAL,174.30,3% elastano 8% poliester 89% algodão,CALÇA,PROMOÇÃO,Calça Skinny Hot Pants  Cintura Alta  Amaciada  Tecido T400  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_hot_pants_amaciana_tradicional_96059006_1_4bb3571709ed19b92301aa902e3fd738.jpg,https://www.daksuljeans.com.br/feminino/calca/hot-pants/cg21003-calca-feminina-cigarrete-hot-pants,11-04-2022
CALÇA JEANS FEMININA SKINNY HOT PANTS COM BARRA DESFIADA,171.10,3% elastano 8% poliester 89% algodão,CALÇA,PROMOÇÃO,Calça Hot Pants  Cintura Alta  T400  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_hot_pants_com_barra_desfiada_96059461_1_ac983c8e3d707e896c15073956d81f33.jpg,https://www.daksuljeans.com.br/feminino/calca/hot-pants/cg21020-calca-feminina-cigarrete-hot-pants,11-04-2022
CALÇA JEANS FEMININA SKINNY HOT PANTS AMACIANA COM BOLSO FRONTAL CHAPADO,139.10,26% poliester 3% elastano 71% algodão,CALÇA,PROMOÇÃO,Calça Hot Pants  Cintura Alta  Bolso lateral  Fechamento com 2 botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_hot_pants_amaciana_com_bolso_frontal_chapado_96059202_1_087b0fdb6bc0f3da319566a262535275.jpg,https://www.daksuljeans.com.br/feminino/calca/hot-pants/cg21010-calca-feminina-cigarrete-hot-pants,11-04-2022
CALÇA JEANS FEMININA SKINNY COM LEVES PUÍDOS E BARRA DESFIADA,188.90,2% elastano 98% algodão,CALÇA,FEMININO,Calça Skinny  Cintura Alta  Leves puídos  Barra desfiada  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_com_leves_puidos_e_barra_desfiada_96059159_1_6f34fded5b43cd5b198127e76c39708f.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21008-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS FEMININA SKINNY COM LEVE ESTONADO,168.70,1% elastano 99% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Cintura Alta  Leve estonado  Fechamento com botão e zíper Modelo veste 36,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_feminina_skinny_com_leve_estonado_96058799_1_d0a2458675053872a4facd9ed9ed0b92.jpg,https://www.daksuljeans.com.br/feminino/calca/cigarrete/cg21000-calca-feminina-cigarrete-alta,11-04-2022
CALÇA JEANS MASCULINA RETA TRADICIONAL PLUS SIZE,197.90,1% elastano 16% poliéster 83% algodão,CALÇA,MASCULINO,Calça Reta  Tradicional  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_reta_tradicional_plus_size_96059260_1_43f9e7f16facbe9c4c140ee140204728.jpg,https://www.daksuljeans.com.br/masculino/calca/tradicional-reta/cm21318g-calca-masculina-reta,11-04-2022
CALÇA JEANS MASCULINA SLIM LEVE ESTONADO,175.90,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Slim  Leve estonado  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_slim_leve_estonado_96058548_1_cd61d8ce64814db528c88822a4a52ecb.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21305-calca-masculina-slim,11-04-2022
CALÇA JEANS MASCULINA SLIM DENIM MALHA,237.90,1% elastano 99% algodão,CALÇA,MASCULINO,Calça Slim  Denim Malha  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_slim_denim_malha_96058576_1_57a4ce190d874e4607131a45743d640c.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21310-calca-masculina-slim,11-04-2022
CALÇA JEANS MASCULINA SLIM COM LEVES PUÍDOS E LEVE ESTONADO,206.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça Slim  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_slim_com_leves_puidos_e_leve_estonado_96058543_1_dbda1004eb74ff97fa4bc4584cb83f48.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21304-calca-masculina-slim,11-04-2022
CALÇA JEANS MASCULINA SLIM COM LEVES PUÍDOS,186.30,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Slim  Tradicional  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_slim_com_leves_puidos_96058523_1_29d49321ab4d60f6f57d98302c432e6f.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21300-calca-masculina-slim,11-04-2022
CALÇA JEANS MASCULINA SLIM AMACIADA,165.50,"2% elastano 75,5% algodão",CALÇA,PROMOÇÃO,Calça Slim  Amaciada  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_slim_amaciada_96058607_1_93160102533c86448d0aaf04eed73390.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21312-calca-masculina-slim,11-04-2022
CALÇA JEANS MASCULINA SKINNY ESTONADA LAVAÇÃO ESCURA,171.10,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_skinny_estonada_lavacao_escura_96059213_1_bcec3d4094b92a1857d476d852b8c3c2.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/cm21315-calca-masculina-skinny,11-04-2022
CALÇA JEANS MASCULINA SKINNY ESTONADA,217.90,"2% elastano 98,% algodão",CALÇA,MASCULINO,Calça Skinny  Leves puídos  Lavação estonada  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_skinny_estonada_96058533_1_454a38dde57e0fa80e688215654dfb3b.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/cm21302-calca-masculina-skinny,11-04-2022
CALÇA JEANS MASCULINA SKINNY COM LEVES PUÍDOS LAVAÇÃO MÉDIA,208.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça Skinny  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_skinny_com_leves_puidos_lavacao_media_96058793_1_128385d3bb43c340c9e4593ae022939b.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/cm21311-calca-masculina-skinny,11-04-2022
CALÇA JEANS MASCULINA SKINNY COM LEVES PUÍDOS,181.50,"1,3% elastano 98,7% algodão",CALÇA,PROMOÇÃO,Calça Skinny  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_skinny_com_leves_puidos_96058528_1_d4e28b4d2d5beda7f465456abd25e1b9.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/cm21301-calca-masculina-skinny,11-04-2022
CALÇA JEANS MASCULINA SKINNY COM LEVES PUÍDOS,186.30,10% viscose 2% elastano 23% poliéster 65% algodão,CALÇA,PROMOÇÃO,Calça Skinny  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_skinny_com_leves_puidos_96058538_1_95d5417df6d5d0ec9fdf7b19f70c1704.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/cm21303-calca-masculina-skinny,11-04-2022
CALÇA JEANS MASCULINA SKINNY COM LEVE ESTONADO,237.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça Skinny  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_skinny_com_leve_estonado_96058553_1_673454394feead4270b1e84a9ac0674c.jpg,https://www.daksuljeans.com.br/masculino/calca/skinny/cm21306-calca-masculina-skinny,11-04-2022
CALÇA JEANS MASCULINA SLIM LEVE ESTONADO E LEVES PUÍDOS,219.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça Slim  Estonado  Leves puídos  Fechamento com botão e zíper Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_jeans_masculina_slim_leve_estonado_e_leves_puidos_96059218_1_70819662beff9c47dae55d6d821eab60.jpg,https://www.daksuljeans.com.br/masculino/calca/slim/cm21314-calca-masculina-slim,11-04-2022
CALÇA MASCULINA RETA PLUS SIZE,208.90,2% elastano 27% poliéster 71% algodão,CALÇA,MASCULINO,Calça masculina Modelagem reta Lavação amaciada Calça tradicional Bolso faca Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_reta_plus_size_96060845_1_8a6418aec828575e72eb7ee6e7b3086c.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-reta-plus-size,11-04-2022
CALÇA MASCULINA RETA COM LEVE ESTONADO PLUS SIZE,241.90,16% poliester 2% elastano 82% algodão,CALÇA,MASCULINO,Calça masculina Modelagem reta e lavação estonada Jeans malha denim Fechamento com zíper e botão Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_reta_com_leve_estonado_plus_size_96060673_1_b3c14d346a19154fc29bdc01e5d67b8d.jpg,https://www.daksuljeans.com.br/masculino/plus-size/calca-masculina-reta-com-leve-estonado-plus-size,11-04-2022
CALÇA MASCULINA RETA COM LEVE ESTONADO,230.90,16% poliester 2% elastano 82% algodão,CALÇA,MASCULINO,Calça masculina Modelagem reta e lavação estonada Jeans malha denim Fechamento com zíper e botão Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_reta_com_leve_estonado_96060668_1_b3c14d346a19154fc29bdc01e5d67b8d.jpg,https://www.daksuljeans.com.br/masculino/calca/tradicional-reta/calca-masculina-reta-com-leve-estonado,11-04-2022
CALÇA MASCULINA RETA,219.90,2% elastano 27% poliéster 71% algodão,CALÇA,MASCULINO,Calça masculina Modelagem reta Lavação amaciada Calça tradicional Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_reta_96060829_1_c28400dbd99786ce38e70ea993c08186.jpg,https://www.daksuljeans.com.br/masculino/calca/reta/calca-masculina-reta-96060829,11-04-2022
CALÇA MASCULINA RETA,197.90,2% elastano 27% poliéster 71% algodão,CALÇA,MASCULINO,Calça masculina Modelagem reta Lavação amaciada Calça tradicional Bolso faca Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_reta_96060840_2_cfbc4ee722ce580a5401ae5986e42afd.jpg,https://www.daksuljeans.com.br/masculino/calca/reta/calca-masculina-reta-96060840,11-04-2022
CALÇA MASCULINA RETA,226.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem reta Lavação média Calça tradicional Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_reta_96060855_1_49f79bd84b558e10a7b08fb1a3c5308f.jpg,https://www.daksuljeans.com.br/masculino/calca/reta/calca-masculina-reta,11-04-2022
CALÇA MASCULINA JOGGER,139.10,2% elastano 98% algodão,CALÇA,PROMOÇÃO,Modelagem Jogger  Mais larga na parte de cima  Bolsos frontais e trasseiros  Fechamento com botão e zíper  Ajuste em elástico no tornozelo Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_jogger_96057867_variacao_13133_1_2ab6d4db96ee899604bd8312dcd0a08a.jpg,https://www.daksuljeans.com.br/masculino/calca/jogger/cm20323-calca-mas-jogger,11-04-2022
CALÇA MASCULINA JOGGER,250.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem jogger Bolso faca Fechamento em cordão Elástico no cós e no punho Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_jogger_96061172_1_8d8a451eb5de5f50b4f1b8dc9553ae17.jpg,https://www.daksuljeans.com.br/masculino/calca/jogger/calca-masculina-jogger,11-04-2022
CALÇA MASCULINA CHINO,156.70,2% elastano 30% poliéster 68% algodão,CALÇA,PROMOÇÃO,"Calça Masculina  Modelagem Chino   Similar a alfaiataria  Tecido leve, solto e confortável  Fechamento com botão e zíper Modelo veste 40",https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_chino_96057202_1_089d0ce287975f714c44791401082d32.jpg,https://www.daksuljeans.com.br/masculino/calca/chino/cm20318-calca-masculina-chino,11-04-2022
CALÇA MASCULINA CHINO,197.90,2% elastano 98% algodão,CALÇA,MASCULINO,Calça masculina Modelagem chino Tecido em sarja Bolso traseiro embutido Modelo veste 40,https://images.tcdn.com.br/img/img_prod/1052366/calca_masculina_chino_96060184_1_ee4a8f29578737d977e7c99884965ca7.jpg,https://www.daksuljeans.com.br/masculino/calca/chino/calca-masculina-chino,11-04-2022
