name,price,category,composition,color,gender,description,img_url,url,scrapped-at
Tênis Bristol,"R$ 159,95",Tênis,Cabedal: Poliuretano E Suede Sintético / Sola: Eva + Borracha Termoplástica / Forro: Mesh (Nylon) / Palmilha: Camurça Anatômica,Marrom,Masculino,Código: LBF120002 Produto: Tênis Bristol Categoria: Tênis Cor / lavagem: Marrom Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/285774-640-640/LBF1200020002_01.jpg?v=636700381203670000,https://www.levi.com.br/tenis-bristol-lbf1200020002/p,12-04-2022
Camiseta Levi's Red Tab Vintage,"R$ 189,90",Camiseta,100% Algodão,Colorido,Masculino,Código: A06370002 Produto: Camiseta Levi's Red Tab Vintage Categoria: Camisetas Cor / Lavagem: Colorido Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442047-640-640/A06370002_1.jpg?v=637660448410730000,https://www.levi.com.br/camiseta-levis-red-tab-vintage-a063700020002/p,12-04-2022
Camiseta Levi's Relaxed Fit,"R$ 109,90",Camiseta,100% Algodão,Branco,Masculino,Código: 161432216 Produto: Camiseta Levi's Relaxed Fit Categoria: Camisetas Cor / Lavagem: Branco Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/434523-640-640/LB0012216_1.jpg?v=637650700768730000,https://www.levi.com.br/camiseta-levis-relaxed-fit-lb00122162216/p,12-04-2022
Camisa Levi's Cubano,"R$ 259,90",Camisa,"73% Liocel, 27% Hemp",Amarelo,Masculino,Código: 726250037 Produto: Camisa Levi's Cubano Categoria: Camisas Cor / Lavagem: Amarelo Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441794-640-640/726250037_1.jpg?v=637660447082300000,https://www.levi.com.br/camisa-levis-cubano-7262500370037/p,12-04-2022
Camisa Levi's Cubano,"R$ 259,90",Camisa,"73% Liocel, 27% Hemp",Verde,Masculino,Código: 726250047 Produto: Camisa Levi's Cubano Categoria: Camisas Cor / Lavagem: Verde Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441765-640-640/726250047_1.jpg?v=637660446928330000,https://www.levi.com.br/camisa-levis-cubano-7262500470047/p,12-04-2022
Calça Jeans Levi's 505™ Regular,"R$ 319,90",Calça,"99% Algodão, 1% Elastano",Lavagem Clara,Masculino,Código: 005052218 Produto: Calça Jeans Levi's 505™ Regular Categoria: Jeans Cor / Lavagem: Lavagem Clara Modelagem: Reto Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424273-640-640/005052218_1.jpg?v=637642027163300000,https://www.levi.com.br/calca-jeans-levis-505-regular-0050522182218/p,12-04-2022
Camiseta Levis Classic One Pocket,"R$ 83,93",Camiseta,100% Algodão,"Azul, Branco",Masculino,Código: 193420180,https://lojalevis.vteximg.com.br/arquivos/ids/412682-640-640/193420180_1.jpg?v=637503118710500000,https://www.levi.com.br/camiseta-levis-classic-one-pocket-1934201800180/p,12-04-2022
Camiseta Levis Classic One Pocket,"R$ 83,93",Camiseta,100% Algodão,Azul,Masculino,Código: 193420184,https://lojalevis.vteximg.com.br/arquivos/ids/412676-640-640/193420184_1.jpg?v=637503118683000000,https://www.levi.com.br/camiseta-levis-classic-one-pocket-1934201840184/p,12-04-2022
Calça Jeans Levi's 512™ Slim Taper,"R$ 329,90",Calça,"68% Algodão, 31% Liocel, 1% Elastano",Lavagem Média,Masculino,Código: 288330654 Produto: Calça Jeans Levi's 512™ Slim Taper Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424180-640-640/288330654_1.jpg?v=637642026393670000,https://www.levi.com.br/calca-jeans-levis-512-slim-taper-2883306540654/p,12-04-2022
Camiseta Levis Relaxed Fit Tee,"R$ 209,90",Camiseta,100% Algodão (Organico),Bege,Masculino,Código: 161430502,https://lojalevis.vteximg.com.br/arquivos/ids/461494-640-640/16143-0502_1.jpg?v=637828061550070000,https://www.levi.com.br/camiseta-levis-relaxed-fit-tee-1614305020502/p,12-04-2022
Camisa Levi's Classic 1 Pocket Standard,"R$ 195,93",Camisa,100% Algodão,Azul,Masculino,"Criada para o trabalhador atual que demanda uma camisa mais formal e clássica para o dia a dia. Um bolso, com abotoamento na lapela da gola. Duplo abotoamento nas mangas.",https://lojalevis.vteximg.com.br/arquivos/ids/419394-640-640/857480057_1.jpg?v=637522943925700000,https://www.levi.com.br/camisa-levis-classic-1-pocket-standard-8574800570057/p,12-04-2022
Camiseta Levis Relaxed Fit Tee,"R$ 169,90",Camiseta,100% Algodão,Branco,Masculino,Código: LB0013012,https://lojalevis.vteximg.com.br/arquivos/ids/468801-640-640/LB001-3012_1.jpg?v=637843604119500000,https://www.levi.com.br/camiseta-levis-relaxed-fit-tee-lb00130123012/p,12-04-2022
Camiseta Levis Crewneck,"R$ 74,95",Camiseta,100% Algodão,Branco,Masculino,Código: LB0012039 Produto: Camiseta Levis Crewneck Categoria: Camisetas Cor / lavagem: Branco Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2020 Gênero: Masculino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/396257-640-640/LB0012039_1.jpg?v=637383139774500000,https://www.levi.com.br/camiseta-levis-crewneck-lb00120392039/p,12-04-2022
Camiseta Levis Relaxed Fit One Pocket,"R$ 125,93",Camiseta,100% Algodão,Roxo,Masculino,Código: 343100018,https://lojalevis.vteximg.com.br/arquivos/ids/412493-640-640/343100018_1.jpg?v=637503117619030000,https://www.levi.com.br/camiseta-levis-relaxed-fit-one-pocket-3431000180018/p,12-04-2022
Moletom Levi's Pokémon,"R$ 286,93",Moletom,100% Algodão,Preto,Masculino,Código: 592130003,https://lojalevis.vteximg.com.br/arquivos/ids/408740-640-640/592130003_1.jpg?v=637491960774130000,https://www.levi.com.br/moletom-levis-levis-pokemon-5921300030003/p,12-04-2022
Camiseta Levi's Cropped Jordie,"R$ 149,90",Camiseta,100% Algodão,Preto,Feminino,Código: A07850013 Produto: Camiseta Levi's Cropped Jordie Categoria: Camisetas Cor / Lavagem: Preto Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424883-640-640/A07850013_1.jpg?v=637642031659570000,https://www.levi.com.br/camiseta-levis-cropped-jordie-a078500130013/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Amarelo,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: A04589717 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Amarelo Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/434688-640-640/LB0019717_1.jpg?v=637650701705030000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00197179717/p,12-04-2022
Blusa Levis Alana,"R$ 124,95",Blusa,100% Algodão,Branco,Feminino,Código: 854650000,https://lojalevis.vteximg.com.br/arquivos/ids/406153-640-640/854650000_1.jpg?v=637418465445670000,https://www.levi.com.br/blusa-levis-alana-8546500000000/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Lilás,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: A04589818 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Lilás Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/434683-640-640/LB0019818_1.jpg?v=637650701681730000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00198189818/p,12-04-2022
Blusa Levis Alana,"R$ 124,95",Blusa,100% Algodão,Azul,Feminino,Código: 854650001,https://lojalevis.vteximg.com.br/arquivos/ids/450569-640-640/PC9854650001_01.jpg?v=637721437466470000,https://www.levi.com.br/blusa-levis-alana-8546500010001/p,12-04-2022
Camisa Levi's Sabine,"R$ 249,90",Camisa,"20% Poliamida , 80% Liocel",Azul,Feminino,Código: A06640000 Produto: Camisa Levi's Sabine Categoria: Camisas e Blusas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442254-640-640/A06640000_1.jpg?v=637660449531100000,https://www.levi.com.br/camisa-levis-sabine-a066400000000/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 149,90",Camiseta,100% Algodão,Bege,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173698077 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Bege Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/442611-640-640/LB0018077_1.jpg?v=637660451429600000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00180778077/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 119,90",Camiseta,"95% Algodão , 5% Elastano",Bege,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: A03458082 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Bege Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/434598-640-640/LB0018082_1.jpg?v=637650701193900000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00180828082/p,12-04-2022
Camiseta Levi's Graphic Varsity,"R$ 119,90",Camiseta,100% Algodão,Preto,Feminino,Código: 699738092 Produto: Camiseta Levi's Graphic Varsity Categoria: Camisetas Cor / Lavagem: Preto Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/434580-640-640/LB0018092-1.jpg?v=637650701103230000,https://www.levi.com.br/camiseta-levis-graphic-varsity-lb00180928092/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Azul,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173699212 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/442661-640-640/LB0019212_1.jpg?v=637660451682200000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00192129212/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Verde,Feminino,Código: 391855014 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Verde Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/451232-640-640/PC9LB0025014_01.jpg?v=637721441601600000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00250145014/p,12-04-2022
Camiseta Levi's Graphic Roadtrip,"R$ 109,90",Camiseta,100% Algodão,Branco,Feminino,Código: 174670013 Produto: Camiseta Levi's Graphic Roadtrip Categoria: Camisetas Cor / Lavagem: Branco Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441174-640-640/174670013_1.jpg?v=637660443738770000,https://www.levi.com.br/camiseta-levis-graphic-roadtrip-1746700130013/p,12-04-2022
Regata Levs Misty's Pokémon,"R$ 90,93",Regata,100% Poliéster,Amarelo,Feminino,Código: 591810003,https://lojalevis.vteximg.com.br/arquivos/ids/408719-640-640/591810003_1.jpg?v=637491888118870000,https://www.levi.com.br/regata-levs-mistys-pokemon-5918100030003/p,12-04-2022
Camisa Levi's The Classic,"R$ 209,90",Camisa,"50% Algodão , 50% Algodão",Bege,Feminino,Código: 390220013 Produto: Camisa Levi's The Classic Categoria: Camisas e Blusas Cor / Lavagem: Bege Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/451163-640-640/PC9390220013_01.jpg?v=637721441167130000,https://www.levi.com.br/camisa-levis-the-classic-3902200130013/p,12-04-2022
Camiseta Levi's Graphic Varsity,"R$ 109,90",Camiseta,100% Algodão,Branco,Feminino,Código: 699730150 Produto: Camiseta Levi's Graphic Varsity Categoria: Camisetas Cor / Lavagem: Branco Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441824-640-640/699730150_1.jpg?v=637660447239930000,https://www.levi.com.br/camiseta-levis-graphic-varsity-6997301500150/p,12-04-2022
Camiseta Levi's Cropped Jordie,"R$ 109,90",Camiseta,100% Algodão,Preto,Feminino,Código: A07850004 Produto: Camiseta Levi's Cropped Jordie Categoria: Camisetas Cor / Lavagem: Preto Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442333-640-640/A07850004_1.jpg?v=637660449972000000,https://www.levi.com.br/camiseta-levis-cropped-jordie-a078500040004/p,12-04-2022
Camiseta Levi's Graphic Jordie,"R$ 119,90",Camiseta,100% Algodão,Verde,Feminino,Código: A04582177 Produto: Camiseta Levi's Graphic Jordie Categoria: Camisetas Cor / Lavagem: Verde Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/451175-640-640/PC9LB0012177_01.jpg?v=637721441243330000,https://www.levi.com.br/camiseta-levis-graphic-jordie-lb00121772177/p,12-04-2022
Blusa Levi's Honey,"R$ 109,90",Blusa,"96% Algodão , 4% Spandex",Verde,Feminino,Código: 349320018 Produto: Blusa Levi's Honey Categoria: Camisas e Blusas Cor / Lavagem: Verde Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/440070-640-640/349320018_1.jpg?v=637655168940530000,https://www.levi.com.br/blusa-levis-honey-3493200180018/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Preto,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173698202 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Preto Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/425168-640-640/LB0018202_1.jpg?v=637642033583700000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00182028202/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Amarelo,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173698505 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Amarelo Manga: Curta Bolso: Não Logo: Sim Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/434713-640-640/LB0018505_1.jpg?v=637650701830200000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00185058505/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Branco,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173698404 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Branco Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/442681-640-640/LB0018404_1.jpg?v=637660451792000000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00184048404/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Azul,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 699739010",https://lojalevis.vteximg.com.br/arquivos/ids/431119-640-640/LB0019010_1.jpg?v=637647207581900000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00190109010/p,12-04-2022
Camisa Levi's Essential Western,"R$ 289,90",Camisa,100% Algodão,Preto,Feminino,Código: 167860004 Produto: Camisa Levi's Essential Western Categoria: Camisas e Blusas Cor / Lavagem: Preto Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433338-640-640/167860004_1.jpg?v=637650694049470000,https://www.levi.com.br/camisa-levis-essential-western-1678600040004/p,12-04-2022
Jaqueta Jeans Trucker Ex-Boyfriend,"R$ 469,90",Jaqueta,100% Algodão,Branco,Feminino,Código: 299440162 Produto: Jaqueta Jeans Trucker Ex-Boyfriend Categoria: Jaquetas Cor / Lavagem: Branco Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/439985-640-640/299440162_1.jpg?v=637655168432370000,https://www.levi.com.br/jaqueta-jeans-trucker-ex-boyfriend-2994401620162/p,12-04-2022
Calça Jeans Levis 721 High Rise Skinny,"R$ 127,96",Calça,97% Algodão / 3% Elastano,Preto,Feminino,Código: 188820243,https://lojalevis.vteximg.com.br/arquivos/ids/330432-640-640/1888202430243_01.jpg?v=636990839455770000,https://www.levi.com.br/calca-jeans-levis-721-high-rise-skinny-1888202430243/p,12-04-2022
Shorts Levis Infantil,"R$ 119,90",Shorts,-,Azul,Menina,Código: LK2000010,https://lojalevis.vteximg.com.br/arquivos/ids/450481-640-640/PC9LK2000010_01.jpg?v=637721436842800000,https://www.levi.com.br/shorts-levis-infantil-lk200001000108/p,12-04-2022
Chinelo Levis Batwing,"R$ 48,93",Chinelo,Borracha,Branco,"Feminino, Masculino",Código: LBF110003,https://lojalevis.vteximg.com.br/arquivos/ids/194322-640-640/LBF1100030003_1.jpg?v=636543920211700000,https://www.levi.com.br/chinelo-levis-batwing-lbf1100030003/p,12-04-2022
Chinelo Levis 501,"R$ 55,93",Chinelo,Borracha,Multicolor,"Feminino, Masculino",Código: LBF110010 Produto: Chinelo Levis 501 Categoria: Chinelos Cor / lavagem: Colorido Modelagem: Não se aplica Altura da cintura: Não se aplica Fecho: Não se aplica Coleção / detalhes: Não se aplica Gênero: Unissex Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/289382-640-640/LBF1100100010_1.jpg?v=636803244368870000,https://www.levi.com.br/chinelo-levis-501-lbf1100100010/p,12-04-2022
Chinelo Levis Logo Sportswear,"R$ 55,93",Chinelo,Borracha,Multicolor,"Feminino, Masculino",Código: LBF110013 Produto: Chinelo Levis Logo Sportswear Categoria: Chinelos Cor / lavagem: Colorido Modelagem: Não se aplica Altura da cintura: Não se aplica Fecho: Não se aplica Coleção / detalhes: Não se aplica Gênero: Unissex Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/289397-640-640/LBF1100130013_1.jpg?v=636803254534700000,https://www.levi.com.br/chinelo-levis-logo-sportswear-lbf1100130013/p,12-04-2022
Calça Jeans Levis 314 Shaping Straight - NA,"R$ 359,90",Calça,,,Feminino,"Desenhados para harmonizar e realçar o corpo feminino, os nossos fits do lote 300 Shaping Series possuem uma tecnologia de confecção que harmoniza o abdômen e valoriza o bumbum. As lavagens também contribuem para esse efeito, produzidos com tecido premium e elastano de alta performance.",https://lojalevis.vteximg.com.br/arquivos/ids/199540-640-640/1963100000000_01.jpg?v=636546285046270000,https://www.levi.com.br/jeans-314-shaping-straight-1963100000000/p,12-04-2022
Chinelo Levis Logo Sportswear,"R$ 55,93",Chinelo,Borracha,Multicolor,"Feminino, Masculino",Código: LBF110012 Produto: Chinelo Levis Logo Sportswear Categoria: Chinelos Cor / lavagem: Colorido Modelagem: Não se aplica Altura da cintura: Não se aplica Fecho: Não se aplica Coleção / detalhes: Não se aplica Gênero: Unissex Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/289392-640-640/LBF1100120012_1.jpg?v=636803251505230000,https://www.levi.com.br/chinelo-levis-logo-sportswear-lbf1100120012/p,12-04-2022
Chinelo Levis 501,"R$ 55,93",Chinelo,Borracha,Multicolor,"Feminino, Masculino",Código: LBF110011 Produto: Chinelo Levis 501 Categoria: Chinelos Cor / lavagem: Colorido Modelagem: Não se aplica Altura da cintura: Não se aplica Fecho: Não se aplica Coleção / detalhes: Não se aplica Gênero: Unissex Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/289387-640-640/LBF1100110011_1.jpg?v=636803248384700000,https://www.levi.com.br/chinelo-levis-501-lbf1100110011/p,12-04-2022
Cinto Levi's Bucle Feminino Marrom,"R$ 99,90",Cinto,100% poliuretano + fivela de metal,Marrom,Feminino,Código: 771350733,https://lojalevis.vteximg.com.br/arquivos/ids/369535-640-640/771350733_1.jpg?v=637332718016500000,https://www.levi.com.br/cinto-levis-bucle-feminino-marrom-7713507330733/p,12-04-2022
Cinto Levi's Bucle Feminino Preto,"R$ 99,90",Cinto,100% poliuretano + fivela de metal,Preto,Feminino,Código:771350761,https://lojalevis.vteximg.com.br/arquivos/ids/402281-640-640/771350761_1.jpg?v=637401195983930000,https://www.levi.com.br/cinto-levis-bucle-feminino-7713507610761/p,12-04-2022
Top Levi's Elin,"R$ 259,90",Top,100% Poliéster,Azul,Feminino,Código: A09170003 Produto: Top Levi's Elin Categoria: Camisas e Blusas Cor / Lavagem: Azul Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/434433-640-640/A09170003_1.jpg?v=637650700290500000,https://www.levi.com.br/top-levis-elin-a091700030003/p,12-04-2022
Camiseta Levi's Graphic Jordie,"R$ 119,90",Camiseta,100% Algodão,Lilás,Feminino,Código: A04582176 Produto: Camiseta Levi's Graphic Jordie Categoria: Camisetas Cor / Lavagem: Lilás Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional,https://lojalevis.vteximg.com.br/arquivos/ids/430988-640-640/LB0012176_1.jpg?v=637647183762170000,https://www.levi.com.br/camiseta-levis-graphic-jordie-lb00121762176/p,12-04-2022
Jaqueta Jeans Original Trucker,"R$ 399,90",Jaqueta,100% Algodão,Lavagem Média,Feminino,Código: 299450115 Produto: Jaqueta Jeans Original Trucker Categoria: Jaquetas Cor / Lavagem: Lavagem Média Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424148-640-640/299450115_1.jpg?v=637642026133630000,https://www.levi.com.br/jaqueta-jeans-original-trucker-2994501150115/p,12-04-2022
Camisa Levi's The Classic,"R$ 209,90",Camisa,100% Viscose,Bege,Feminino,Código: 227480020 Produto: Camisa Levi's The Classic Categoria: Camisas e Blusas Cor / Lavagem: Bege Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433743-640-640/227480020_1.jpg?v=637650696298470000,https://www.levi.com.br/camisa-levis-the-classic-2274800200020/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Rosa,Feminino,Código: 391850138 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Rosa Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441568-640-640/391850138_1.jpg?v=637660445942370000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-3918501380138/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Azul,Feminino,Código: 391850150 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Azul Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441554-640-640/391850150_1.jpg?v=637660445866130000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-3918501500150/p,12-04-2022
Camisa Levi's Remi Utility,"R$ 269,90",Camisa,100% Algodão,Preto,Feminino,Código: A08420001 Produto: Camisa Levi's Remi Utility Categoria: Camisas e Blusas Cor / Lavagem: Preto Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/434237-640-640/A08420001_1.jpg?v=637650699099470000,https://www.levi.com.br/camisa-levis-remi-utility-a084200010001/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 119,90",Camiseta,100% Algodão,Branco,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173698091",https://lojalevis.vteximg.com.br/arquivos/ids/431076-640-640/LB0018091_1.jpg?v=637647200478100000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00180918091/p,12-04-2022
Camiseta Levi's The Perfect Tee,"R$ 109,90",Camiseta,100% Algodão,Branco,Feminino,"A Camiseta Levis The Perfect Tee é confeccionada em malha de algodão e possui decote redondo, mangas curtas e uma modelagem levemente soltinha. Escolha perfeita para o dia a dia.Código: 173698101 Produto: Camiseta Levi's The Perfect Tee Categoria: Camisetas Cor / Lavagem: Branco Manga: Curta Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Feminino Origem: Nacional",https://lojalevis.vteximg.com.br/arquivos/ids/442686-640-640/LB0018101_1.jpg?v=637660451817130000,https://www.levi.com.br/camiseta-levis-the-perfect-tee-lb00181018101/p,12-04-2022
