name,price,category,composition,color,gender,description,img_url,url,scrapped-at
Camiseta Levi's Graphic Crewneck,"R$ 97,93",Camiseta,100% Algodão,Branco,Masculino,Código: LB0012117,https://lojalevis.vteximg.com.br/arquivos/ids/408874-640-640/LB0012117_1.jpg?v=637492130425100000,https://www.levi.com.br/camiseta-levis-graphic-crewneck-lb00121172117/p,12-04-2022
Calça Jeans Levis 502™ Taper,"R$ 499,90",Calça,"15% Algodão (Organico), 31% Lyocell, 53% Algodão, 1% Elastano (Lycra)",Lavagem Clara,Masculino,Código: 295070942,https://lojalevis.vteximg.com.br/arquivos/ids/409060-640-640/295070942_1.jpg?v=637492131406530000,https://www.levi.com.br/calca-jeans-levis-502-taper-2950709420942/p,12-04-2022
Calça Jeans Levi's 511™ Slim,"R$ 399,90",Calça,"70% Algodão, 28% Liocel, 2% Elastano",Lavagem Clara,Masculino,Código: 045115003 Produto: Calça Jeans Levi's 511™ Slim Categoria: Jeans Cor / Lavagem: Lavagem Clara Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/409250-640-640/045115003_1.jpg?v=637492132397900000,https://www.levi.com.br/calca-jeans-levis-511-slim-0451150035003/p,12-04-2022
Moletom Levi's Bandana Pop Over,"R$ 279,93",Moletom,100% Algodão,Azul,Masculino,Código: 526640005,https://lojalevis.vteximg.com.br/arquivos/ids/413200-640-640/526640005_1.jpg?v=637503121632000000,https://www.levi.com.br/moletom-levis-bandana-pop-over-5266400050005/p,12-04-2022
Camisa Levi's Cubano,"R$ 209,93",Camisa,"73% Liocel, 27% Hemp",Multicolor,Masculino,Código: 726250036,https://lojalevis.vteximg.com.br/arquivos/ids/419351-640-640/726250036_1.jpg?v=637522943698900000,https://www.levi.com.br/camisa-levis-cubano-7262500360036/p,12-04-2022
Calça Jeans 551Z Authentic Straight,"R$ 307,93",Calça,"98% Algodão, 2% Elastano",Lavagem Clara,Masculino,Código: 247670003,https://lojalevis.vteximg.com.br/arquivos/ids/420624-640-640/247670003_1.jpg?v=637539353151470000,https://www.levi.com.br/calca-jeans-551z-authentic-straight-2476700030003/p,12-04-2022
Camiseta Levi's Graphic Crewneck,"R$ 97,93",Camiseta,100% Algodão,Branco,Masculino,Código: LB0012103,https://lojalevis.vteximg.com.br/arquivos/ids/420409-640-640/LB0012103_1.jpg?v=637532393746570000,https://www.levi.com.br/camiseta-levis-graphic-crewneck-lb00121032103/p,12-04-2022
Camiseta Levi's Relaxed Fit,"R$ 83,93",Camiseta,100% Algodão,Amarelo,Masculino,Código: LB0012116,https://lojalevis.vteximg.com.br/arquivos/ids/423816-640-640/LB00121162116_1.jpg?v=637576428836970000,https://www.levi.com.br/camiseta-levis-relaxed-fit-lb00121162116/p,12-04-2022
Calça Jeans Levi's 505™ Regular,"R$ 289,90",Calça,"99% Algodão, 1% Elastano",Lavagem Média,Masculino,Código: 005051994 Produto: Calça Jeans Levi's 505™ Regular Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Reto Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/440995-640-640/005051994_1.jpg?v=637660442824670000,https://www.levi.com.br/calca-jeans-levis-505-regular-0050519941994/p,12-04-2022
Calça Jeans Levi's 505™ Regular,"R$ 289,90",Calça,"99% Algodão, 1% Elastano",Lavagem Clara,Masculino,Código: 005052310 Produto: Calça Jeans Levi's 505™ Regular Categoria: Jeans Cor / Lavagem: Lavagem Clara Modelagem: Reto Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433336-640-640/005052310_1.jpg?v=637650694038970000,https://www.levi.com.br/calca-jeans-levis-505-regular-0050523102310/p,12-04-2022
Calça Jeans Levi's 512™ Slim Taper,"R$ 259,90",Calça,"87% Algodão, 11% Poliéster, 2% Elastano",Lavagem Média,Masculino,Código: 288330682 Produto: Calça Jeans Levi's 512™ Slim Taper Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424456-640-640/288330682_1.jpg?v=637642028585870000,https://www.levi.com.br/calca-jeans-levis-512-slim-taper-2883306820682/p,12-04-2022
Camiseta Levi's Graphic Set-In Neck,"R$ 119,90",Camiseta,100% Algodão,Vermelho,Masculino,Código: LB0018028,https://lojalevis.vteximg.com.br/arquivos/ids/451211-640-640/PC9LB0018028_1.jpg?v=637721441462200000,https://www.levi.com.br/camiseta-levis-graphic-set-in-neck-lb00180288028/p,12-04-2022
Macacão Jeans Levi's Loose,"R$ 489,90",Macacão,100% Algodão,Lavagem Clara,Masculino,Código: A06310001 Produto: Macacão Jeans Levi's Loose Categoria: Macacões Cor / Lavagem: Lavagem Clara Modelagem: Loose Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442053-640-640/A06310001_1.jpg?v=637660448449230000,https://www.levi.com.br/macacao-jeans-levis-loose-a063100010001/p,12-04-2022
Calça Jeans Levis 510™ Skinny,"R$ 499,90",Calça,"15% Algodão (Organico), 31% Lyocell, 53% Algodão, 1% Elastano (Lycra)",Lavagem Clara,Masculino,Código: 055101218,https://lojalevis.vteximg.com.br/arquivos/ids/459287-640-640/05510-1218_1.jpg?v=637810624496270000,https://www.levi.com.br/calca-jeans-levis-510-skinny-0551012181218/p,12-04-2022
Calça Jeans Levis 502™ Taper,"R$ 399,90",Calça,"83% Algodão, 15% Poliester, 2% Elastano",Preto,Masculino,Código: 295071071,https://lojalevis.vteximg.com.br/arquivos/ids/461478-640-640/29507-1071_1.jpg?v=637828061484370000,https://www.levi.com.br/calca-jeans-levis-502-taper-2950710711071/p,12-04-2022
Camiseta Levis Classic Pocket Tee,"R$ 189,90",Camiseta,100% Algodão,Listrado,Masculino,Código: 193420210,https://lojalevis.vteximg.com.br/arquivos/ids/461487-640-640/19342-0210_1.jpg?v=637828061521570000,https://www.levi.com.br/camiseta-levis-classic-pocket-tee-1934202100210/p,12-04-2022
Camisa Levis Classic One Pocket Standard,"R$ 359,90",Camisa,"85% Algodão, 15% Hemp",Xadrez,Masculino,Código: 857480111,https://lojalevis.vteximg.com.br/arquivos/ids/461792-640-640/85748-0111_1.jpg?v=637828062811370000,https://www.levi.com.br/camisa-levis-classic-one-pocket-standard-8574801110111/p,12-04-2022
Camiseta Levis Relaxed Fit Tee,"R$ 149,90",Camiseta,100% Algodão,Branco,Masculino,Código: LB0013030,https://lojalevis.vteximg.com.br/arquivos/ids/468857-640-640/LB001-3030_1.jpg?v=637843604349530000,https://www.levi.com.br/camiseta-levis-relaxed-fit-tee-lb00130303030/p,12-04-2022
Polo Levis Housemark,"R$ 229,90",Polo,100% Algodão,Azul,Masculino,Código: LB0030100,https://lojalevis.vteximg.com.br/arquivos/ids/468862-640-640/LB003-0100_1.jpg?v=637843604367700000,https://www.levi.com.br/polo-levis-housemark-lb00301000100/p,12-04-2022
Camiseta Levis Original Hm Tee,"R$ 129,90",Camiseta,100% Algodão,Preto,Masculino,Código: LB0020012,https://lojalevis.vteximg.com.br/arquivos/ids/440907-640-640/LB0020012_1.jpg?v=637660442387070000,https://www.levi.com.br/camiseta-levis-original-hm-tee-lb00200120012/p,12-04-2022
Calça Jeans Levi's 511™ Slim,"R$ 249,90",Calça,"67% Algodão, 31% Poliéster, 2% Elastano",Lavagem Clara,Masculino,Código: 045113376 Produto: Calça Jeans Levi's 511™ Slim Categoria: Jeans Cor / Lavagem: Lavagem Clara Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/423944-640-640/045113376_1.jpg?v=637642024854870000,https://www.levi.com.br/calca-jeans-levis-511-slim-0451133763376/p,12-04-2022
Camiseta Levi's Relaxed Fit,"R$ 97,93",Camiseta,100% Algodão,Multicolor,Masculino,Código: 161430153,https://lojalevis.vteximg.com.br/arquivos/ids/412541-640-640/161430153_1.jpg?v=637503117948730000,https://www.levi.com.br/camiseta-levis-relaxed-fit-1614301530153/p,12-04-2022
Casaco Levi's Tactical Windbreaker T3,"R$ 475,93",Casaco,100% Poliéster,Amarelo,Masculino,Código: 282770006,https://lojalevis.vteximg.com.br/arquivos/ids/408950-640-640/282770006_1.jpg?v=637492130824900000,https://www.levi.com.br/casaco-levis-tactical-windbreaker-t3-2827700060006/p,12-04-2022
Calça Jeans 514™ Straight,"R$ 251,93",Calça,"99% Algodão, 1% Elastano",Lavagem Média,Masculino,Código: 005141541,https://lojalevis.vteximg.com.br/arquivos/ids/409140-640-640/005141541_1.jpg?v=637492131818830000,https://www.levi.com.br/calca-jeans-514-straight-0051415411541/p,12-04-2022
Camiseta Levi's Vintage,"R$ 111,93",Camiseta,100% Algodão,Amarelo,Masculino,Código: 398560003,https://lojalevis.vteximg.com.br/arquivos/ids/413217-640-640/398560003_1.jpg?v=637503121759900000,https://www.levi.com.br/camiseta-levis-vintage-3985600030003/p,12-04-2022
Moletom Levi's T3 Graphic Zip Up,"R$ 195,93",Moletom,"80% Algodão, 20% Poliéster",Azul,Masculino,Código: 388200010,https://lojalevis.vteximg.com.br/arquivos/ids/420684-640-640/388200010_1.jpg?v=637539353508000000,https://www.levi.com.br/moletom-levis-t3-graphic-zip-up-3882000100010/p,12-04-2022
Jaqueta Levi's The Trucker,"R$ 349,93",Jaqueta,100% Algodão,Lavagem Média,Masculino,"A primeira jaqueta trucker foi lançada em 1969. É uma peça coringa, que possui fits slim, clássico e boyfriend, além de abertura com abotoamento e bolsos com lapela.",https://lojalevis.vteximg.com.br/arquivos/ids/416957-640-640/723340554_1.jpg?v=637510055435730000,https://www.levi.com.br/jaqueta-levis-the-trucker-7233405540554/p,12-04-2022
Camiseta Levi's Graphic Crewneck,"R$ 69,95",Camiseta,100% Algodão,Branco,Masculino,Código: LB0012120,https://lojalevis.vteximg.com.br/arquivos/ids/419427-640-640/LB0012120_1.jpg?v=637522944103270000,https://www.levi.com.br/camiseta-levis-graphic-crewneck-lb00121202120/p,12-04-2022
Camisa Levi's Oversize Barstow Western,"R$ 237,93",Camisa,100% Poliéster,"Azul, Branco",Masculino,Código: 854700004,https://lojalevis.vteximg.com.br/arquivos/ids/423730-640-640/854700004_1.jpg?v=637556636218200000,https://www.levi.com.br/camisa-levis-oversize-barstow-western-8547000040004/p,12-04-2022
Calça Jeans Levi's 510™ Skinny,"R$ 299,90",Calça,"68% Algodão, 31% Liocel, 1% Elastano",Lavagem Escura,Masculino,Código: 055101176 Produto: Calça Jeans Levi's 510™ Skinny Categoria: Jeans Cor / Lavagem: Lavagem Escura Modelagem: Skinny Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424256-640-640/055101176_1.jpg?v=637642027060700000,https://www.levi.com.br/calca-jeans-levis-510-skinny-0551011761176/p,12-04-2022
Calça Jeans Levis 511™ Slim,"R$ 369,90",Calça,"70% Algodão, 28% Lyocell, 2% Elastano (Lycra)",Lavagem Média,Masculino,Código: 045115124,https://lojalevis.vteximg.com.br/arquivos/ids/456211-640-640/045115124_1.jpg?v=637804903522230000,https://www.levi.com.br/calca-jeans-levis-511-slim-0451151245124/p,12-04-2022
Calça Jeans Levi's 512™ Slim Taper,"R$ 329,90",Calça,"68% Algodão, 31% Liocel, 1% Elastano",Lavagem Média,Masculino,Código: 288331003 Produto: Calça Jeans Levi's 512™ Slim Taper Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441268-640-640/288331003_1.jpg?v=637660444211500000,https://www.levi.com.br/calca-jeans-levis-512-slim-taper-2883310031003/p,12-04-2022
Shorts Levi's XX Cargo,"R$ 209,90",Shorts,100% Algodão,Cinza,Masculino,Código: 547560005 Produto: Shorts Levi's XX Cargo Categoria: Bermudas Cor / Lavagem: Cinza Modelagem: Shorts médio Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441689-640-640/547560005_1.jpg?v=637660446544000000,https://www.levi.com.br/shorts-levis-xx-cargo-5475600050005/p,12-04-2022
Calça Jeans Levi's 501® '93 Straight,"R$ 349,90",Calça,"99% Algodão, 1% Elastano",Lavagem Média,Masculino,"A Calça Jeans Levis 501® '93 Straight é uma releitura mais jovem do nosso fit mais icônico. Através de lavagens com inspirações vintage, há um mix entre tradição e expressões de estilo.",https://lojalevis.vteximg.com.br/arquivos/ids/442021-640-640/798300149_1.jpg?v=637660448280230000,https://www.levi.com.br/calca-jeans-levis-501-93-straight-7983001490149/p,12-04-2022
Jaqueta Jeans Levi's The Rancher Trucker,"R$ 419,90",Jaqueta,100% Algodão,Lavagem Escura,Masculino,Código: A07280000 Produto: Jaqueta Jeans Levi's The Rancher Trucker Categoria: Jaquetas Cor / Lavagem: Lavagem Escura Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424791-640-640/A07280000_1.jpg?v=637642030887130000,https://www.levi.com.br/jaqueta-jeans-levis-the-rancher-trucker-a072800000000/p,12-04-2022
Moletom Levi's Red Tab Sweats Hoodie,"R$ 259,90",Moletom,100% Algodão,Verde,Masculino,Código: A07470001 Produto: Moletom Levi's Red Tab Sweats Hoodie Categoria: Malhas e Moletons Cor / Lavagem: Verde Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/434119-640-640/A07470001_1.jpg?v=637650698399430000,https://www.levi.com.br/moletom-levis-red-tab-sweats-hoodie-a074700010001/p,12-04-2022
Calça Jeans Levi's So High Boot,"R$ 349,90",Calça,"99% Algodão, 1% Elastano",Lavagem Média,Masculino,Código: A09090004 Produto: Calça Jeans Levi's So High Boot Categoria: Jeans Cor / Lavagem: Lavagem Média Modelagem: Bootcut Altura da Cintura: Alta Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/424900-640-640/A09090004_1.jpg?v=637642031766200000,https://www.levi.com.br/calca-jeans-levis-so-high-boot-a090900040004/p,12-04-2022
Shorts Jeans Levi's Loose Chore,"R$ 239,90",Shorts,100% Algodão,Lavagem Clara,Masculino,Código: A09210000 Produto: Shorts Jeans Levi's Loose Chore Categoria: Bermudas Cor / Lavagem: Lavagem Clara Modelagem: Shorts médio Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442434-640-640/A09210000_1.jpg?v=637660450511100000,https://www.levi.com.br/shorts-jeans-levis-loose-chore-a092100000000/p,12-04-2022
Camisa Levi's Xadrez Manga Longa,"R$ 223,93",Camisa,100% Algodão,Amarelo,Masculino,,https://lojalevis.vteximg.com.br/arquivos/ids/449959-640-640/195870137_1.jpg?v=637684466482430000,https://www.levi.com.br/camisa-levis-xadrez-manga-longa-1958701370137/p,12-04-2022
Calça Jeans 501® Levi's® Original,"R$ 349,90",Calça,"99% Algodão, 1% Elastano",Lavagem Clara,Masculino,Código: 005013184,https://lojalevis.vteximg.com.br/arquivos/ids/409181-640-640/005013184_1.jpg?v=637492132036630000,https://www.levi.com.br/calca-jeans-501-levis-original-masculino-0050131843184/p,12-04-2022
Calça Jeans Levis 514™ Straight,"R$ 499,90",Calça,"15% Algodão (Organico), 31% Lyocell, 53% Algodão, 1% Elastano (Lycra)",Lavagem Escura,Masculino,Código: 005141449,https://lojalevis.vteximg.com.br/arquivos/ids/458264-640-640/005141449_1.jpg?v=637805160121200000,https://www.levi.com.br/calca-jeans-levis-514-straight-0051414491449/p,12-04-2022
Camiseta Levis Relaxed Fit Tee,"R$ 209,90",Camiseta,100% Algodão (Organico),Bege,Masculino,Código: 161430499,https://lojalevis.vteximg.com.br/arquivos/ids/466070-640-640/16143-0499_1.jpg?v=637828871251900000,https://www.levi.com.br/camiseta-levis-relaxed-fit-tee-1614304990499/p,12-04-2022
Camisa Levis Classic One Pocket Standard,"R$ 319,90",Camisa,100% Algodão,Estampado,Masculino,Código: 866270086,https://lojalevis.vteximg.com.br/arquivos/ids/468883-640-640/86627-0086_1.jpg?v=637843604458430000,https://www.levi.com.br/camisa-levis-classic-one-pocket-standard-8662700860086/p,12-04-2022
Camisa Levis Sunset One Pocket Standard,"R$ 299,90",Camisa,"99% Algodão, 1% Elastano",Azul,Masculino,Código: LB0050023,https://lojalevis.vteximg.com.br/arquivos/ids/468873-640-640/LB005-0023_1.jpg?v=637843604407170000,https://www.levi.com.br/camisa-levis-sunset-one-pocket-standard-lb00500230023/p,12-04-2022
Camiseta Levis Relaxed Fit Tee,"R$ 149,90",Camiseta,100% Algodão,Vermelho,Masculino,Código: LB0013009,https://lojalevis.vteximg.com.br/arquivos/ids/468816-640-640/LB001-3009_1.jpg?v=637843604179730000,https://www.levi.com.br/camiseta-levis-relaxed-fit-tee-lb00130093009/p,12-04-2022
Polo Levis Housemark,"R$ 229,90",Polo,100% Algodão,Vermelho,Masculino,Código: LB0030009,https://lojalevis.vteximg.com.br/arquivos/ids/433290-640-640/LB0030009_1.jpg?v=637650693686500000,https://www.levi.com.br/polo-levis-housemark-lb00300090009/p,12-04-2022
Jaqueta Levis The Trucker,"R$ 549,90",Jaqueta,"98% Algodão, 2% Elastano (Lycra)",Lavagem Média,Masculino,Código: 723340322,https://lojalevis.vteximg.com.br/arquivos/ids/291388-640-640/723340322-7233403220322_01.jpg?v=636856884504330000,https://www.levi.com.br/jaqueta-levis-the-trucker-7233403220322/p,12-04-2022
Calça Jeans Levis 510™ Skinny,"R$ 399,90",Calça,"98% Algodão, 2% Elastano (Lycra)",Lavagem Média,Masculino,Código: 055100336,https://lojalevis.vteximg.com.br/arquivos/ids/394460-640-640/055100336_1.jpg?v=637383129800100000,https://www.levi.com.br/calca-jeans-levis-510-skinny-0551003360336/p,12-04-2022
Calça Jeans Levi's 514™ Straight,"R$ 319,90",Calça,"99% Algodão, 1% Elastano",Bege,Masculino,Código: 005141403 Produto: Calça Jeans Levi's 514™ Straight Categoria: Jeans Cor / Lavagem: Bege Modelagem: Reto Altura da Cintura: Baixa Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/386679-640-640/005141403_1.jpg?v=637382784461900000,https://www.levi.com.br/calca-jeans-levis-514-straight-0051414031403/p,12-04-2022
Calça Jeans Levi's 502™ Taper,"R$ 299,90",Calça,"92% Algodão, 6% Poliéster, 2% Elastano",Lavagem Média,Masculino,"A Calça Jeans Levis 502™ Taper tem cintura média, é regular nas coxas e possui pernas levemente ajustadas.",https://lojalevis.vteximg.com.br/arquivos/ids/408625-640-640/2950706520652_1--2-.jpg?v=637418512888730000,https://www.levi.com.br/calca-jeans-levis-502-taper-2950706520652/p,12-04-2022
Camisa Levis Classic Western Standard,"R$ 439,90",Camisa,"65% Algodão, 35% Poliester",Preto,Masculino,Código: 857450000,https://lojalevis.vteximg.com.br/arquivos/ids/395805-640-640/857450000_1-camisa.jpg?v=637383137190400000,https://www.levi.com.br/camisa-levis-classic-western-standard-8574500000000/p,12-04-2022
Calça Levi's XX Taper Cargo,"R$ 359,90",Calça,"98% Algodão, 2% Elastano",Preto,Masculino,Código: 394410001 Produto: Calça Levi's XX Taper Cargo Categoria: Chino Non Denin Cor / Lavagem: Preto Modelagem: Taper Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/395479-640-640/394410001_1.jpg?v=637383135388600000,https://www.levi.com.br/calca-levis-xx-taper-cargo-3944100010001/p,12-04-2022
Camiseta Levis Classic One Pocket,"R$ 83,93",Camiseta,100% Algodão,"Amarelo, Preto",Masculino,Código: 193420173,https://lojalevis.vteximg.com.br/arquivos/ids/412705-640-640/193420173_1.jpg?v=637503118826500000,https://www.levi.com.br/camiseta-levis-classic-one-pocket-1934201730173/p,12-04-2022
Calça Jeans Levis 511™ Slim,"R$ 499,90",Calça,"79% Algodão, 20% Poliester ( Reciclado), 1% Elastano (Lycra)",Lavagem Média,Masculino,Código: 045114867,https://lojalevis.vteximg.com.br/arquivos/ids/423552-640-640/045114867_1.jpg?v=637539624582600000,https://www.levi.com.br/calca-jeans-levis-511-slim-0451148674867/p,12-04-2022
Calça Jeans 551Z Authentic Straight,"R$ 321,93",Calça,"77% Algodão, 23% Hemp",Lavagem Clara,Masculino,Código: 247670004,https://lojalevis.vteximg.com.br/arquivos/ids/408801-640-640/247670004_1.jpg?v=637492130025900000,https://www.levi.com.br/calca-jeans-551z-authentic-straight-2476700040004/p,12-04-2022
Calça Jeans Levi's 551Z Authentic Straight,"R$ 459,90",Calça,"77% Algodão, 23% Hemp",Lavagem Escura,Masculino,Código: 247670002 Produto: Calça Jeans Levi's 551Z Authentic Straight Categoria: Jeans Cor / Lavagem: Lavagem Escura Modelagem: Reto Altura da Cintura: Baixa Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/408809-640-640/247670002_1.jpg?v=637492130071370000,https://www.levi.com.br/calca-jeans-levis-551z-authentic-straight-2476700020002/p,12-04-2022
Polo Levi's New Housemark,"R$ 125,93",Polo,100% Algodão,Branco,Masculino,Código: 358830011,https://lojalevis.vteximg.com.br/arquivos/ids/423676-640-640/358830011_1.jpg?v=637556594667270000,https://www.levi.com.br/polo-levis-new-housemark-3588300110011/p,12-04-2022
Calça Jeans Levi's 511™ Slim,"R$ 289,90",Calça,"99% Algodão, 1% Elastano",Laranja,Masculino,Código: 045115099 Produto: Calça Jeans Levi's 511™ Slim Categoria: Jeans Cor / Lavagem: Laranja Modelagem: Slim Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433392-640-640/045115099_1.jpg?v=637650694384770000,https://www.levi.com.br/calca-jeans-levis-511-slim-0451150995099/p,12-04-2022
Calça Jeans Levis 512™ Slim Taper,"R$ 459,90",Calça,"78% Algodão, 1% Elastano (Lycra), 21% Poliester ( Reciclado)",Lavagem Clara,Masculino,Código: 288330498,https://lojalevis.vteximg.com.br/arquivos/ids/441289-640-640/288330498_1.jpg?v=637660444317200000,https://www.levi.com.br/calca-jeans-levis-512-slim-taper-2883304980498/p,12-04-2022
Calça Levi's Field Pant,"R$ 319,90",Calça,"98% Algodão, 2% Elastano",Cinza,Masculino,Código: 547410012 Produto: Calça Levi's Field Pant Categoria: Chino Non Denin Cor / Lavagem: Cinza Modelagem: Reto Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/433979-640-640/547410012_1.jpg?v=637650697627430000,https://www.levi.com.br/calca-levis-field-pant-5474100120012/p,12-04-2022
Calça Jeans Levis 501® '93 Straight,"R$ 499,90",Calça,"99% Algodão, 1% Elastano (Lycra)",Lavagem Escura,Masculino,Código: 798300089,https://lojalevis.vteximg.com.br/arquivos/ids/456366-640-640/798300089_1.jpg?v=637804904335470000,https://www.levi.com.br/calca-jeans-levis-501-93-straight-7983000890089/p,12-04-2022
Calça Jeans Levi's Skinny Taper,"R$ 319,90",Calça,"68% Algodão, 30% Liocel, 2% Elastano",Lavagem Clara,Masculino,Código: 845580104 Produto: Calça Jeans Levi's Skinny Taper Categoria: Jeans Cor / Lavagem: Lavagem Clara Modelagem: Skinny Altura da Cintura: Baixa Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/441989-640-640/845580104_1.jpg?v=637660448101600000,https://www.levi.com.br/calca-jeans-levis-skinny-taper-8455801040104/p,12-04-2022
Moletom Levi's Red Tab Sweats Hoodie,"R$ 259,90",Moletom,100% Algodão,Lilás,Masculino,Código: A07470015 Produto: Moletom Levi's Red Tab Sweats Hoodie Categoria: Malhas e Moletons Cor / Lavagem: Lilás Manga: Longa Bolso: Não Logo: Não Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/442209-640-640/A07470015_1.jpg?v=637660449300830000,https://www.levi.com.br/moletom-levis-red-tab-sweats-hoodie-a074700150015/p,12-04-2022
Shorts Jeans Levi's Loose Chore,"R$ 209,90",Shorts,100% Algodão,Lavagem Clara,Masculino,Código: A09210003 Produto: Shorts Jeans Levi's Loose Chore Categoria: Bermudas Cor / Lavagem: Lavagem Clara Modelagem: Shorts médio Altura da Cintura: Intermediária Fecho: Zíper Coleção: Primavera / Verão 2021 Gênero: Masculino Origem: Importado,https://lojalevis.vteximg.com.br/arquivos/ids/425057-640-640/A09210003_1.jpg?v=637642032887770000,https://www.levi.com.br/shorts-jeans-levis-loose-chore-a092100030003/p,12-04-2022
Calça Jeans 501® Levi's® Original,"R$ 319,90",Calça,"99% algodão, 1% elastano",Lavagem Média,Masculino,Código: 005013249,https://lojalevis.vteximg.com.br/arquivos/ids/441017-640-640/005013249_1.jpg?v=637660442945030000,https://www.levi.com.br/calca-jeans-501-original-levis-0050132493249/p,12-04-2022
Jaqueta Levis The Trucker,"R$ 549,90",Jaqueta,100% Algodão,Lavagem Escura,Masculino,Código: 723340134,https://lojalevis.vteximg.com.br/arquivos/ids/323303-640-640/7233401340134_01.jpg?v=636989972717470000,https://www.levi.com.br/jaqueta-levis-the-trucker-7233401340134/p,12-04-2022
Calça Jeans Levis 512™ Slim Taper,"R$ 399,90",Calça,"70% Algodão, 28% Lyocell, 2% Elastano (Lycra)",Lavagem Média,Masculino,Código: 288330733,https://lojalevis.vteximg.com.br/arquivos/ids/459213-640-640/28833-0733_1.jpg?v=637810624091970000,https://www.levi.com.br/calca-jeans-levis-512-slim-taper-2883307330733/p,12-04-2022
2 Pack Camisetas Levis Crewneck,"R$ 189,90",2,100% Algodão,Preto,Masculino,Código: LB0020002,https://lojalevis.vteximg.com.br/arquivos/ids/286514-640-640/LB00200020002_01.jpg?v=636716789267670000,https://www.levi.com.br/2-pack-camisetas-levis-crewneck-lb00200020002/p,12-04-2022
Polo Levis Housemark,"R$ 229,90",Polo,100% Algodão,Preto,Masculino,Código: LB0030010,https://lojalevis.vteximg.com.br/arquivos/ids/433275-640-640/LB0030010_1.jpg?v=637650693566700000,https://www.levi.com.br/polo-levis-housemark-lb00300100010/p,12-04-2022
Camiseta Levis Graphic Set-In Neck,"R$ 129,90",Camiseta,100% Algodão,Azul,Masculino,Código: LB0010026,https://lojalevis.vteximg.com.br/arquivos/ids/423933-640-640/LB0010026_1.jpg?v=637642024793470000,https://www.levi.com.br/camiseta-levis-graphic-set-in-neck-lb00100260026/p,12-04-2022
