name,price,gender,category,composition,leather,description,img_url,url,scrapped-at
Bolsa Jeans Maxi Ecodamyller - Tam: UC / Cor: MEDIA,499,Unissex,Bolsa,Algodão 100%,,A bolsa maxi da linha ECODAMYLLER é confeccionada em jeans 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/669111-980-1470/Mochila-Jeans-Ecodamyller-Frente--.jpg?v=637810498681430000,https://www.damyller.com.br/bolsa-jeans-maxi-ecodamyller-1n0v221/p,11-04-2022
Calça Skinny Resinada Cintura Altíssima,279,Feminino,Skinny,Algodão 71% Poliéster 26% Elastano 3%. Forro De Bolso: Algodão 67% Poliéster 33%,Resinado,A calça skinny de cintura altíssima é confeccionada em tecido de algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/597468-980-1470/Calca-Skinny-Resinada-Cintura-Altissima-Frente--.jpg?v=637497614118330000,https://www.damyller.com.br/calca-skinny-resinada-cintura-altissima-0n0rc97/p,11-04-2022
Calça Jeans Mom Cropped G6 Ecodamyller,379,Feminino,,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%.,Jeans,A calça feminina mom G6 cropped faz parte da linha ECODAMYLLER pois é confeccionada em jeans 100% algodão BCI(A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/669233-980-1470/CALCA-FEMININA-MOM-G6-CROPPED-Frente--.jpg?v=637811453802070000,https://www.damyller.com.br/calca-jeans-mom-cropped-g6-ecodamyller-1n0ri56/p,11-04-2022
Casaco Alongado Padronagem Gravataria,579,Feminino,Casaco,Poliéster 48% Algodão 45% Elastano 7%. Forro: Poliéster 82% Elastano 18%,Malha,"O casaco feminino de mangas longas é confeccionado em malha encorpada de poliéster, algodão e elastano, de ótima resistência e que proporciona flexibilidade e conforto durante o uso. A padronagem de gravataria clássica é moderna e atemporal, e a modelagem que lembra um blazer deixa os looks arrumadinhos com praticidade. Aposte com a calça da mesma malha, ou com seu jeans preferido para uma opção moderna e super descolada de efeito hi-lo.",https://damyller.vteximg.com.br/arquivos/ids/667110-980-1470/CASACO-FEMININO-Frente--.jpg?v=637802908421830000,https://www.damyller.com.br/casaco-alongado-padronagem-gravataria-1i0my77/p,11-04-2022
Blusa Manga Longa Xadrez Feminina,179,Feminino,Blusas,"Algodão 79%, Poliéster 16%, Elastano 5%",Malha,"A blusa feminina de mangas longas é confeccionada em malha encorpada de algodão, poliéster e elastano, de alta resistência e flexibilidade, e que proporciona muito conforto durante o uso. De modelagem ajustada, ela é ideal para combinar com seus jeans preferidos em um look descomplicado e moderno, já que sua padronagem xadrez é discreta e tem um ar minimalista e urbano. Vale apostar também com a saia da mesma malha em um visual de conjunto.",https://damyller.vteximg.com.br/arquivos/ids/668228-980-1470/BLUSA-FEMININA-Frente--.jpg?v=637807810686400000,https://www.damyller.com.br/blusa-manga-longa-xadrez-feminina-1i0my51/p,11-04-2022
Blusa Manga Longa Canelada Cropped,179,Feminino,,"Viscose 96%, Elastano 4%",Malha,"A blusa feminina de mangas 7/8 é confeccionada em malha canelada de viscose e elastano, de toque macio possui e que proporciona muito conforto por ter ótima elasticidade. Seu diferencial é o detalhe torcido na barra da frente que tira a peça do básico. Combine com jeans de cintura alta e finalize com o calçado de acordo com a ocasião, seja tênis, sandálias ou botas.",https://damyller.vteximg.com.br/arquivos/ids/670587-980-1470/Blusa-Manga-Longa-Canelada-Cropped-Frente--.jpg?v=637819951231000000,https://www.damyller.com.br/blusa-manga-longa-canelada-cropped-1i0ll44/p,11-04-2022
Saia Mini Padronagem Gravataria,159,Feminino,Mini,"Algodão 45%, Poliéster 48%, Elastano 7%",Malha,"A saia mini é confeccionada malha encorpada de poliéster, algodão e elastano, de ótima resistência e que proporciona flexibilidade e conforto durante o uso. A padronagem de gravataria é clássica e por isso faz da saia um item-chave indispensável para o guarda-roupas, por sua atemporalidade. Equilibrar proporções no look faz crescer a combinação e deixa o visual mais cool, por isso, a dica aqui é combinar a saia com blusas mais amplas, como blusões, moletons, camisas ou camisetas de acordo com a temporada. Vale finalizar com sandálias, tênis, botas e coturnos.",https://damyller.vteximg.com.br/arquivos/ids/666865-980-1470/SAIA-MINI-Frente--.jpg?v=637802026332300000,https://www.damyller.com.br/saia-mini-padronagem-gravataria-1v0my73/p,11-04-2022
Calça Pantalona Lisa Cintura Super Alta,299,Feminino,Pantalona,"Poliamida 13%, Viscose 87%",Tecido Plano,"A caça feminina pantalona C2 é confeccionada em crepe de viscose e poliamida, de toque macio e ótimo caimento, e que possui uma textura levemente enrugada de aspecto natural. Modernas, as calças de modelagem ampla conferem conforto para o dia a dia, e em tecidos especiais como o caso do crepe, proporcionam também sofisticação. Essa peça é ideal para diversas ocasiões: combine com o casaqueto de mesmo tecido e sandália para um evento especial, ou com camiseta e tênis para o dia a dia de forma moderna, sem perder a elegância conferida pela calça.",https://damyller.vteximg.com.br/arquivos/ids/667296-980-1470/Calca-Pantalona-Lisa-Cintura-Super-Alta-Frente--.jpg?v=637804407686930000,https://www.damyller.com.br/calca-pantalona-lisa-cintura-super-alta-1n0u583/p,11-04-2022
Calça Jeans Boot Cut Ecodamyller,449,Feminino,Boot Cut,Algodão 98% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça feminina new boot cut G4C2 faz parte da linha ECODAMYLLER pois é confeccionada em jeans de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/665610-980-1470/Calca-Jeans-Boot-Cut-Ecodamyller-Frente--.jpg?v=637795718160400000,https://www.damyller.com.br/calca-jeans-boot-cut-ecodamyller-1n0rh55/p,11-04-2022
Calça Pantalona Tecido Plano G5 C1,379,Feminino,Pantalona,"Algodão 64%, Linho 11%, Viscose 25%",Tecido Plano,A calça feminina pantalona é confeccionada em tecido plano de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/660939-980-1470/Calca-Pantalona-Tecido-Plano-G5-C1-Frente--.jpg?v=637768349300300000,https://www.damyller.com.br/calca-pantalona-tecido-plano-g5-c1-1n0ll00/p,11-04-2022
Calça Jeans Pantalona Cintura Alta C2,379,Feminino,Pantalona,"Algodão 66%, Liocel 34%",Jeans,A calça feminina pantalona de cintura super alta (G5) é confeccionada em jeans leve de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/653037-980-1470/Calca-Jeans-Pantalona-Cintura-Alta-C2-Detalhe--.jpg?v=637735499645400000,https://www.damyller.com.br/calca-jeans-pantalona-cintura-alta-c2-1n0rg85/p,11-04-2022
Calça Jeans Azul Escuro Reta C2 Feminina,279,Feminino,Reta,Algodão 73% Poliéster 25% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça reta é confeccionada em jeans de algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/636987-980-1470/Calca-Jeans-Azul-Escuro-Reta-C2-Feminina-Frente--.jpg?v=637678356227470000,https://www.damyller.com.br/calca-jeans-azul-escuro-reta-c2-feminina-1n0rf67/p,11-04-2022
Blusa Manga Curta Franzidos na Frente,149,Feminino,Blusas,"Viscose 95%, Elastano 5%",Malha,"A blusa feminina de mangas curtas é confeccionada em malha de viscose e elastano que possui toque macio proporcionando muito conforto durante o uso. De shape ajustado ao corpo, o destaque vai para o detalhe de pregas que formam um franzimento no centro da parte da frente, tirando o visual do básico. O decote em V valoriza a região do colo alongando visualmente o tronco. Aposte com seu jeans preferido de cintura alta e finalize com sandálias de salto, rasteiras, ou tênis para produções casuais de forma prática e sem erro.",https://damyller.vteximg.com.br/arquivos/ids/654663-980-1470/Blusa-Manga-Curta-Franzidos-na-Frente-Frente--.jpg?v=637738681984000000,https://www.damyller.com.br/blusa-manga-curta-franzidos-na-frente-1v0my49/p,11-04-2022
Blusa Lisa Básica de Gola Alta Feminina,99,Feminino,,"Algodão 97%, Elastano 3%",Malha,"A blusa feminina de mangas curtas é confeccionada em malha extremamente macia de composição algodão e elastano, que além de contar com fios de algodão selecionados, teve em sua matéria-prima uma tecnologia que proporciona resistência à formação de pilling, promovendo uma ótima qualidade e durabilidade para esse produto de toque aconchegante. Básica, a peça tem a gola um pouco mais alta e shape ajustado ao corpo, podendo ser usada por baixo de vestidos e macacões, ou ainda blusas de alça fina em truques de styling modernos e descolados. Combine também com jeans de cintura alta e modelagens amplas, como o caso da wide leg e slouchy, para um visual equilibrado na medida certa.",https://damyller.vteximg.com.br/arquivos/ids/639608-980-1470/Blusa-Lisa-Basica-de-Gola-Alta-Feminina-Frente--.jpg?v=637689662402370000,https://www.damyller.com.br/blusa-lisa-basica-de-gola-alta-feminina-1v0v171/p,11-04-2022
Calça Jeans Wide Leg Cintura Super Alta,349,Feminino,Calças,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça jeans wide leg é confeccionada com matéria-prima 100% algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/619124-980-1470/Calca-Jeans-Wide-Leg-Cintura-Super-Alta-Frente--.jpg?v=637592736171000000,https://www.damyller.com.br/calca-jeans-wide-leg-cintura-super-alta-1n0re72/p,11-04-2022
Blusa Canelada Sem Mangas com Gola,129,,Blusas,"Viscose 92%, Elastano 8%",Malha,"A blusa sem manga é confeccionada malha canelada leve com bom caimento, , com ótima elasticidade, maleável e muito conforto. Por ser básica, a peça descomplica as produções do dia a dia com muito estilo. Aposte com uma bermuda para um visual prático e",https://damyller.vteximg.com.br/arquivos/ids/623456-980-1470/Blusa-Canelada-Sem-Mangas-com-Gola-Frente--.jpg?v=637616740376600000,https://www.damyller.com.br/blusa-canelada-sem-mangas-com-gola-0v0le26/p,11-04-2022
Calça Jeans Boot Cut de Cintura Alta,249,Feminino,Boot Cut,Algodão 80% Poliéster 18% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,O,https://damyller.vteximg.com.br/arquivos/ids/584540-980-1470/Calca-Jeans-Boot-Cut-de-Cintura-Alta-Frente--.jpg?v=637405161386570000,https://www.damyller.com.br/calca-jeans-boot-cut-de-cintura-alta-9n0r673/p,11-04-2022
Blusa de Malha Canelada Feminina,149,Feminino,Blusas,"Viscose 92%, Elastano 8%",Malha,A blusa de malha canelada une conforto e estilo em uma única peça. A bainha arredondada e delicada presente na peça é uma super,https://damyller.vteximg.com.br/arquivos/ids/567182-980-1470/Blusa-de-Malha-Canelada-Feminina-Frente--.jpg?v=637336276968600000,https://www.damyller.com.br/blusa-de-malha-canelada-feminina-9v0f437/p,11-04-2022
Calça Jeans Escuro com Cintura Alta,259,Feminino,Jegging,"Algodão 75%, Poliéster 23%, Elastano 2%",Jeans,A calça jegging faz parte da linha,https://damyller.vteximg.com.br/arquivos/ids/645613-980-1470/Calca-Jeans-Escuro-com-Cintura-Alta-Frente--.jpg?v=637713673773530000,https://www.damyller.com.br/calca-jeans-escuro-com-cintura-alta-8n0q250/p,11-04-2022
Blusa Manga Curta Textura de Poás,179,Feminino,,Poliéster 100%,Malha,"A blusa feminina de mangas curtas é confeccionada em malha jacquard de poliéster com textura de pois, de toque macio, que amassa menos e seca com facilidade. Além desse diferencial da malha que já tira a peça do básico, as mangas possuem franzimento delicado que confere um ar feminino e delicado para as produções com essa ela. Aposte com seus jeans preferidos e finalize com botas ou sandálias de acordo com a temporada.",https://damyller.vteximg.com.br/arquivos/ids/672420-980-1470/BLUSA-FEMININA-Frente--.jpg?v=637837551263230000,https://www.damyller.com.br/blusa-manga-curta-textura-de-poas-1v0u639/p,11-04-2022
Jardineira Jeans Feminina C1,599,Unissex,Jardineira,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A jardineira feminina C1 é confeccionada em jeans 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/670805-980-1470/Jardineira-Jeans-Feminina-C1-Frente--.jpg?v=637820092245670000,https://www.damyller.com.br/jardineira-jeans-feminina-c1-1n0ri07/p,11-04-2022
Moletom Cropped com Bordado Minimalista,249,Feminino,Moletom,"Algodão 50%, Poliéster 50%",Malha,O moletom feminino cropped é confeccionado em malha moletom de composição algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/670343-980-1470/MOLETOM-FEMININO-CROPPED-Frente--.jpg?v=637814868829200000,https://www.damyller.com.br/moletom-cropped-com-bordado-minimalista-1i0v202/p,11-04-2022
Calça Jeans Clochard Cinto Bordado,449,Feminino,Clochard,Algodão 65% Poliéster 23% Viscose 10% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça feminina clochard G5C1 é confeccionada em jeans de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/669016-980-1470/CALCA-FEMININA-CLOCHARD-G5C1-Frente--.jpg?v=637808846213130000,https://www.damyller.com.br/calca-jeans-clochard-cinto-bordado-1n0ri01/p,11-04-2022
Blusa Manga Longa com Pregas na Frente,249,Feminino,Blusas,"Poliéster 96%, Elastano 4%",Malha,"A blusa feminina de mangas ¾ é confeccionada em malha de poliéster e elastano de aspecto mesclado e creponado, de toque macio e caimento encorpado, proporcionando um aspecto elegante com muito conforto. Seu diferencial são as pregas localizadas na frente que conferem um efeito interessante e que não marca a silhueta já que a peça possui visual ajustado ao corpo, e o decote V alonga visualmente o colo. Combine com seu jeans preferido e botas nos dias frios.",https://damyller.vteximg.com.br/arquivos/ids/667819-980-1470/BLUSA-FEMININA-Frente--.jpg?v=637805590022230000,https://www.damyller.com.br/blusa-manga-longa-com-pregas-na-frente-1i0my45/p,11-04-2022
Calça Jeans Escuro Reta com Recortes G4,459,Feminino,Reta,"Algodão 65%, Poliéster 23%, Viscose 10%, Elastano 2%",Jeans,A calça feminina reta G4C2 é confeccionada em jeans de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/668406-980-1470/CALCA-FEMININA-RETA-G4C2-Frente--.jpg?v=637807894896400000,https://www.damyller.com.br/calca-jeans-escuro-reta-com-recortes-g4-1n0rh94/p,11-04-2022
Calça de Alfaiataria em Viscose G5 C1,349,Feminino,Calças,Viscose 100%,Tecido Plano,"A calça feminina de alfaiataria G5C1 é confeccionada em tecido plano de viscose, de ótimo caimento, toque macio e que proporciona frescor e conforto. De modelagem solta ela confere movimento e sofisticação para o visual, que fica alinhado combinado com blusas e camisas. Ideal para o dia a dia ou ocasiões especiais.",https://damyller.vteximg.com.br/arquivos/ids/670792-980-1470/Calca-de-Alfaiataria-em-Viscose-G5-C1-Frente--.jpg?v=637820082202000000,https://www.damyller.com.br/calca-de-alfaiataria-em-viscose-g5-c11n0ll52/p,11-04-2022
Blusa Básica de Tweet Feminina,229,Feminino,Blusas,"Algodão 41%, Poliéster 59%",Malha,"A blusa feminina de mangas longas é confeccionada em malha flamê com aspecto de tweed, de composição poliéster e algodão BCI (A certificação BCI A",https://damyller.vteximg.com.br/arquivos/ids/666906-980-1470/BLUSA-FEMININA-Frente--.jpg?v=637802164055300000,https://www.damyller.com.br/blusa-basica-de-tweet-feminina-1i0my74/p,11-04-2022
Blazer Jeans Azul Escuro Feminino,399,Feminino,Casaco,Algodão 100%. Forro Superior Das Costas: Algodão 100%,Jeans,O blazer feminino de mangas longas é confeccionado em jeans leve 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/666881-980-1470/BLAZER-FEMININO-Frente--.jpg?v=637802162232070000,https://www.damyller.com.br/blazer-jeans-azul-escuro-feminino-1i0my68/p,11-04-2022
Moletom de Tweed com Zíper Feminino,289,Feminino,Moletom,"Algodão 41%, Poliéster 59%",Malha,"O moletom feminino é confeccionado em malha flamê com aspecto de tweed, de composição poliéster e algodão BCI (A certificação BCI A",https://damyller.vteximg.com.br/arquivos/ids/666936-980-1470/MOLETOM-FEMININO-Frente--.jpg?v=637802284880970000,https://www.damyller.com.br/moletom-de-tweed-com-ziper-feminino-1i0mz19/p,11-04-2022
Calça de Sarja Boot Cut G4 C2,349,Feminino,Boot Cut,Algodão 58% Poliéster 40% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça feminina boot cut G4C2 é confeccionada em sarja de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/667262-980-1470/CALCA-FEMININA-BOOT-CUT-G4C2-Frente--.jpg?v=637804396247170000,https://www.damyller.com.br/calca-de-sarja-boot-cut-g4-c2-1n0rh84/p,11-04-2022
Calça Jeans Reta Estampa de Gravataria,379,Feminino,Reta,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça feminina reta G5C1 é confeccionada em jeans 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/666672-980-1470/CALCA-FEMININA-RETA-G5C1-Frente--.jpg?v=637801993609930000,https://www.damyller.com.br/calca-jeans-reta-estampa-de-gravataria-1n0my66/p,11-04-2022
Blusa de Jacquard com Pregas Feminina,249,Feminino,Blusas,"Poliéster 98%, Elastano 2%",Malha,"A blusa feminina de mangas longas é confeccionada malha jacquard de poliéster e elastano, com toque macio e confortável e que proporciona um visual diferenciado nos looks. Sua modelagem mais soltinha com detalhes de pences na barra confere um visual diferenciado, ideal para combinar com seus jeans preferidos de cintura alta.",https://damyller.vteximg.com.br/arquivos/ids/670620-980-1470/Blusa-de-Jacquard-com-Pregas-Feminina-Frente--.jpg?v=637819957239000000,https://www.damyller.com.br/blusa-de-jacquard-com-pregas-feminina-1i0ll46/p,11-04-2022
Blusa de Viscose com Botões Cropped,229,Feminino,,Viscose 100%,Tecido Plano,"A blusa feminina cropped de ½ mangas é confeccionada em tecido plano 100% viscose, de toque macio, ótimo caimento e que proporciona frescor para os looks. O decote em V alonga o tronco, e as mangas soltinhas trazem leveza ao visual. Combine com seu jeans preferido e sandálias para um look arrumado e casual de dia a dia.",https://damyller.vteximg.com.br/arquivos/ids/670871-980-1470/Blusa-de-Viscose-com-Botoes-Cropped-Frente--.jpg?v=637820106903970000,https://www.damyller.com.br/blusa-de-viscose-com-botoes-cropped-1v0ll58/p,11-04-2022
Macacão Jeans Longo Ecodamyller,599,Feminino,,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,O macacão feminino de comprimento C1 faz parte da linha ECODAMYLLER pois é confeccionado em jeans leve de composição 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/665114-980-1470/Macacao-Jeans-Longo-Ecodamyller-Frente--.jpg?v=637789946044670000,https://www.damyller.com.br/macacao-jeans-longo-ecodamyller-1n0rh49/p,11-04-2022
Vestido Midi com Fenda Estampa de Poá,449,Feminino,Midi,Viscose 100%,Tecido Plano,"O vestido midi de ½ mangas é confeccionado em tecido plano de viscose, de ótimo caimento e que proporciona toque macio e muito conforto. Clássica, a estampa de pois é uma opção atemporal ideal para os looks casuais de dia a dia e deixa as produções modernas com facilidade. O franzimento por elastek nas costas traz ainda melhor conforto e vestibilidade, e a fenda na saia confere movimento. O vestido é a peça única que descomplica os looks, e pode ser adaptado para todas as estações, mudando os complementos como calçados e sobreposições. Finalize com sandálias, botas, tênis, e aposte na jaqueta em jeans para arrematar de forma moderna e urbana.",https://damyller.vteximg.com.br/arquivos/ids/665434-980-1470/Vestido-Midi-com-Fenda-Estampa-de-Poa-Frente--.jpg?v=637795393258070000,https://www.damyller.com.br/vestido-midi-com-fenda-estampa-de-poa-1v0ll09/p,11-04-2022
Calça Jeans de Alfaiataria com Pregas,329,Feminino,Cropped,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%.,Jeans,A calça feminina de alfaiataria é confeccionada em jeans leve 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/666730-980-1470/CALCA-FEMININA-ALFAIATARIA-G5-CROPPED-Frente--.jpg?v=637802004240070000,https://www.damyller.com.br/calca-jeans-de-alfaiataria-com-pregas-1n0my87/p,11-04-2022
Blusa Jeans Escuro com Recorte Cropped,179,Feminino,,Algodão 100%,Jeans,A blusa feminina cropped é confeccionada em jeans leve 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/667073-980-1470/BLUSA-FEMININA-CROPPED-Detalhe-1--.jpg?v=637802296084800000,https://www.damyller.com.br/blusa-jeans-escuro-com-recorte-cropped-1v0mz20/p,11-04-2022
Blusa Manga Longa Básica Cropped,129,Feminino,,"Algodão 96%, Elastano 4%",Malha,"A blusa feminina cropped de mangas longas é confeccionada em malha de algodão e elastano, que se ajusta ao corpo com muito conforto. Básica, ela é ideal para compor looks com jeans de shapes amplos equilibrando a silhueta e para compor também com sobreposições.",https://damyller.vteximg.com.br/arquivos/ids/671252-980-1470/BLUSA-FEMININA-CROPPED-Frente--.jpg?v=637822660636230000,https://www.damyller.com.br/blusa-manga-longa-basica-cropped-1v0v197/p,11-04-2022
Calça Jeans Reta Cintura Baixa C2,329,Feminino,Reta,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça feminina reta G2C2 é confeccionada em jeans 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/663313-980-1470/CALCA-FEMININA-RETA-G2C2-Frente--.jpg?v=637786454743900000,https://www.damyller.com.br/calca-jeans-reta-cintura-baixa-c2-1a00081/p,11-04-2022
Calça Jeans Boot Cut Bordado no Bolso,389,Feminino,Boot Cut,Algodão 65% Poliéster 23% Viscose 10% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça feminina boot cut G4C2 é confeccionada em jeans de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/667011-980-1470/CALCA-FEMININA-BOOT-CUT-G4C2-Frente--.jpg?v=637802290811200000,https://www.damyller.com.br/calca-jeans-boot-cut-bordado-no-bolso1n0rh98/p,11-04-2022
Blusa Canelada Cropped com Franzido,179,Feminino,,"Viscose 92%, Elastano 8%",Malha,"A blusa feminina cropped de mangas longas é confeccionada em malha de viscose e elastano, de estrutura canelada, de toque macio e suave e que proporciona muito conforto. Sua modelagem possui gola alta e regulagem por cordões do mesmo tecido no centro da frente que tira a peça do básico tradicional. S cordões podem ser mais ou menos ajustados, deixando a peça mais encurtada, ideal para combinar com seus jeans preferidos de cintura alta, deixando a quantidade ideal de pele à mostra em um visual elegante.",https://damyller.vteximg.com.br/arquivos/ids/666297-980-1470/Blusa-Canelada-Cropped-com-Franzido-Frente--.jpg?v=637800497836000000,https://www.damyller.com.br/blusa-canelada-cropped-com-franzido-1v0v206/p,11-04-2022
Blusa com Punho de Elástico Amarelo,249,Feminino,Blusas,Algodão 100%,Tecido Plano,"A blusa feminina de mangas curtas é confeccionada em tecido plano de algodão com aspecto de gaze, leve, fluido, de ótimo caimento e que proporciona muito frescor. Seu decote V valoriza o colo e traz o detalhe de amarração dando um destaque extra para o visual, e o detalhe de franzidos nas barras das mangas tira a peça do básico tradicional. Aposte com seu jeans preferido e finalize com sandálias ou flats de acordo com a ocasião.",https://damyller.vteximg.com.br/arquivos/ids/658187-980-1470/Blusa-com-Punho-de-Elastico-Laranja-Frente--.jpg?v=637763334015300000,https://www.damyller.com.br/blusa-com-punho-de-elastico-amarelo-1v0ll28/p,11-04-2022
Blusa Alças Largas Canelada Cropped,149,Feminino,,"Viscose 92%, Elastano 8%",Malha,"A blusa feminina cropped é confeccionada em malha de viscose e elastano, de estrutura canelada, de toque macio e suave e que proporciona muito conforto. Básica, ela possui alças mais largas que acomodam perfeitamente as alças do sutiã para quem não dispensa seu uso, e nessa modelagem ajustada, é ideal para combinar com camisas somo sobreposição. Aposte com seu jeans preferido de cintura alta, calças, shorts ou saias, e finalize com flats para muito conforto no dia a dia.",https://damyller.vteximg.com.br/arquivos/ids/667977-980-1470/Blusa-Alcas-Largas-Canelada-Cropped-Frente--.jpg?v=637806023403500000,https://www.damyller.com.br/blusa-alcas-largas-canelada-cropped-1v0v179/p,11-04-2022
Calça Jeans Mom com Cinto de Ilhós,449,Feminino,,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça feminina mom de cintura super alta (G5) e comprimento C1 é confeccionada em jeans 100% algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/674056-980-1470/Calca-Jeans-Mom-com-Cinto-de-Ilhos-Frente--.jpg?v=637844292348870000,https://www.damyller.com.br/calca-jeans-mom-com-cinto-de-ilhos-1n0rh65/p,11-04-2022
Vestido Midi com Estampa Animal Print,489,Feminino,Midi,Viscose 100%,Tecido Plano,"O vestido midi de mangas 7/8 é confeccionado em tecido plano de viscose, de toque macio e ótimo caimento e que proporciona muito frescor. A estampa animal print em tons neutros de preto e bege é atemporal, e a modelagem ampla com mangas volumosas, e ajuste na cintura confere um ar romântico para os looks. Ideal para todas as estações, vale combinar o vestido com rasteirinhas nos dias quentes, sandálias de salto para eventos especiais, botas nos dias frios, ou ainda, tênis e jaqueta jeans para os dias de lazer.",https://damyller.vteximg.com.br/arquivos/ids/667998-980-1470/1V0MY86_000045_F.jpg?v=637806047936700000,https://www.damyller.com.br/vestido-midi-com-estampa-animal-print-1v0my86/p,11-04-2022
Saia Jeans Midi Listrada,299,Feminino,Midi,"Algodão 33%, Viscose 67%",Jeans,A saia midi é confeccionada em jeans leve de viscose e algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/663762-980-1470/SAIA-MIDI-Frente--.jpg?v=637787338775570000,https://www.damyller.com.br/saia-jeans-midi-listrada-1v0ll26/p,11-04-2022
Calça Jeans Escuro Wide Leg Cargo,489,Feminino,,Algodão 82% Poliéster 16% Elastano 2%. Forro De Bolso:Algodão 67% Poliéster 33%,Jeans,A calça feminina wide leg faz parte da linha MOVE DENIM pois é confeccionada em denim malha de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/664206-980-1470/CALCA-FEMININA-WIDE-LEG-G3C2-Frente--.jpg?v=637787584189970000,https://www.damyller.com.br/calca-jeans-escuro-wide-leg-cargo-1n0ri53/p,11-04-2022
Blusa Manga Curta de Sarja com Nervuras,249,Feminino,Blusas,Liocel 100%,Sarja,"A blusa feminina de mangas curtas é confeccionada em sarja 100% liocel, leve e de ótimo caimento, e que proporciona muito frescor durante o uso. A gola mais altinha e as nervuras na região do decote conferem um ar romântico e mais arrumado. Combine com calças de alfaiataria para um office look alinhado ou com seu jeans preferido para um visual casual de dia a dia.",https://damyller.vteximg.com.br/arquivos/ids/659085-980-1470/Blusa-Manga-Curta-de-Sarja-com-Nervuras-Frente--.jpg?v=637764040660330000,https://www.damyller.com.br/blusa-manga-curta-de-sarja-com-nervuras-1v0rh16/p,11-04-2022
Blusa Jeans Cropped Franzida com Estampa,199,Feminino,,"Algodão 66%, Liocel 34%",Jeans,A blusa feminina cropped é confeccionada em jeans leve de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/662329-980-1470/Blusa-Jeans-Cropped-Franzida-com-Estampa-Frente--.jpg?v=637769448367670000,https://www.damyller.com.br/blusa-jeans-cropped-franzida-com-estampa-1v0mx51/p,11-04-2022
Calça Jeans Escuro Slim com Pregas,399,Feminino,Cropped,Algodão 65% Poliester 23% Viscose 10% Elastano 2%. Forro De Bolso= Algodão 67% Poliéster 33%,Jeans,A calça feminina slim cropped é confeccionada em jeans de algodão BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/663527-980-1470/CALCA-FEMININA-SLIM-G5-CROPPED-Frente--.jpg?v=637786598841330000,https://www.damyller.com.br/calca-jeans-escuro-slim-com-pregas-1n0u589/p,11-04-2022
