name,price,gender,category,composition,leather,description,img_url,url,scrapped-at
Short de Alfaiataria Médio em Viscose,289,Feminino,Médio,Viscose 100%,,"O short de comprimento médio e cintura altíssima é confeccionado em tecido plano com excelente caimento e toque macio, de composição 100% viscose. A textura suave proporcionada pela construção de aspecto maquinetado deixa o visual dessa peça de alfaiataria ainda mais sofisticado e especial. A faixa de mesmo tecido sobre o cós com fivela em aspecto de madeira traz atenção para essa região evidenciando a silhueta. Combine com camisas, blusas e camisetas.",https://damyller.vteximg.com.br/arquivos/ids/634463-980-1470/Short-de-Alfaiataria-Medio-em-Viscose-Frente--.jpg?v=637668734300870000,https://www.damyller.com.br/short-de-alfaiataria-medio-em-viscose-1v0li44/p,11-04-2022
Blusa Transpassada com Textura de Laise,249,Feminino,,"Poliamida 86%, Elastano 14%",Malha,"A blusa de mangas curtas é confeccionada em laise de malha de composição poliamida e elastano que confere um visual ainda mais romântico e delicado para o visual. Com design de transpasse, a peça permite uma grande variedade de formas de uso além de alongar visualmente o tronco por causa do decote em V. Aposte com um jeans de cintura alta para um look moderno sem erro, e invista em acessórios para complementar.",https://damyller.vteximg.com.br/arquivos/ids/633408-980-1470/Blusa-Transpassada-com-Textura-de-Laise-Frente--.jpg?v=637655944797870000,https://www.damyller.com.br/blusa-transpassada-com-textura-de-laise-1v0u432/p,11-04-2022
Bermuda Slouchy Cintura Alta C18 Rosa,249,Feminino,,Algodão 98% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Sarja,"A bermuda feminina slouchy é confeccionada em sarja de algodão e elastano que proporciona muito conforto e maciez durante o uso. Inspirada na alfaiataria, a bermuda tem cintura super altíssima (G6), com pregas logo abaixo do cós, e pernas amplas, e aqui o detalhe desfiado na barra adiciona uma atitude moderna para essa peça. Aposte com croppeds ou blusas onde a barra fique pode dentro do cós se o objetivo for valorizar a silhueta.",https://damyller.vteximg.com.br/arquivos/ids/636120-980-1470/Bermuda-Slouchy-Cintura-Alta-C18-Rosa-Frente--.jpg?v=637673167363500000,https://www.damyller.com.br/bermuda-slouchy-cintura-alta-c18-rosa-1v0u429/p,11-04-2022
Short Jeans Claro Micro Cintura Alta,299,Feminino,Curto,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,O short é confeccionado em jeans de algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/633343-980-1470/Short-Jeans-Claro-Micro-Cintura-Alta-Detalhe-1--.jpg?v=637655940129870000,https://www.damyller.com.br/short-jeans-claro-micro-cintura-alta-1v0rc37/p,11-04-2022
Blusa de Alça com Textura de Poá Cropped,199,Feminino,,Algodão 100%,Tecido Plano,"A blusa feminina cropped sem mangas é confeccionada em tecido 100% algodão com pois bordados, leve, fresco e macio. Seu shape ajustado ao corpo é confortável e permite boa mobilidade já que na parte das costas possui franzimento por elastek. As alças de amarrar são delicadas e femininas, e acomodam perfeitamente as alças do sutiã para quem não dispensa seu uso, mesmo não sendo necessário. Aposte com uma wide leg de cintura bem alta para um visual moderno e descolado.",https://damyller.vteximg.com.br/arquivos/ids/641182-980-1470/Blusa-de-Alca-com-Textura-de-Poa-Cropped-Frente--.jpg?v=637698207787670000,https://www.damyller.com.br/blusa-de-alca-com-textura-de-poa-cropped-1v0mv34/p,11-04-2022
Camisa de Liocel Meia Manga Feminina,329,Feminino,Camisa,Liocel 100%,Sarja,"A camisa feminina de meia manga é confeccionada em sarja leve de composição 100% liocel, que além de proporcionar uma excelente transpiração, traz conforto, maciez e ótimo caimento para peça. O túnel da barra por onde passa cordão de mesmo tecido para amarração pode ser mais ou menos ajustado, valorizando a região da cintura. As mangas com aletas para regulagem de altura, e os bolsos frontais tem estilo utilitário e deixam essa peça com um ar moderno. Combine com a pantalona de mesmo tecido, ou aberta por cima de blusa cropped e short jeans para um visual leve de verão.",https://damyller.vteximg.com.br/arquivos/ids/630443-980-1470/Camisa-de-Liocel-Meia-Manga-Feminina-Frente--.jpg?v=637639706687900000,https://www.damyller.com.br/camisa-de-liocel-meia-manga-feminina-1v0mv30/p,11-04-2022
Bermuda Jeans Clochard Cintura Alta C18,329,Feminino,Clochard,Algodão 66% Poliéster 21% Viscose 11% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A bermuda é confeccionada em jeans de algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/630403-980-1470/Bermuda-Jeans-Clochard-Cintura-Alta-C18-Frente--.jpg?v=637638926189600000,https://www.damyller.com.br/bermuda-jeans-clochard-cintura-alta-c18-1v0re84/p,11-04-2022
Blusa Cropped de Amarrar Flores e Caju,149,Feminino,,Poliéster 96% Elastano 4%. Forro: Poliéster 82% Elastano 18%,Malha,"A blusa cropped de alças largas é confeccionada em malha de poliéster e elastano que se ajusta ao corpo com toque aveludado e confortável. De modelagem que lembra um bustier, a blusa estampada é ideal para combinar com jeans de cintura alta, e a amarração na parte das costas pode ser ajustada de acordo com a sua necessidade. A estampa floral com cajus é a cara do verão.",https://damyller.vteximg.com.br/arquivos/ids/632965-980-1470/Blusa-Cropped-de-Amarrar-Flores-e-Caju-Detalhe--.jpg?v=637655908215900000,https://www.damyller.com.br/blusa-cropped-de-amarrar-flores-e-caju-1v0li16/p,11-04-2022
Vestido Midi com Faixas Transpassadas,379,Feminino,Midi,Viscose 100%,Tecido Plano,"O vestido midi é confeccionado em tecido leve de viscose, fluido, que proporciona frescor e bom caimento. Com fendas laterais o vestido ganha ainda mais movimento, e o detalhe torcido na parte da frente chama a atenção para a região da cintura valorizando essa região e disfarçando as proporções. Aposte com sandálias, rasteirinhas ou tênis, e invista na jaqueta jeans para finalizar de forma moderna.",https://damyller.vteximg.com.br/arquivos/ids/633301-980-1470/Vestido-Midi-com-Faixas-Transpassadas-Frente--.jpg?v=637655937670430000,https://www.damyller.com.br/vestido-midi-com-faixas-transpassadas-1v0mv58/p,11-04-2022
Camisa Lisa com Bolsos Feminina,299,Feminino,Camisa,"Viscose 97%, Elastano 3%",Tecido Plano,"A camisa feminina de manga longa é confeccionada em tecido plano de viscose com elastano, de textura flamê, leve, fluido e com bom caimento. Um básico especial para trazer formalidade para as produções casuais com jeans. Combine com o seu preferido ou com alfaiataria para um visual alinhado, e finalize com jeans para um visual cool.",https://damyller.vteximg.com.br/arquivos/ids/630354-980-1470/Camisa-Lisa-com-Bolsos-Feminina-Costas--.jpg?v=637637988083900000,https://www.damyller.com.br/camisa-lisa-com-bolsos-feminina-1i0mv11/p,11-04-2022
Blusa Mangas 3/4 com Textura de Laise,229,Feminino,,"Poliamida 86%, Elastano 14%",Malha,"A blusa feminina de mangas ¾ é confeccionada em laise de malha de composição poliamida e elastano, que confere um visual ainda mais delicado e romântico para o visual. O decote quadrado valoriza o colo e as mangas volumosas são tendência da estação. Aposte com uma slouchy para um visual moderno.",https://damyller.vteximg.com.br/arquivos/ids/633706-980-1470/Blusa-Mangas-3-4-com-Textura-de-Laise-Frente--.jpg?v=637659223904870000,https://www.damyller.com.br/blusa-mangas-3-4-com-textura-de-laise-1v0u431/p,11-04-2022
Blusa Manga Curta com Franzido no Busto,179,Feminino,Blusas,"Viscose 96%, Elastano 4%",Malha,"A blusa feminina justa é confeccionada em malha leve de viscose e elastano, fluida, de toque macio e extremamente confortável durante o uso. A tendência dos bojos destacados é o diferencial dessa blusa de mangas curtas que também possui decote quadrado valorizando o colo. Equilíbrio ideal entre romântico e sensual. Combine com um jeans slouchy para um visual moderno.",https://damyller.vteximg.com.br/arquivos/ids/633206-980-1470/Blusa-Manga-Curta-com-Franzido-no-Busto-Frente--.jpg?v=637655929505830000,https://www.damyller.com.br/blusa-manga-curta-com-franzido-no-busto-1v0mv53/p,11-04-2022
Blusa Manga Curta com Textura de Poá,249,Feminino,,Algodão 100%,Tecido Plano,"A blusa feminina cropped é confeccionada em tecido 100% algodão com pois bordados, leve, fresco e macio. O destaque da peça vai para as mangas curtas volumosas que trazem um ar delicado para os looks, e também para o detalhe transpassado na barra da frente. A blusa tem zíper lateral para melhorar a vestibilidade e garantir o visual certinho ao corpo. Abuse com seus jeans de cintura alta favorito.",https://damyller.vteximg.com.br/arquivos/ids/639745-980-1470/Blusa-Manga-Curta-com-Textura-de-Poa-Frente--.jpg?v=637691247172270000,https://www.damyller.com.br/blusa-manga-curta-com-textura-de-poa-1v0mv37/p,11-04-2022
Vestido Médio com Transpasse Floral Azul,399,Feminino,Midi,Parte Superior: Algodao 97% Elastano 3%. Saia: Viscose 100%,Tecido Plano,"O vestido médio ombro a ombro é confeccionado em dois tecidos que conferem a ele um visual único e diferenciado. A parte franzida por elastek tem toque de camisaria, com composição algodão e elastano, que se adapta confortavelmente ao corpo, e na parte de baixo, um tecido 100% viscose que traz leveza e movimento. A estampa floral de estilo retrô é ideal para as combinações com o jeans, conferindo delicadeza e atemporalidade. Para quebrar o estilo romântico, aposta na combinação com jaqueta jeans e finalize com coturno.",https://damyller.vteximg.com.br/arquivos/ids/628488-980-1470/Vestido-Medio-com-Transpasse-Floral-Azul-Frente--.jpg?v=637633479883100000,https://www.damyller.com.br/vestido-medio-com-transpasse-floral-azul-1v0u398/p,11-04-2022
Blusa Transpassada Estampa Geométrica,199,Feminino,Blusas,"Poliéster 95%, Elastano 5%",Malha,"A blusa de mangas curtas é confeccionada em malha canelada com brilho sutil, de composição poliéster e elastano, e que se ajusta ao corpo com conforto e maciez. Com design de transpasse, a peça permite uma grande variedade de formas de uso além de alongar visualmente o tronco por causa do decote em V. A estampa geométrica traz uma sofisticação para as produções. Aposte com uma peça de alfaiataria jeans para um look alinhado.",https://damyller.vteximg.com.br/arquivos/ids/635035-980-1470/Blusa-Transpassada-Estampa-Geometrica-Frente--.jpg?v=637668779207100000,https://www.damyller.com.br/blusa-transpassada-estampa-geometrica-1v0u475/p,11-04-2022
Blusa Solta com Estampa Floral Verde,279,Feminino,Blusas,Viscose 100%,Tecido Plano,"A blusa feminina de mangas curtas é confeccionada em tecido fluido, e de bom caimento, de composição 100% viscose. O shape solto e as mangas volumosas conferem ainda mais frescor para essa peça romântica e delicada. A estampa floral aquarelada de fundo verde proporciona leveza para os looks da temporada. Combine com seu jeans preferido para diversas ocasições.",https://damyller.vteximg.com.br/arquivos/ids/633089-980-1470/Blusa-Solta-com-Estampa-Floral-Verde-Frente--.jpg?v=637655917316600000,https://www.damyller.com.br/blusa-solta-com-estampa-floral-verde-1v0mv41/p,11-04-2022
Calça Jeans Médio Clochard Cintura Alta,349,Feminino,Clochard,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça clochard cropped é confeccionada em jeans 100% algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/631670-980-1470/Calca-Jeans-Azul-Medio-Clochard-Cropped-Frente--.jpg?v=637648127793300000,https://www.damyller.com.br/calca-jeans-medio-clochard-cintura-alta-1n0rf76/p,11-04-2022
Calça Jeans Skinny Pala Arredondada,349,Feminino,Skinny,Algodão 91% Elastomultiéster 6% Elastano 3%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça skinny faz parte da linha MOVE DENIM pois é confeccionada em jeans algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/636840-980-1470/Calca-Jeans-Skinny-Pala-Arredondada-Frente--.jpg?v=637678284365870000,https://www.damyller.com.br/calca-jeans-skinny-pala-arredondada-1n0mv72/p,11-04-2022
Blusa de Alça com Estampa Floral Verde,179,Feminino,,Viscose 100%,Tecido Plano,"A blusa feminina de alças finas é confeccionada em tecido plano de viscose, leve e que proporciona frescor e bom caimento para a peça. Além da estampa foral aquarelado que deixa essa peça alegre e romântica, o destaque dessa blusa vai para as laterais que possuem túnel com cordão de mesmo tecido para amarração, podendo ficar mais ou menos franzido e curto, conforte a regulagem dos cordões. Aposte com seu jeans preferido e calçado confortável.",https://damyller.vteximg.com.br/arquivos/ids/633039-980-1470/Blusa-de-Alca-com-Estampa-Floral-Verde-Frente--.jpg?v=637655913652070000,https://www.damyller.com.br/blusa-de-alca-com-estampa-floral-verde-1v0mv38/p,11-04-2022
Calça Paperbag Cropped Amarela,349,Feminino,Slouchy,Algodão 98% Elastano 2%. Forro De Bolso: Algodão 67% Poliéster 33%,Sarja,A calça paperbag é confeccionada em sarja de algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/627957-980-1470/Calca-Paperbag-Cropped-Amarela-Frente--.jpg?v=637632778632530000,https://www.damyller.com.br/calca-paperbag-cropped-amarela-1n0mv23/p,11-04-2022
Short Jeans Cintura Alta com Marcações,279,Feminino,Mini,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,O short mini de cintura altíssima é confeccionado em jeans 100% algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/629887-980-1470/Short-Jeans-Cintura-Alta-com-Marcacoes-Detalhe--.jpg?v=637635474391300000,https://www.damyller.com.br/short-jeans-cintura-alta-com-marcacoes-1v0re90/p,11-04-2022
Blusa Ombro a Ombro Justa Flores e Caju,179,Feminino,,"Poliéster 96%, Elastano 4%",Malha,"A blusa feminina ombro a ombro de mangas curtas é confeccionada em crepe de malha de composição poliéster e elastano que possui uma leve textura, se ajustando ao corpo com conforto e toque aveludado. O decote valoriza o colo e traz sensualidade na medida. A estampa floral tem cores alegres e faz ótimas combinações com o jeans. Aposte com saias, shorts e calças para uma proposta a cara da estação.",https://damyller.vteximg.com.br/arquivos/ids/632984-980-1470/Blusa-Ombro-a-Ombro-Justa-Flores-e-Caju-Frente--.jpg?v=637655910047430000,https://www.damyller.com.br/blusa-ombro-a-ombro-justa-flores-e-caju-1v0li17/p,11-04-2022
Vestido Jeans Estampa Floral Colorida,399,Feminino,Médio,Parte Superior: Poliéster 100%. Saia: Viscose 77% Algodão 23%,Jeans,"O vestido médio é confeccionado em dois tecidos leves e de excelente caimento. A parte de cima que traz a estampa floral com mandalas em cores vivas e alegres é em crepe de poliéster, que amassa menos e seca com facilidade, e a parte da saia traz ainda mais conforto e maciez no jeans de viscose e algodão BCI (A certificação BCI A",https://damyller.vteximg.com.br/arquivos/ids/627849-980-1470/Vestido-Jeans-Estampa-Floral-Colorida-Frente--.jpg?v=637631226501070000,https://www.damyller.com.br/vestido-jeans-estampa-floral-colorida-1v0re78/p,11-04-2022
Blusa Meia Manga Estampa Floral Verde,229,Feminino,Blusas,Viscose 100%,Tecido Plano,"A blusa feminina de meias mangas é confeccionada em tecido leve, fluido, de composição 100% viscose. De shape solto, a peça tem devote em V que valoriza o colo, e a regulagem por cordão na barra por ser mais ou menos ajustado, criando até um visual cropped. O floral aquarelado atualiza de forma moderna essa estampa romântica inspirada na primavera. Aposte com seu jeans preferido, e um calçado confortável de acordo com a ocasião.",https://damyller.vteximg.com.br/arquivos/ids/633064-980-1470/Blusa-Meia-Manga-Estampa-Floral-Verde-Frente--.jpg?v=637655915679700000,https://www.damyller.com.br/blusa-meia-manga-estampa-floral-verde-1v0mv40/p,11-04-2022
Calça Pantalona em Liocel Cintura Alta,299,Feminino,Pantalona,Liocel 100%,Tecido Plano,"A calça feminina pantalona é confeccionada em sarja leve de composição 100% liocel que proporciona excelente maciez e movimento, além de fluidez para o visual. O cós de elástico define a cintura com conforto e mobilidade e os bolsos laterais são discretos e conferem estilo para o visual. A pantalona traz frescor e sofisticação durante toda a estação. Combine com camisetas, blusas e camisas para um visual sofisticado.",https://damyller.vteximg.com.br/arquivos/ids/627818-980-1470/CALCA-FEMININA-PANTALONA-G5C1-Frente--.jpg?v=637631186839300000,https://www.damyller.com.br/calca-pantalona-em-liocel-cintura-alta-1n0mv31/p,11-04-2022
Blusa Transpassada Estampa Floral Azul,279,Feminino,Blusas,Corpo:Algodao 97% Elastano 3%. Recorte Inferior:Viscose 100%,Tecido Plano,"A blusa ombro a ombro é confeccionada em dois tecidos que conferem a ela um visual único e diferenciado. A parte franzida por elastek tem toque de camisaria, com composição algodão e elastano, que se adapta confortavelmente ao corpo, e na parte de baixo, um tecido 100% viscose que traz leveza e movimento. A estampa floral de estilo retrô é ideal para as combinações com o jeans, conferindo delicadeza e atemporalidade.",https://damyller.vteximg.com.br/arquivos/ids/627795-980-1470/BLUSA-FEMININA-Frente--.jpg?v=637630074161000000,https://www.damyller.com.br/blusa-transpassada-estampa-floral-azul-1v0u401/p,11-04-2022
Blusa Cropped Canelada Franzida no Busto,149,Feminino,,"Poliéster 95%, Elastano 5%",Malha,"A blusa cropped de mangas curtas é confeccionada em malha canelada com brilho sutil, de composição poliéster e elastano, conferindo conforto e ótima elasticidade. O destaque da peça vai para o bojo destacado e o decote quadrado que valorizam o colo. Ideal para combinar com seu jeans de cintura alta preferido!",https://damyller.vteximg.com.br/arquivos/ids/633255-980-1470/Blusa-Cropped-Canelada-Franzida-no-Busto-Detalhe--.jpg?v=637655934643130000,https://www.damyller.com.br/blusa-cropped-canelada-franzida-no-busto-1v0mv54/p,11-04-2022
Calça Pantacourt de Linho Risca de Giz,399,Feminino,Pantacourt,"Algodão 48%, Linho 13%, Viscose 39%",Tecido Plano,"A calça pantacourt é confeccionada em tecido plano de linho, algodão e viscose na composição, proporcionando um visual rústico, porém elegante e sofisticado. As listras são atemporais e sempre tiram as peças do básico. O cós clochard valoriza a região da cintura quando combinado com blusas cropped ou outras usadas para dentro do cós. Aposte com blusas, camisetas e camisas, e combine também com o blazer do mesmo tecido para uma proposta de conjunto, tendência da estação.",https://damyller.vteximg.com.br/arquivos/ids/629168-980-1470/Calca-Pantacourt-de-Linho-Risca-de-Giz-Frente--.jpg?v=637635329995370000,https://www.damyller.com.br/calca-pantacourt-de-linho-risca-de-giz-1n0li13/p,11-04-2022
Blusa com Estampa Mulher e Flores Branca,139,Feminino,Blusas,Frente: Poliéster 100%. Costas E Mangas: Algodão 100%,Malha,"A camiseta feminina de mangas curtas é confeccionada com um mix de tecido plano e malha que traz um visual interessante para essa peça. Na frente, o crepe de poliéster amassa menos e seca com mais facilidade além de possuir uma certa transparência, e nas mangas e costas a malha 100% algodão confere toque macio e ótima transpiração. A estampa na parte da frente traz um ar feminino e romântico para os looks, e pode ser combinada com seu jeans preferido para um visual casual e prático.",https://damyller.vteximg.com.br/arquivos/ids/633332-980-1470/Blusa-com-Estampa-Mulher-e-Flores-Branca-Frente--.jpg?v=637655939084900000,https://www.damyller.com.br/blusa-com-estampa-mulher-e-flores-branca-1v0mx20/p,11-04-2022
Camisa Manga Curta com Textura,249,Feminino,Blusas,"Poliéster 40%, Viscose 60%",Tecido Plano,"A camisa feminina de meia manga sai do básico tradicional quando ganha tecido com textura especial, de composição viscose e poliéster que traze excelente caimento, amassa menos e seca com mais facilidade. A camisa é um item versátil no guarda-roupas pois permite diversas formas de uso, e diversas combinações. Aposte com jeans e o look é certeiro e cool no ato!",https://damyller.vteximg.com.br/arquivos/ids/629405-980-1470/Camisa-Manga-Curta-com-Textura-Frente--.jpg?v=637635369873300000,https://www.damyller.com.br/camisa-manga-curta-com-textura-1v0li11/p,11-04-2022
Vestido Midi com Recortes Ombro a Ombro,449,Feminino,Midi,"Linho 19%, Viscose 81%",Tecido Plano,"O vestido midi é confeccionado em tecido plano de viscose e linho, que possui excelente caimento, ótima transpiração, toque macio e visual rústico proporcionado pelo linho, que é elegante e sofisticado. Sua modelagem de camadas traz um ar romântico para o look, e o decote ombro a ombro com babado reforça esse mood que é tendência da estação. A faixa de mesmo tecido evidencia a região da cintura e pode ser substituída por cintos ou lenços para renovar as produções. Aposte com sandálias, tênis ou flats.",https://damyller.vteximg.com.br/arquivos/ids/631840-980-1470/Vestido-Midi-com-Recortes-Ombro-a-Ombro-Frente--.jpg?v=637648145412800000,https://www.damyller.com.br/vestido-midi-com-recortes-ombro-a-ombro-1v0lh96/p,11-04-2022
Calça Jeans Clochard Recortes Patches,429,Feminino,Clochard,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,A calça clochard é confeccionada em jeans 100% algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/627645-980-1470/Calca-Jeans-Clochard-Cropped-com-Cadarco-Frente--.jpg?v=637626754123600000,https://www.damyller.com.br/calca-jeans-clochard-recortes-patches-1n0re92/p,11-04-2022
Calça Carrot de Linho Risca de Giz,379,Feminino,Cropped,"Algodão 48%, Linho 13%, Viscose 39%",Tecido Plano,"A calça feminina é confeccionada em tecido plano de linho, algodão e viscose na composição, proporcionando um visual rústico, porém elegante e sofisticado. As listras são atemporais e sempre tiram as peças do básico. Além de todos esses atributos, a peça possui cordão trançado para amarração, que reforça a atmosfera navy da peça, e pode ser substituído por um lenço ou cinto para renovar a produção. Aposte com blusas, camisetas e camisas, e combine também com o blazer do mesmo tecido para uma proposta de conjunto, super tendência da estação.",https://damyller.vteximg.com.br/arquivos/ids/628940-980-1470/Calca-Carrot-de-Linho-Risca-de-Giz-Detalhe--.jpg?v=637635160267070000,https://www.damyller.com.br/calca-carrot-de-linho-risca-de-giz-1n0li47/p,11-04-2022
Short Jeans Mom com Recortes Vazados,269,Feminino,Mini,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,O short mom de comprimento mini é confeccionado em jeans de algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/632398-980-1470/Short-Mom-Jeans-Mini-Barra-Desfiada-Detalhe--.jpg?v=637650563605770000,https://www.damyller.com.br/short-jeans-mom-com-recortes-vazados-1v0rf55/p,11-04-2022
Vestido Jeans Escuro Midi Franzido,379,Feminino,Midi,"Algodão 33%, Viscose 67%",Jeans,O vestido midi é confeccionado em jeans de viscose e algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/628507-980-1470/Vestido-Jeans-Escuro-Midi-Franzido-Frente--.jpg?v=637633667315770000,https://www.damyller.com.br/vestido-jeans-escuro-midi-franzido-1v0rc50/p,11-04-2022
Camisa Manga Curta com Textura de Poá,279,Feminino,Camisa,Algodão 100%,Tecido Plano,"A camisa feminina de mangas curtas é confeccionada em tecido plano de algodão com textura de poás bordados que tira essa peça clássica do básico tradicional. A gola com design arredondado é feminino e delicado, e deixa o visual mais leve, e as mangas volumosas com punhos de elástico finalizam essa proposta romântica, que pode ser combinada com jeans de cintura alta para um visual cool.",https://damyller.vteximg.com.br/arquivos/ids/627618-980-1470/CAMISA-FEMININA-Frente--.jpg?v=637626383210900000,https://www.damyller.com.br/camisa-manga-curta-com-textura-de-poa-1v0mv36/p,11-04-2022
Calça Jeans Média Jegging C1 Feminina,379,Feminino,Jegging,"Algodão 92%, Poliéster 5%, Elastano 3%",Jeans,A calça jegging de cintura alta faz parte da linha FIT DENIM pois é confeccionada em jeans de algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/648861-980-1470/Calca-Jeans-Jegging-Cintura-Alta-C1-Frente--.jpg?v=637723156909200000,https://www.damyller.com.br/calca-jeans-media-jegging-c1-feminina-1n0re89/p,11-04-2022
Blusa Manga Curta com Flores e Caju,219,Feminino,Blusas,"Poliéster 99%, Elastano 1%",Tecido Plano,"A blusa feminina de mangas curtas é confeccionada em tecido plano com textura sutil em listras, de composição poliéster e elastano, e caimento fluído. O destaque da peça vai para a estampa floral em cores alegres e para os decotes da frente e costas que deixam um pouco de pele à mostra sem exageros. O detalhe de amarrar na parte de traz da gola é romântico e delicado. Aposte com um mom jeans para um visual prático e casual.",https://damyller.vteximg.com.br/arquivos/ids/633014-980-1470/Blusa-Manga-Curta-com-Flores-e-Caju-Frente--.jpg?v=637655912311570000,https://www.damyller.com.br/blusa-manga-curta-com-flores-e-caju-1v0li18/p,11-04-2022
Short Jeans Claro Solto Cintura Alta,299,Feminino,Médio,Algodão 100%. Forro De Bolso: Algodão 67% Poliéster 33%,Jeans,O short solto é confeccionado em jeans 100% algodão sustentável BCI (A certificação BCI A,https://damyller.vteximg.com.br/arquivos/ids/627489-980-1470/SHORT-SOLTO-G5-MEDIO-Frente--.jpg?v=637647355770900000,https://www.damyller.com.br/short-jeans-claro-solto-cintura-alta-1v0re83/p,11-04-2022
Short Clochard de Linho com Risca de Giz,299,Feminino,,"Algodão 48%, Linho 13%, Viscose 39%",Tecido Plano,"O short clochard mini é confeccionado em tecido plano que na composição possui linho, algodão e viscose, proporcionando um visual natural, rústico e sofisticado para essa peça. Com ele é possível criar um visual arrumadinho e ao mesmo tempo despojado. O linho é caracterizado como um tecido que simboliza conforto e elegância. As listras são atemporais e sempre tiram o visual do básico. Aposte com uma camisa e o blazer de mesmo tecido, ou ainda com camiseta e jaqueta em jeans para um visual jovem e moderno.",https://damyller.vteximg.com.br/arquivos/ids/628385-980-1470/Short-Clochard-de-Linho-com-Risca-de-Giz-Frente--.jpg?v=637633378237600000,https://www.damyller.com.br/short-clochard-de-linho-com-risca-de-giz-1v0li01/p,11-04-2022
Blusa Ciganinha Cropped Lisa,179,Feminino,,Liocel 100%,Sarja,"A blusa ombro a ombro de mangas curtas é confeccionada em sarja leve de composição 100% liocel que proporciona excelente maciez e movimento, além de frescor para o visual. O shape que é a cara do verão agora vem atualizado com o cordão de amarração que pode ser usado de diferentes formas, e também, pode ser removido para diversificar as produções. Aposte com jeans de cintura alta para arrasar de forma cool e descolada.",https://damyller.vteximg.com.br/arquivos/ids/629082-980-1470/Blusa-Ciganinha-Cropped-Lisa-Frente--.jpg?v=637635302599330000,https://www.damyller.com.br/blusa-ciganinha-cropped-lisa-1v0mv03/p,11-04-2022
Camisa Estampa Tropical Colorida,229,Feminino,,"Linho 8%, Viscose 92%",Tecido Plano,"A camisa feminina de mangas curtas é confeccionada em tecido plano de viscose e linho, que tem ótimo caimento e aspecto rústico, conferindo um ar sofisticado. As mangas evasé e a gola arredondada trazem um ar feminino e delicado para essa peça estampa em cores vivas e alegres. Ideal para ser usada sozinha na parte de cima, ou aberta sobrepondo blusas e camisetas. Use com a vista toda fechadinha combinada com seu jeans preferido para um visual cool.",https://damyller.vteximg.com.br/arquivos/ids/625650-980-1470/CAMISA-FEMININA-Frente--.jpg?v=637621344636100000,https://www.damyller.com.br/camisa-estampa-tropical-colorida-1v0mv20/p,11-04-2022
Lenço Quadrado Estampa Flores e Frutas - Tam: UC / Cor: BEGE/AMARELO,79,Feminino,Acessórios,Poliéster 100%,Tecido Plano,"O lenço é confeccionado em tecido plano de poliéster com leve transparência e textura suave. Suas medidas de 80cmx80cm são ideais para um uso versátil, no lugar do cinto sobre o cós do seu jeans, enrolado na alça da sua bolsa, num penteado bacana, ou da forma que você preferir.",https://damyller.vteximg.com.br/arquivos/ids/628682-980-1470/Lenco-Quadrado-Estampa-Flores-e-Frutas-Frente--.jpg?v=637633714659530000,https://www.damyller.com.br/lenco-quadrado-estampa-flores-e-frutas-1n0lj68/p,11-04-2022
Blusa de Alça Estampa Floral Colorida,229,Feminino,,Frente: Poliéster 100%. Costas: Viscose 77% Algodão 23%,Jeans,"A blusa de alças finas é confeccionada com dois tecidos leves e de bom caimento. A frente que traz a estampa floral com mandalas em cores vivas e alegres é em crepe de poliéster, que amassa menos e seca com facilidade, e a parte das costas traz conforto e maciez no jeans de viscose e algodão BCI (A certificação BCI A",https://damyller.vteximg.com.br/arquivos/ids/628128-980-1470/Blusa-de-Alca-Estampa-Floral-Colorida-Frente--.jpg?v=637633275286270000,https://www.damyller.com.br/blusa-de-alca-estampa-floral-colorida-1v0re73/p,11-04-2022
