name,price,category,subcategory,composition,color,gender,description,img_url,url,scrapped-at
Polo Meia Malha Sem Punho,"R$ 79,99",Basica,Basica,50% ALGODÃO 50% POLIESTER RECICLADO,PT-PRETO,Masculino,Polo manga curta em malha com 2 botões e gola em retilínea. Modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/390294-639-876/BNMPCA56_950_1-POLO-MEIA-MALHA-SEM-PUNHO.jpg?v=637439065159600000,https://www.tng.com.br/polo-meia-malha-sem-punho-pt-preto-bnmpca56-950/p,12-04-2022
Camiseta Básica Gola v,"R$ 39,99",Camisetas,Camiseta Lisa,60% ALGODAO 40% POLIESTER,CAFE,Masculino,Camiseta manga curta em malha lisa. Decote V e modelagem comfort. Composição mista.,https://storetng.vteximg.com.br/arquivos/ids/389777-639-876/BNMKCD36_107_1-CAMISETA-BASICA-GOLA-V.jpg?v=637439058256700000,https://www.tng.com.br/camiseta-basica-gola-v-cafe-bnmkcd36-107/p,12-04-2022
Jaqueta Gola Alta Matelasse Com Bolsos,"R$ 179,99",Casacos,Jaquetas,100% POLIESTER,AZUL MARINHO,Masculino,"Jaqueta Gola Alta Matelasse Com Bolsos é composta por 100% poliester, produto versatil e confortavél.",https://storetng.vteximg.com.br/arquivos/ids/371714-639-876/I20MJM01_750_1-JAQUETA-GOLA-ALTA-MATELASSE.jpg?v=637305083425970000,https://www.tng.com.br/jaqueta-gola-alta-matelasse-com-bolsos-azul-marinho-i20mjm01-750/p,12-04-2022
Traje Social Em Poliéster Liso Multicolores,"R$ 699,99",Terno,Terno,100% POLIESTER,CINZA,Masculino,"Traje Social Em Poliéster Liso Multicolores o modelo é liso sem estampas, contém bolso na calça e é muito confortável.",https://storetng.vteximg.com.br/arquivos/ids/392609-639-876/I20MTL03_920_1-TRAJE-SOCIAL-EM-POLIESTER-LISO.jpg?v=637444165326430000,https://www.tng.com.br/traje-social-em-poliester-liso-multicolores-cinza-i20mtl03-920/p,12-04-2022
Camiseta Reativo Estampa Defense,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,CINZA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358163-639-876/I20MKDW15_920_1-CAMISETA-REATIVO-ESTAMPA-DEFENSE.jpg?v=637244886277930000,https://www.tng.com.br/camiseta-reativo-estampa-defense-cinza-i20mkdw15-920/p,12-04-2022
Camisa Social Listradinha,"R$ 159,99",Camisas,Camisa Social,55% POLIESTER 45% ALGODAO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/372168-639-876/I20MME02_705_1-CAMISA-SOCIAL-LISTRADINHA.jpg?v=637305089057400000,https://www.tng.com.br/camisa-social-listradinha-azul-i20mme02-705/p,12-04-2022
Tricot Acrilico Piquet Ml,"R$ 139,99",Casacos,Suéter,100% ACRILICO,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/382857-639-876/I20MRY06_750_1-TRICOT-ACRILICO-PIQUET-ML.jpg?v=637359563266230000,https://www.tng.com.br/tricot-acrilico-piquet-ml-azul-marinho-i20mry06-750/p,12-04-2022
Camisa F/t Maquinetado Ml,"R$ 79,99",Camisas,Camisa Social,47% ALGODAO 52% POLIESTER 1% ELASTANO,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/371785-639-876/I20MLE10_700_1-CAMISA-F-T-MAQUINETADO-ML.jpg?v=637305083863330000,https://www.tng.com.br/camisa-f-t-maquinetado-ml-azul-i20mle10-700/p,12-04-2022
Camisa Lisa Ml,"R$ 139,99",Camisas,Camisa Social,47% ALGODAO 52% POLIESTER 1% ELASTANO,AZUL CLARO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/371794-639-876/I20MLB03_705_1-CAMISA-LISA-ML.jpg?v=637305083897900000,https://www.tng.com.br/camisa-lisa-ml-azul-claro-i20mlb03-705/p,12-04-2022
Camisa C/ Elastano Lisa Ml,"R$ 139,99",Camisas,Camisa Social,97% ALGODAO 3% ELASTANO,BR-BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/358198-639-876/I20MLB04_350_1-CAMISA-C--ELASTANO-LISA-ML.jpg?v=637244886606430000,https://www.tng.com.br/camisa-c-elastano-lisa-ml-br-branco-i20mlb04-350/p,12-04-2022
Camisa Social Manga Longa,"R$ 199,99",Camisas,Camisa Casual,70% VISCOSE 25% POLIESTER 5% ELASTANO,PT-PRETO,Masculino,"A camisa masculina manga longa lisa, com botões diferenciados. Peça clássica, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/400416-639-876/I20MMB05_950_1-CAMISA-DENIN.jpg?v=637540211440500000,https://www.tng.com.br/camisa-social-manga-longa-pt-preto-i20mmb05-950/p,12-04-2022
Camiseta M/m Stereo,"R$ 39,99",Camisetas,Camiseta Estampada,100% ALGODAO,BR-BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/402942-639-876/I20MKCW31_350_1-CAMISETA-M-M-STEREO.jpg?v=637578234678530000,https://www.tng.com.br/camiseta-m-m-stereo-br-branco-i20mkcw31-350/p,12-04-2022
Shorts Água Tie Dye,"R$ 39,99",Shorts,Shorts,100% NYLON,AZUL,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/391673-639-876/V20MSHA01_700_1-SHORTS-AGUA-TIE-DYE.jpg?v=637439086946000000,https://www.tng.com.br/shorts-agua-tie-dye-azul-v20msha01-700/p,12-04-2022
Shorts Água Folhagens Coloridas,"R$ 39,99",Shorts,Shorts,100% NYLON,PT-PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/406266-639-876/V20MSHA06_950_1-SHORTS-AGUA-FOLHAGENS-COLORIDAS.jpg?v=637647120036270000,https://www.tng.com.br/shorts-agua-folhagens-coloridas-pt-preto-v20msha06-950/p,12-04-2022
Camiseta Básica Gola Larga,"R$ 39,99",Camisetas,Camiseta Lisa,100% ALGODAO,AMARELO CLARO,Masculino,Camiseta manga curta em malha lisa. Decote careca e modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/399676-639-876/BNMKCW33_483_1-CAMISETA-BASICA-GOLA-LARGA.jpg?v=637540206190470000,https://www.tng.com.br/camiseta-basica-gola-larga-amarelo-claro-bnmkcw33-483/p,12-04-2022
Camiseta Básica Gola Larga,"R$ 39,99",Camisetas,Camiseta Lisa,100% ALGODAO,TURQUESA,Masculino,Camiseta manga curta em malha lisa. Decote careca e modelagem comfort. Composição mista,https://storetng.vteximg.com.br/arquivos/ids/412173-639-876/BNMKCW33_819_1-CAMISETA-BASICA-GOLA-LARGA.jpg?v=637703412372270000,https://www.tng.com.br/camiseta-basica-gola-larga-turquesa-bnmkcw33-819/p,12-04-2022
Shorts Água Floral,"R$ 39,99",Shorts,Shorts,100% POLIESTER,VERDE,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/406279-639-876/V20MSHA20_936_1-SHORTS-AGUA-FLORAL.jpg?v=637647120160900000,https://www.tng.com.br/shorts-agua-floral-verde-v20msha20-936/p,12-04-2022
Polo Piquet C/ Listras Localizadas Mc,"R$ 99,99",Estampada,Estampada,100% ALGODAO,CINZA,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/395025-639-876/V20MPDC10_920_1-POLO-PIQUET-C--LISTRAS-LOCALIZADAS-MC.jpg?v=637454520081430000,https://www.tng.com.br/polo-piquet-c-listras-localizadas-mc-cinza-v20mpdc10-920/p,12-04-2022
Calça De Moletom C/Bolso,"R$ 99,99",Calças,Moletom,92% ALGODAO 8% POLIESTER,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/398782-639-876/V20MCCN01_750_1-CALCA-DE-MOLETOM-C-BOLSO.jpg?v=637534907807530000,https://www.tng.com.br/calca-de-moletom-c-bolso-azul-marinho-v20mccn01-750/p,12-04-2022
Camisa Fio Tinto Manga Longa,"R$ 159,99",Camisas,Camisa Casual,60% POLIESTER 40% ALGODAO,AMARELO,Masculino,"Camisa Fio Tinto Manga Longa é composta por 60% poliester e 40% algodão, peça versatil e confortavel.",https://storetng.vteximg.com.br/arquivos/ids/395171-639-876/V20MHEL07_402_1-CAMISE-FIO-TINTO-ML.jpg?v=637454550045800000,https://www.tng.com.br/camisa-fio-tinto-manga-longa-amarelo-v20mhel07-402/p,12-04-2022
Polo Piquet C/ Elastano Poa Mc,"R$ 79,99",Estampada,Estampada,48% VISCOSE 48% POLIESTER 4% ELASTANO,MESCLA CLARO,Masculino,"Polo manga curta em piquet de algodão, viscose e elastano com estampa de poá e modelagem slim, 2 botões, gola e punho em retilínea e abertura lateral.",https://storetng.vteximg.com.br/arquivos/ids/397779-639-876/I21MPDC16_905_1-POLO-PIQUET-C--ELASTANO--POA-MC.jpg?v=637520576175370000,https://www.tng.com.br/polo-piquet-c-elastano-poa-mc-mescla-claro-i21mpdc16-905/p,12-04-2022
Camiseta Com Bolso e Detalhes Ombro Mc,"R$ 49,99",Camisetas,Camiseta Estampada,100% ALGODAO,PT-PRETO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/401634-639-876/I21MMDF45_950_1-CAMISETA-COM-BOLSO-E-DETALHES-OMBRO-MC.jpg?v=637541976199770000,https://www.tng.com.br/camiseta-com-bolso-e-detalhes-ombro-mc-pt-preto-i21mmdf45-950/p,12-04-2022
Camisa Malha Manga Curta,"R$ 139,99",Camisas,Camisa Casual,50% ALGODÃO 50% POLIESTER RECICLADO,CINZA,Masculino,"A camisa masculina manga curta, com estampa camuflada. Peça versátil, e ótima para compor vários looks.",https://storetng.vteximg.com.br/arquivos/ids/401609-639-876/I21MHMH01_920_1-CAMISA-MALHA-FULL-PRINT-CAMUFLADA-MC.jpg?v=637541970119870000,https://www.tng.com.br/camisa-malha-manga-curta-cinza-i21mhmh01-920/p,12-04-2022
Camiseta Com Silk Frente e Costa Mc,"R$ 79,99",Camisetas,Camiseta Estampada,100% ALGODAO,AZUL INDIGO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/401632-639-876/I21MMDF04_740_1-CAMISETA-COM-SILK-FRENTE-E-COSTA-MC.jpg?v=637541976185230000,https://www.tng.com.br/camiseta-com-silk-frente-e-costa-mc-azul-indigo-i21mmdf04-740/p,12-04-2022
Camiseta Lisa Com Capuz Ml,"R$ 99,99",Camisetas,Camiseta Estampada,100% ALGODAO,CHUMBO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/401813-639-876/I21MMML01_970_1-CAMISETA-LISA-COM-CAPUZ-ML.jpg?v=637541982667370000,https://www.tng.com.br/camiseta-lisa-com-capuz-ml-chumbo-i21mmml01-970/p,12-04-2022
Camiseta Estampada Camuflada Ml,"R$ 119,99",Camisetas,Camiseta Estampada,100% ALGODAO,AZUL MARINHO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/401761-639-876/I21MMML04_750_1-CAMISETA-ESTAMPADA-CAMUFLADA-ML.jpg?v=637541982343600000,https://www.tng.com.br/camiseta-estampada-camuflada-ml-azul-marinho-i21mmml04-750/p,12-04-2022
Camiseta Basica Estonada Manga Curta,"R$ 59,99",Camisetas,Camiseta Estampada,100% ALGODAO,AREIA,Masculino,"Camiseta Basica Estonada Manga Curta é composta por 100% algodão, que garante conforto e estilo para seu look do dia a dia.",https://storetng.vteximg.com.br/arquivos/ids/406068-639-876/I21MMDF50_504_1-CAMISETA-BASICA-ESTONADA.jpg?v=637647117504130000,https://www.tng.com.br/camiseta-basica-estonada-manga-curta-areia-i21mmdf50-504/p,12-04-2022
Calça Jeans Skinny Com Recorte No Bolso,"R$ 219,99",Calças,Calças Jeans,98% ALGODAO 2% ELASTANO,AZUL,Masculino,"Calça jeans skinny com lavagem diferenciada. A peça é versátil e fica ótima com polos, camisas e camisetas.",https://storetng.vteximg.com.br/arquivos/ids/410464-639-876/I21MCJD05_818_1-CALCA-JEANS-SKINNY-C-RECORTE-NO-BOLSO.jpg?v=637693206311700000,https://www.tng.com.br/calca-jeans-skinny-com-recorte-no-bolso-azul-i21mcjd05-818/p,12-04-2022
Camiseta Canelada Piquet c Bolso,"R$ 49,99",Camisetas,Camiseta Estampada,100% ALGODAO,BR-BRANCO,Masculino,"Camiseta em malha canelada manga curta com bolso, composição: 100% algodão e modelagem slim.",https://storetng.vteximg.com.br/arquivos/ids/423406-639-876/V21MMDF21_350_1-CAMISETA-CANELADA-PIQUET-C-BOLSO.jpg?v=637758889657100000,https://www.tng.com.br/camiseta-canelada-piquet-c-bolso-br-branco-v21mmdf21-350/p,12-04-2022
Bermuda Chino Color Algodão,"R$ 119,99",Bermudas,Bermudas de Sarja,100% ALGODAO,ROSA CLARO,Masculino,"A bermuda chino é composta por 100% algodão, que garante um look mais confortável. Conta com bolsos funcionais frontais e traseiros, e com o logo da marca. Ótima para combinar com polos, camisetas, e camisas.",https://storetng.vteximg.com.br/arquivos/ids/428193-639-876/V21MBCH02_643_1-BERMUDA-CHINO-COLOR-ALGODAO.jpg?v=637837300032770000,https://www.tng.com.br/bermuda-chino-color-algodao-rosa-claro-v21mbch02-643/p,12-04-2022
,,Bermudas,Moletom,100% ALGODAO,PRETO,Masculino,"Bermuda masculina confeccionada em moletom recicle. Possui cós com elástico e tira para amarração na cintura, bolsos frontais, bolso atrás, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/186026-292-292/I19MBO08_950_1-BERMUDA-MASCULINA-MOLETINHO-RECICLE.jpg?v=636868764418200000,https://www.tng.com.br/bermuda-masculina-moletom-recicle-preto-i19mbo08-950/p,12-04-2022
Bermuda Chino Color Algodão,"R$ 119,99",Bermudas,Bermudas de Sarja,100% ALGODAO,AZUL MARINHO,Masculino,"A bermuda chino é composta por 100% algodão, que garante um look mais confortável. Conta com bolsos funcionais frontais e traseiros, e com o logo da marca. Ótima para combinar com polos, camisetas, e camisas.",https://storetng.vteximg.com.br/arquivos/ids/422470-639-876/V21MBCH02_750_1-BERMUDA-CHINO-PAPER-COLOR.jpg?v=637758018490300000,https://www.tng.com.br/bermuda-chino-color-algodao-azul-marinho-v21mbch02-750/p,12-04-2022
Bermuda Chino Color Algodão,"R$ 119,99",Bermudas,Bermudas de Sarja,100% ALGODAO,VERDE CLARO,Masculino,"A bermuda chino é composta por 100% algodão, que garante um look mais confortável. Conta com bolsos funcionais frontais e traseiros, e com o logo da marca. Ótima para combinar com polos, camisetas, e camisas.",https://storetng.vteximg.com.br/arquivos/ids/428252-639-876/V21MBCH02_807_1-BERMUDA-CHINO-COLOR-ALGODAO.jpg?v=637837302182100000,https://www.tng.com.br/bermuda-chino-color-algodao-verde-claro-v21mbch02-807/p,12-04-2022
Camiseta Manga Curta Estampa Folhagem,"R$ 79,99",Camisetas,Camiseta Estampada,100% ALGODAO,AZUL MARINHO,Masculino,"Camiseta Manga Curta Estampa Folhagem é composta por 100% algodão, produto versatil e confortavel.",https://storetng.vteximg.com.br/arquivos/ids/419684-639-876/V21MMDF11_750_1-CAMISETA-ESTAMPA-FULL-PRINT-FOLHAGEM.jpg?v=637741554183800000,https://www.tng.com.br/camiseta-manga-curta-estampa-folhagem-azul-marinho-v21mmdf11-750/p,12-04-2022
Camisa Slim Manga Longa Com Elastano Lisa,"R$ 179,99",Camisas,Camisa Casual,58% ALGODAO 38% POLIESTER 4% ELASTANO,AZUL MARINHO,Masculino,"Camisa masculina slim manga longa lisa, é composta por 58% algodão 38% poliester 4% elastano. Modelo clássico e muito confortável.",https://storetng.vteximg.com.br/arquivos/ids/422578-639-876/BNMHEL01_750_1-CAMISA-C--ELASTANO-LISA.jpg?v=637758882265030000,https://www.tng.com.br/camisa-slim-manga-longa-com-elastano-lisa-azul-marinho-bnmhel01-750/p,12-04-2022
Polo Manga Curta Em Malha,"R$ 79,99",Estampada,Estampada,100% ALGODAO,AZUL PISCINA,Masculino,"Polo manga curta composta por 100% algodão, com detalhe em listras na manga, e na gola. A peça é multicolores, produto estiloso e versátil que não pode faltar no seu guarda roupas.",https://storetng.vteximg.com.br/arquivos/ids/427939-639-876/BNMPPB01_710_1-POLO-MANGA-CURTA-EM-MALHA.jpg?v=637837290381730000,https://www.tng.com.br/polo-manga-curta-em-malha-azul-piscina-bnmppb01-710/p,12-04-2022
Polo Manga Curta Em Malha,"R$ 79,99",Estampada,Estampada,100% ALGODAO,AZUL INDIGO,Masculino,"Polo manga curta composta por 100% algodão, com detalhe em listras na manga, e na gola. A peça é multicolores, produto estiloso e versátil que não pode faltar no seu guarda roupas.",https://storetng.vteximg.com.br/arquivos/ids/416782-639-876/BNMPPB01_740_1-POLO-MEIA-MALHA-C--PUNHO.jpg?v=637735512201530000,https://www.tng.com.br/polo-manga-curta-em-malha-azul-indigo-bnmppb01-740/p,12-04-2022
Polo Manga Curta Em Malha,"R$ 79,99",Estampada,Estampada,100% ALGODAO,PT-PRETO,Masculino,"Polo manga curta composta por 100% algodão, com detalhe em listras na manga, e na gola. A peça é multicolores, produto estiloso e versátil que não pode faltar no seu guarda roupas.",https://storetng.vteximg.com.br/arquivos/ids/417069-639-876/BNMPPB01_950_1-POLO-MEIA-MALHA-C--PUNHO.jpg?v=637735513924170000,https://www.tng.com.br/polo-manga-curta-em-malha-pt-preto-bnmppb01-950/p,12-04-2022
Polo Fio Tinto Listras,"R$ 79,99",Estampada,Estampada,100% ALGODAO,ROSA ESCURO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/418706-639-876/V21MPDC20_86_1-POLO-FIO-TINTO-LISTRAS.jpg?v=637738098028770000,https://www.tng.com.br/polo-fio-tinto-listras-rosa-escuro-v21mpdc20-86/p,12-04-2022
Camiseta Manga Curta Botonê Com Bolso,"R$ 69,99",Camisetas,Camiseta Estampada,,CINZA MEDIO,Masculino,"Camiseta Manga Curta Botonê Com Bolso diferenciado, peça basica e ótima para o dia a dia.",https://storetng.vteximg.com.br/arquivos/ids/425744-639-876/V21MMDF46_923_1-CAMISETA-BOTONE-C--BOLSO.jpg?v=637768311824870000,https://www.tng.com.br/camiseta-manga-curta-botone-com-bolso-cinza-medio-v21mmdf46-923/p,12-04-2022
Calça Jeans Basica Skinny Blue,"R$ 139,99",Calças,Calças Jeans,83% ALGODAO 15% POLIESTER 2% ELASTANO,LCL - 99 CLARA,Masculino,"Calça jeans skinny basica, peça versátil que pode compor com polos, camisetas, camisas.",https://storetng.vteximg.com.br/arquivos/ids/422567-639-876/BNMCJD04_790_1-CALCA-BASICA-SKINNY-BLUE-LIGHT.jpg?v=637758882204030000,https://www.tng.com.br/calca-jeans-basica-skinny-blue-lcl---99-clara-bnmcjd04-790/p,12-04-2022
Tênis Camurca Biqueira,"R$ 199,99",Calçados,Sapatos Casuais,100% CAMURÇA,AZUL MARINHO,Masculino,Tênis de camurça com biqueira na ponta.,https://storetng.vteximg.com.br/arquivos/ids/426471-639-876/V21MDTE01_750_1-TENIS-CAMURCA-BIQUEIRA.jpg?v=637781988154800000,https://www.tng.com.br/tenis-camurca-biqueira-azul-marinho-v21mdte01-750/p,12-04-2022
Calça Sarja Color Skinny Masculina,"R$ 139,99",Calças,Calças de Sarja,82% ALGODAO 16% POLIESTER 2% ELASTANO,KAKI,Masculino,"Calça Skinny masculina, tecido sarja color com elastano. Modelagem levemente ajustada ao corpo.",https://storetng.vteximg.com.br/arquivos/ids/427933-639-876/BNMCCD01_540_1-CALCA-SARJA-COLOR-SKINNY-MASCULINA.jpg?v=637837290140630000,https://www.tng.com.br/calca-sarja-color-skinny-masculina-kaki-bnmccd01-540/p,12-04-2022
Bermuda Jeans Slim Com Rasgos,"R$ 139,99",Bermudas,Bermudas Jeans,100% ALGODAO,LCL - 99 CLARA,Masculino,"A bermuda jeans slim é composta por 100% algodão. Conta com bolsos diferenciados frontais e traseiros, e rasgos frontais. Peça sofisticada, para deixar seu look ainda mais despojado e estiloso.",https://storetng.vteximg.com.br/arquivos/ids/420926-639-876/V21MBJE18_790_1-BERMUDA-SLIM-BARRA-DEGRAU.jpg?v=637752860066970000,https://www.tng.com.br/bermuda-jeans-slim-com-rasgos-lcl---99-clara-v21mbje18-790/p,12-04-2022
Bermuda Sarja Chino,"R$ 49,99",Bermudas,Bermudas de Sarja,100% ALGODAO,MARROM,Masculino,"As bermudas sarja são ótimas para compor looks casuais com um toque de charme. A peça é confeccionada em algodão em modelagem reta, possui cós com passantes para cinto, bolsos faca laterais e bolso embutido na parte posterior e um pequeno na frente. Os botões caseados harmonizam perfeitamente com o design do vestuário.",https://storetng.vteximg.com.br/arquivos/ids/186014-639-876/BNMBS121_845_1-BERMUDA-MASCULINA-SARJA-CHINO.jpg?v=636868764286630000,https://www.tng.com.br/bermuda-sarja-chino-marrom-bnmbs121-845/p,12-04-2022
Camisa Lisa Manga Curta,"R$ 199,99",,,97% ALGODAO 3% ELASTANO,BR-BRANCO,Masculino,,https://storetng.vteximg.com.br/arquivos/ids/429923-639-876/V21MHEC32_350_1-CAMISA-LISA-MANGA-CURTA.jpg?v=637837512043070000,https://www.tng.com.br/camisa-lisa-manga-curta-br-branco-v21mhec32-350/p,12-04-2022
Calça Sarja Color Skinny,"R$ 79,99",Calças,Calças de Sarja,98% ALGODAO 2% ELASTANO,PRETO,Masculino,"A Calça sarja é confeccionada em algodão e elastano, possui modelagem skinny, bolsos frontais e traseiros, passante deCintono cós e fechamento frontal por botão de casa e zíper.",https://storetng.vteximg.com.br/arquivos/ids/360217-639-876/BNMCCD87_950_1-CALCA-SARJA-COLOR-SKINNY.jpg?v=637250771101300000,https://www.tng.com.br/calca-sarja-color-skinny-preto-bnmccd87-950/p,12-04-2022
Calça Masculina Sarja Chino,"R$ 199,99",Calças,Calças de Sarja,98% ALGODAO 2% ELASTANO,PRETO,Masculino,"Calça masculina confeccionada em tecido sarja, modelo chino. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/409527-639-876/BNMCS128_950_1-CALCA-MASCULINA-SARJA-CHINO.jpg?v=637683726223670000,https://www.tng.com.br/calca-masculina-sarja-chino-preto-bnmcs128-950/p,12-04-2022
Calça Masculina Sarja Chino,"R$ 199,99",Calças,Calças de Sarja,98% ALGODAO 2% ELASTANO,MARROM,Masculino,"Calça masculina confeccionada em tecido sarja, modelo chino. Possui fechamento por botão e zíper no entremeio, bolsos na frente e atrás, cós com passantes, acabamento e costura no tom.",https://storetng.vteximg.com.br/arquivos/ids/408599-639-876/BNMCS128_540_1-CALCA-MASCULINA-SARJA-CHINO.jpg?v=637683715009770000,https://www.tng.com.br/calca-masculina-sarja-chino-marrom-bnmcs128-540/p,12-04-2022
