name,price,composition,age,category,gender,description,url,scrapped-at
Blusa Infantil Menina Pense Positivo - Tam. 10 a 16 anos - Cinza,"89,95",BLUSA EM MALHA 95% ALGODÃO E 5% POLIÉSTER,Miniteen - 10 a 14 Anos,"L, Regatas e Batas",Meninas,"Blusa infantil cinza ""Pense Positivo"" para meninas de 10 a 16 anos, confeccionada em malha 95% algodão e 5% poliéster. Ideal para dias mais fresquinhos! A Blusa infantil ""Pense Positivo"" é confeccionada em malha cinza, com estampa localizada em silk de unicórnio e manguinhas 3/4 com recorte nas laterais. A peça possui modelagem ampla e fica ótima com shortinhos e calças. A blusinha é versátil e super estilosa!",https://www.alphabeto.com/blusa-m-c-pense-positivo-55327/p,11-04-2022
Conjunto Infantil Menina Estampa Arcos e Raposinhas – Tam.0 a 3 meses,"119,95",CONJUNTO EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits (exceto Conj.Vestido e Calcinha),Meninas,"Conjunto infantil de casaco e calça “Arcos e Raposinhas” para bebês meninas recém-nascidas, confeccionado em ½ malha 100% algodão. Muito fofo e colorido, o conjunto infantil “Arcos e Raposinhas” é composto por duas peças: um casaco infantil rosa com estampa de raposinha e abotoamento frontal, e uma calça infantil branca com estampa colorida, elástico no cós e com pezinhos reversíveis. A confecção em 100% algodão deste conjunto infantil garante o máximo de conforto para as princesinhas, sendo muito gostosinho de vestir. Uma fofura!",https://www.alphabeto.com/conjunto-arcos-e-raposinhas-55548/p,11-04-2022
Arco Infantil para Cabelo Estampa Batendo Asas – Tam. U – Rosa,"49,95",UARCO EM TECIDO 100% POLIÉSTER,Criança - 1 a 10 Anos,Acessórios,Meninas,"Arco infantil rosa para cabelo “Batendo Asas”, confeccionado em microfibra 100% poliéster, em tamanho único. Meigo e colorido, o arco infantil “Batendo Asas” faz parte dos nossos acessórios que encantam! Possui estampa superfofa na cor rosa e amarração em laço no topo. Este arco infantil rosa é perfeito para complementar o look das princesas, sendo também uma ótima dica de presente. Uma graça!",https://www.alphabeto.com/arco-batendo-asas-55562/p,11-04-2022
Arco Infantil para Cabelo Estampa Laços e Gatinhos – Tam. U – Azul,"49,95",UARCO EM TECIDO 97% POLIÉSTER E 3% ELASTANO,Criança - 1 a 10 Anos,Acessórios,Meninas,"Arco infantil para cabelo estampa “Laços e Gatinhos”, confeccionado em tecido 97% poliéster e 3% elastano, tamanho único. Com tecido em toque acetinado, o arco infantil “Laços e Gatinhos” possui estampa fofa na cor azul e detalhe de gatinho rosa no topo. Superestiloso e chique, este arco infantil faz parte dos nossos acessórios que encantam, sendo perfeito para complementar o look das bonecas e também uma ótima opção para presentear. Uma fofura!",https://www.alphabeto.com/arco-lacos-e-gatinhos-55558/p,11-04-2022
Vestido Infantil Estampa Batendo Asas – Tam.1 a 10 anos – Rosa,"129,95",VESTIDO EM 1/2 MALHA 100% ALGODÃO,Criança - 1 a 10 Anos,Vestidos,Meninas,"Vestido infantil rosa “Batendo Asas” para meninas de 1 a 10 anos, confeccionado em ½ malha 100% algodão. O vestido infantil “Batendo Asas” possui uma linda estampa rosa de borboletas, botões no decote e elástico abaixo do busto. O lookinho também possui alcinhas de fita rosa brilhosa, que podem ser ajustadas da melhor forma no corpinho das pequenas. Além disso, sua confecção em 1/2 malha 100% algodão proporciona leveza e conforto, sendo a opção perfeita para dias mais quentes e de muitas brincadeiras.",https://www.alphabeto.com/vestido-batendo-asas-55499/p,11-04-2022
Vestido Infantil Estampa Laços e Gatinhos – Tam.1 a 10 anos – Azul,"149,95",VESTIDO EM POPELINE 100% ALGODÃO,Criança - 1 a 10 Anos,Vestidos,Meninas,"Vestido infantil azul “Laços e Gatinhos” para meninas de 1 a 10 anos, confeccionado em popeline 100% algodão. Perfeito para passeios com a família e brincadeiras com os amigos! O vestido infantil “Laços e Gatinhos” é uma fofura! Com estampa delicada e detalhe de lacinho na cintura, o vestidinho faz sucesso por onde passa. Além disso, sua confecção em popeline 100% algodão apresenta tecido fresquinho e confortável. O vestido infantil também possui manguinhas curtas que dão todo o charme ao look.",https://www.alphabeto.com/vestido-lacos-e-gatinhos-55496/p,11-04-2022
Vestido Infantil Colorido Estampa Dançando na Chuva – Tam.1 a 10 anos,"129,95",VESTIDO EM POPELINE 100% ALGODÃO,Criança - 1 a 10 Anos,Vestidos,Meninas,"Vestido infantil colorido “Dançando na Chuva” para meninas de 1 a 10 anos, confeccionado em popeline 100% algodão. O vestido infantil “Dançando na Chuva” possui uma linda estampa colorida em tons de rosa, amarelo e azul, apresenta alcinhas com amarração que podem ser ajustadas da melhor forma no corpinho das pequenas. Além disso, este vestido infantil conta com decote V e elástico nas costas, deixando a peça ainda mais confortável para as meninas brincarem e se divertirem! Sua confecção em popeline 100% algodão apresenta tecido fresquinho e confortável, sendo perfeito para os dias mais quentes e passeios ao ar livre. Muito fofo!",https://www.alphabeto.com/vestido-dancando-na-chuva-55502/p,11-04-2022
Arco Infantil para Cabelo Estampa Um Passeio pelo Bosque – Tam. U,"49,95",UARCO EM TECIDO 100% POLIÉSTER,Miniteen - 10 a 14 Anos,Acessórios,Meninas,"Arco infantil azul para cabelo estampa “Um Passeio pelo Bosque”, confeccionado em tecido 100% poliéster. Acessórios que encantam! O arco infantil “Um Passeio pelo Bosque” possui uma estampa fofa e delicada com um lindo laço no topo. Um ótimo acessório para complementar o look das meninas, pois dá um toque moderno, tornando-os ainda mais charmosos. Também é uma ótima dica de presente para as amiguinhas. Elas vão amar!",https://www.alphabeto.com/arco-um-passeio-pelo-bosque-55343/p,11-04-2022
Blusa Infantil Menina Um Passeio pelo Bosque – Tam.10 a 16 anos – Branco,"69,95",BLUSA EM MALHA 65% POLIÉSTER E 35% VISCOSE,Miniteen - 10 a 14 Anos,"L, Regatas e Batas",Meninas,"Blusa infantil branca “Um Passeio pelo Bosque” para meninas de 10 a 16 anos, confeccionada em malha 65% poliéster e 36% viscose. A blusa infantil “Um Passeio pelo Bosque” possui estampa escrita com detalhe em alto relevo, decote reto e manguinhas amplas. A confecção em malha com viscose desta blusa infantil proporciona conforto e leveza ao usar, sendo ideal para usar no dia a dia. Um opção superestilosa que promete encantar as meninas!",https://www.alphabeto.com/blusa-m-c-um-passeio-pelo-bosque-55339/p,11-04-2022
Conjunto Infantil Menina Estampa Florindo – Tam. 3 a 12 meses,"99,95",CONJUNTO EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits (exceto Conj.Vestido e Calcinha),Meninas,"Conjunto infantil de blusa de manga comprida e calça estampa “Florindo” para bebês meninas de 3 a 12 meses, confeccionado em ½ malha 100% algodão. Cheio de cor e vida, o conjunto infantil “Florindo” é composto por duas peças lindas: uma blusa infantil branca de manga comprida com estampa em alto relevo de bonequinhas e uma calça infantil com elástico no cós em uma linda estampa floral. Sua confecção em ½ malha 100% algodão apresenta toque macio e suave, garantindo o máximo de conforto para as princesinhas. Uma opção estilosa e quentinha para as pequeninas se movimentarem bastante!",https://www.alphabeto.com/conjunto-florindo-55485/p,11-04-2022
Blusa Infantil Menina Estampa Florindo – Tam.1 a 10 anos – Rosa,"89,95",BLUSA COM FRENTE EM MALHA 50% ALGODÃO E 50% POLIÉSTER E O RESTANTE EM POPELINE 100% ALGODÃO,Criança - 1 a 10 Anos,"L, Regata e Bata",Meninas,"Blusa infantil rosa estampa “Florindo” para meninas de 1 a 10 anos, com frente confeccionada em malha 50% algodão e 50% poliéster e restante em popeline 100% algodão. A blusa infantil “Florindo” possui estampa frontal de bonequinhas, manga e costas estampadas. A peça também conta com modelagem soltinha, tecido leve e fresco. Sucesso entre as meninas, esta blusa infantil é perfeita para passeios aos finais de semana e saídas com as amiguinhas. Muito estilo e conforto em um único look!",https://www.alphabeto.com/blusa-m-c-florindo-55489/p,11-04-2022
Arco Infantil para Cabelo Estampa Florindo – Tam. U,"49,95",UARCO EM TECIDO 100% POLIÉSTER,Criança - 1 a 10 Anos,Acessórios,Meninas,"Arco infantil verde para cabelo estampa “Florindo”, confeccionado em tecido 100% poliéster, tamanho único. O arco infantil “Florindo” é o acessório perfeito para os looks das princesinhas! Com uma linda estampa floral, detalhe de bonequinha e pompons no topo, o arco adiciona charme e delicadeza na hora de compor o look das pequeninas. Além disso, este arco infantil é uma ótima opção para presentear uma amiguinha também. Elas vão amar!",https://www.alphabeto.com/arco-florindo--55559/p,11-04-2022
Calça Infantil Menina Estampa Florindo – Tam. 1 a 10 anos,"129,95",CALÇA EM MOLETINHO 98% POLIÉSTER E 2% ELASTANO,Criança - 1 a 10 Anos,"Calça, Leggings e Capris",Meninas,"Calça infantil estampa “Florindo” para meninas de 1 a 10 anos, confeccionada em moletinho 98% poliéster e 2% elastano. Bem quentinha! A calça infantil “Florindo” possui modelagem soltinha, elástico e babadinho no cós e detalhe de amarração no tornozelo. Além disso, esta calça infantil possui um estampa floral delicada e colorida. Uma opção perfeita para o conforto das meninas, pois sua confecção em moletinho permite leveza e maleabilidade ao usar. Estilo e fofura em uma única peça!",https://www.alphabeto.com/calca-florindo-55836/p,11-04-2022
Blusa Infantil Menina Estampa Minha Casinha – Tam. 1 a 10 anos – Preto,"119,95",BATA EM 1/2 MALHA 100% ALGODÃO,Criança - 1 a 10 Anos,"L, Regata e Bata",Meninas,"Blusa infantil estampa “Minha Casinha” para meninas de 1 a 10 anos, confeccionada em ½ malha 100% algodão. Com uma estampa alegre e colorida, a blusa infantil “Minha Casinha” possui gola redonda, modelagem soltinha e manga ¾ com barra em babadinho, deixando a peça ainda mais delicada e charmosa. Além disso, esta blusa infantil é ideal para usar em dias mais fresquinhos. Sua confecção em ½ malha 100% algodão proporciona toque macio e conforto ao usar. A opção perfeita para as pequeninas que priorizam conforto e estilo em um único look.",https://www.alphabeto.com/bata-minha-casinha-55515/p,11-04-2022
Casaco Infantil Listrado Menina Estampa Borboleta – Tam.0 a 3 meses,"89,95",CASACO EM MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,"Casacos, Casaquetos e Jaquetas",Meninas,"""Casaco listrado branco e preto, para bebês. Confeccionado em malha, ideal para o inverno! O Casaco Borboletinha é o complemento perfeito para o visual das pequenas! Cheio de charme e delicadeza, ele acrescenta muita personalidade aos looks das pequeninas e fica perfeito com vestidinhos e bodies. A peça possui um lindo detalhe de borboleta no busto, abotoamento com botões de pressão e é confeccionado em malha, 100% algodão, quentinho e confortável.""",https://www.alphabeto.com/casaco-borboletinha-55716/p,11-04-2022
Jardineira Infantil Menina Estampa Borboleta – Tam.0 a 3 meses – Rosa,"129,95",JARDINEIRA EM MATELASSÊ 100% POLIÉSTER,Bebês - 0 a 12 Meses,"Macacão, Pimpão, Macaquinho, Jardineira e Jumper",Meninas,"""Jardineira para recém nascidos, confeccionada em malha estampada rosa. Ideal para passeios ao ar livre e dias fresquinhos! As jardineiras são ótimas peças para dias mais fresquinhos, já que podem ser facilmente combinadas com bodies de manga e casaquinhos. Além, disso, são extremante confortáveis e garantem a liberdade do bebê na hora da brincadeira. Por ser peça única, as jardineiras são práticas e ficam ótimas em qualquer ocasião. A Jardineira Borboletinha é confeccionada em matelassê rosa estampado, e possui lindo detalhe de borboletinha no busto. Além de abotoamento entrepernas e nas alcinhas, o que facilita a vestimenta dos pequeninos.""",https://www.alphabeto.com/jardineira-borboletinha-55719/p,11-04-2022
Casaco Infantil Menina Lhama Lhaminha – Tam. 1 a 10 anos – Rosa,"109,95","CASACO EM MOLETINHO 66,6% ALGODÃO E 33,4% POLIÉSTER",Criança - 1 a 10 Anos,"Casacos, Jaquetas, Blazers, Capas, Kimonos, Casaquetos e Coletes",Meninas,"""Casaco rosa, confeccionado em moletinho. Ideal para looks de inverno super estilosos! O Casaco Lhama Lhaminha é confeccionado em moletinho rosa, confortável e quentinho. A peça possui um lindo bordado na frente, com mangas folgadinhas. O casaquinho é super charmoso e fica lindo com calças e leggins em dias mais frios.""",https://www.alphabeto.com/casaco-lhama-lhaminha-55644/p,11-04-2022
Calça Infantil Listrada Menina Estampa Borboleta – Tam.0 a 3 meses,"69,95",CALÇA EM MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Calças e Leggings,Meninas,"""Calça listrada preta e branca, para recém nascidos. Confeccionada em meia malha, 100% algodão, perfeita para o inverno! A Calça Borboletinhas é perfeita para dias mais frios, a peça é confeccionada em malha, 100% algodão, com estampa listrada e pezinhos fechados. A calça conta também, com detalhe de borboletinha nos joelhos e elástico no cós. A peça é confortável e super quentinha, ótima para recém nascidos!""",https://www.alphabeto.com/calca-borboletinha-55717/p,11-04-2022
Vestido Infantil Estampa Bosque Alegre – Tam.10 a 16 anos – Amarelo,"159,95",VESTIDO EM VESTIDO EM TECIDO 100% POLIÉSTER E DETALHE EM TELA 96% POLIÉSTER E 4% ELASTANO,Miniteen - 10 a 14 Anos,Vestidos,Meninas,"""Vestido estampado amarelo, confeccionado em poliéster. Peça perfeita para passeios com a família e amigos! O Vestido Bosque Alegre é uma graça! A peça possui estampa amarela de cogumelos, com detalhe em tela na parte superior, com aplicações. O vestido possui modeagem soltinha, com mangas amplas e babadinhos na barra. Além disso, o vestido é confeccionado em tecido de poliéster, super levinho e confortável!""",https://www.alphabeto.com/vestido-bosque-alegre-55529/p,11-04-2022
Arco Infantil para Cabelo Estampa Fofura em Quadrinhos – Tam. U,"49,95",UARCO EM TECIDO 100% POLIÉSTER,Miniteen - 10 a 14 Anos,Acessórios,Meninas,"""Arco estampado, confeccionado em tecido sintético. Ideal para presentear as meninas! O Arco Fofura em Quadrinhos é o acessório perfeito para as meninas. A tiara possui nó no topo e base larga confeccionada em tecido 100% poliéster, dando um toque moderno a qualquer look!""",https://www.alphabeto.com/arco-fofura-em-quadrinhos-55684/p,11-04-2022
Casaco Infantil Listrado Menina Fofura em Quadrinhos – Tam.1 a 10 anos,"109,95",CASACO EM MALHA 100% ALGODÃO,Criança - 1 a 10 Anos,"Casacos, Jaquetas, Blazers, Capas, Kimonos, Casaquetos e Coletes",Meninas,"""Casaco com estampa listrada preta e branca, confeccionado em malha. Ideal para looks de inverno super estilosos! O Casaco Fofura em Quadrinhos é confeccionado em malha, 100% algodão, confortável e quentinho. A peça possui uma linda estampa listrada e detalhe em alto relevo na frente. O casaquinho é super charmoso e fica lindo com calças e leggins em dias mais frios.""",https://www.alphabeto.com/casaco-fofura-em-quadrinhos-55657/p,11-04-2022
Calça Legging Infantil Menina Fofura em Quadrinhos – Tam.1 a 10 anos – Rosa,"89,95","LEGGING EM MALHA 34% ALGODÃO, 62% POLIÉSTER E 4% ELASTANO",Criança - 1 a 10 Anos,"Calça, Leggings e Capris",Meninas,"""Legging rosa, confeccionado em malha rosa. Ideal para dias mais frios! A Legging Fofura em Quadrinhos é confeccionada em malha na cor rosa, com elástico no cós. A peça conta também com detalhes de lacinho na cintura, além de possuir modelagem justinha, confortável e quentinha.""",https://www.alphabeto.com/legging-fofura-em-quadrinhos-55659/p,11-04-2022
Short Saia Infantil Menina EstampaDino Color – Tam. 1 a 10 anos,"109,95",SHORTSAIA EM POPELINE 100% ALGODÃO,Criança - 1 a 10 Anos,"Shorts, Saias, Shorts-Saia e Bermudas",Meninas,"""Short Saia confeccionado em popeline, versátil e divertido, para o guarda-roupa das meninas! Confortável e estiloso, o Short Saia Dino Color é ótimo para o dia a dia das pequenas! A peça é confeccionada em popeline, 100% algodão, com estampa de dinossauros coloridos. Além disso, o short saia conta com elástico no cós, o que traz conforto e liberdade para as pequenas realizarem sua tarefas e brincadeiras do melhor jeito possível!""",https://www.alphabeto.com/short-saia-dino-color-55678/p,11-04-2022
Blusa Infantil Menina Dino Color – Tam. 1 a 10 anos – Branco,"79,95",BLUSA EM FRENTE E COSTAS EM 1/2 MALHA 100% ALGODÃO E MANGAS EM TELA 96% POLIÉSTER E 4% ELASTANO,Criança - 1 a 10 Anos,"L, Regata e Bata",Meninas,"""Blusa de meia manga, confeccionada em malha branca. Ideal para looks criativos e estilosos! A Blusa Dino Color é confeccionada em malha, 100% algodão, com estampa frontal escrita e manguinhas em tela, super estilosa. A peça é confortável e fica linda com shortinhos e calça de todas as cores.""",https://www.alphabeto.com/blusa-m-c-dino-color-55676/p,11-04-2022
Casaco Infantil Menina Cogumelos – Tam. 1 a 10 anos – Cinza,"99,95",CASACO EM MOLETINHO 98% ALGODÃO E 2% POLIÉSTER,Criança - 1 a 10 Anos,"Casacos, Jaquetas, Blazers, Capas, Kimonos, Casaquetos e Coletes",Meninas,"""Casaco cinza, confeccionado em moletinho. Ideal para aquecer as pequenas em dias mais frios! O Casaco Cogumelos é lindo! A peça é confeccionada em malha cinza, confeccionada em moletinho, com bordado de bonequinha no busto. A peça também possui elástico colorido na barra e nas manguinhas. O casaco fica lindo com calças e leggings!""",https://www.alphabeto.com/casaco-cogumelos-55667/p,11-04-2022
Calça Infantil Jeans Menina Cogumelos – Tam.1 a 10 anos,"129,95","CALÇA JEANS 86% ALGODÃO, 12% POLIÉSTER E 2% ELASTANO",Criança - 1 a 10 Anos,"Calça, Leggings e Capris",Meninas,"""Calça modelo jogger, confeccionada em jeans. Ideal para dias mais frios e looks super estilosos! A Calça Cogumelos é confeccionada em jeans, super leve e confortável. A peça possui modelagem jogger, que possui elástico na barra e no cós. A calça é estilosa e super confortável, sucesso entre as meninas. Além disso, a peça possui cadarço, bolsos frontais e detalhe de cogumelo aplicado.""",https://www.alphabeto.com/calca-cogumelos-55671/p,11-04-2022
Jardineira Infantil Menina Estampa Dino Color – Tam.1 a 10 anos,"149,95",JARDINEIRA EM POPELINE 100% ALGODÃO,Criança - 1 a 10 Anos,"Macacão, Macaquinho, Jardineiras, Jumpers e Salopetes",Meninas,"""Jardineira com estampa colorida. Confeccionada em popeline, ideal para brincadeiras ao ar livre! A Jardineira Dino Color possui estampa linda de dinossauros, com muita cor e alegria. A peça é confeccionada em popeline, 100% algodão, e possui modelagem reta, soltinha e confortável. Além disso, a jardineira conta com bolsos e detalhe de coração no busto, uma fofura!""",https://www.alphabeto.com/jardineira-dino-color-55677/p,11-04-2022
Vestido Infantil Colorido Estampa Fofura em Quadrinhos – Tam. 1 a 10 anos,"129,95",VESTIDO EM PARTE DE CIMA EM MALHA 100% ALGODÃO E PARTE DE BAIXO EM POPELINE 100% ALGODÃO,Criança - 1 a 10 Anos,Vestidos,Meninas,"""Vestido estampado, confeccionado em algodão. Ideal para passeios com a família e amiguinhos! O Vestido Fofura em Quadrinhos é lindo! A peça possui modelagem ampla, com manguinhas curtas e decote redondo. O vestido conta com busto confeccionado em malha listrada preta e branca, com estampa localizada e saia estampada super colorida em popeline, 100% algodão.""",https://www.alphabeto.com/vestido-fofura-em-quadrinhos-55656/p,11-04-2022
Casaco,,,Criança - 1 a 10 Anos,"Casacos, Jaquetas, Blazers, Capas, Kimonos, Casaquetos e Coletes",Meninas,Casaco quentinho com detalhe de lacinhos nos ombros e etiqueta termocolante na lateral.,https://www.alphabeto.com/casaco-53300/p,11-04-2022
Pijama,,,Criança - 1 a 10 Anos,Pijamas,Meninas,Pijama estampado e com mangas longas. Ótimo para dormir nos dias mais frios.,https://www.alphabeto.com/pijama-53303/p,11-04-2022
,,,,,,,https://www.alphabeto.com/pijama-53294/p,11-04-2022
Pijama,,,Criança - 1 a 10 Anos,Pijamas,Meninas,Pijama estampado e com mangas longas. Ótimo para dormir nos dias mais frios.,https://www.alphabeto.com/pijama-53304/p,11-04-2022
Pijama,,,Criança - 1 a 10 Anos,Pijamas,Meninas,Pijama estampado e com mangas longas. Ótimo para dormir nos dias mais frios.,https://www.alphabeto.com/pijama-53305/p,11-04-2022
Legging,,,Criança - 1 a 10 Anos,"Calça, Leggings e Capris",Meninas,Legging estampada para as meninas arrasarem no look!,https://www.alphabeto.com/legging-53315/p,11-04-2022
,,,,,,,https://www.alphabeto.com/bermuda-pirate-game-55458/p,11-04-2022
Casaco Infantil Menino Carro de Corrida – Tam. 1 a 10 anos – Azul,"129,95",CASACO EM MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Casacos e Jaquetas,Meninos,"Casaco infantil azul estampa “Carro de Corrida” para meninos de 3 a 12 meses, confeccionado em malha 100% algodão. O casaco infantil “Carro de Corrida” é muito quentinho e confortável. Possui capuz, barra em elástico, zíper frontal e bordado de carrinhos ao centro. Detalhes que trazem muito estilo e diferencial para a peça. Sua confecção em malha é ideal para o conforto do bebê, deixando os pequenos aquecidos e estilosos em um único look. Opção perfeita para os dias mais frios!",https://www.alphabeto.com/casaco-carro-de-corrida-55419/p,11-04-2022
Conjunto Infantil Menino Estampa Puiu – Tam.0 a 3 meses – Azul,"119,95",CONJUNTO EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"Conjunto infantil de casaco e calça “Piui Bichinho” para bebês recém-nascidos, confeccionado em ½ malha 100% algodão. Colorido e alegre, o conjunto infantil “Puiu Bichinho” é composto por duas peças: um casaquinho infantil branco com estampa de bichinhos e abotoamento frontal, e uma calça infantil azul com elástico no cós e estampa de coala nos pezinhos. Com confecção em malha 100% algodão, este conjunto infantil possui toque macio e suave, proporcionando o máximo de conforto as pequenos príncipes!",https://www.alphabeto.com/conjunto-puiu-bichinho-55544/p,11-04-2022
Camiseta Infantil Menino Big Dino – Tam.10 a 16 anos – Azul,"79,95",CAMISETA EM MALHA 95% ALGODÃO E 5% POLIÉSTER,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta azul com estampa localizada. Confeccionada em malha, versátil para o guarda-roupa dos meninos. A Camiseta Big Dino é confeccionada em malha 95% algodão na cor azul e estampa localizada de dinossauro. Além disso, a peça possui decote em V e tecido fresquinho, a opção perfeita para o dia a dia dos meninos e fica linda com bermudinhas e calças.""",https://www.alphabeto.com/camiseta-m-c-avulso-55615/p,11-04-2022
Conjunto Pijama Infantil Menino Estampa Avião Listrinhas – Tam.1 a 10 anos,"109,95",PIJAMA EM 1/2 MALHA 100% ALGODÃO,Criança - 1 a 10 Anos,Pijamas,Meninos,"""Conjunto de Pijama composto por calça e blusa, confeccionado em malha. Perfeito para as noites de sono dos pequeninos! O Pijama Avião Listrinhas é o conjuntinho é ideal para os pequenos curtirem suas noites de sono com muito aconchego e conforto. O pijaminha é composto por uma blusa de mangas longas, confeccionada em malha 100% algodão, com estampa listrada de aviãozinhos e uma calça também de malha, de mesma estampa com elástico no cós. O conjunto é uma graça, além de ser uma ótima dica de presente para os pequeninos!""",https://www.alphabeto.com/conj-pijama-avulso-55470/p,11-04-2022
Camiseta Infantil Manga Longa Menino Estampa Listras – Tam. 10 a 16 anos – Cinza,"109,95","CAMISETA EM MANGA LONGA COM PARTE DE BAIXO EM 1/2 MALHA FLAMÊ 100% ALG. E RESTANTE EM MOLETINHO 66,6% ALG. E 33,4% POLIÉSTER",Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta de manga longa listrada, confeccionada em malha. Ideal para dias mais frios! A Camiseta Listras é confeccionada em malha flamê, com estampa listrada das cores azul marinho e branco. A peça possui mangas longas e costas na cor cinza, além de detalhe de bolsinho caramelo em camurça no busto. A camiseta é ótima para dias mais frios e fica lindo com calças e casacos!""",https://www.alphabeto.com/camiseta-m-l-avulso-55618/p,11-04-2022
Conjunto Infantil Menino Robozinho Feliz – Tam.3 a 12 meses,"99,95",CONJUNTO EM CAMISETA EM 1/2 MALHA 100% ALGODÃO E CALÇA EM MOLETINHO 100% ALGODÃO,Bebês - 0 a 12 Meses,Conjuntos e Kits,Meninos,"""Conjunto para bebês, composto de blusa verde e calça estampada. Confeccionado em algodão, ideal para o inverno! O Conjunto Robozinho Feliz é composto por duas peças: uma blusa de manga comprida verde com estampa de robozinho em silk, e uma calça estampada, com elástico no cós. As peças do conjunto são confeccionadas em malha, 100% algodão, garantindo o máximo de conforto e aconchego para os pequenos!""",https://www.alphabeto.com/conjunto-avulso-55473/p,11-04-2022
Camiseta Infantil Menino Videogame – Tam.10 a 16 anos – Vermelho,"69,95",CAMISETA EM MALHA 50% ALGODÃO E 50% POLIÉSTER,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta vermelha com estampa localizada. Confeccionada em malha, ideal para passeios com a família e amigos! Essa camiseta é perfeita para os fãs de videogame! Confeccionada em malha vermelha, a peça possui estampa localizada de games, em alto relevo. A camiseta fica ótima quando combinada com bermudas e calças!""",https://www.alphabeto.com/camiseta-m-c-avulso-55612/p,11-04-2022
Camiseta Infantil Menino Street – Tam.10 a 16 anos – Branco,"69,95",CAMISETA EM 1/2 MALHA FLAMÊ 100% ALGODÃO,Miniteen - 10 a 14 Anos,L,Meninos,"""Camiseta branca com estampa localizada. Confeccionada em malha falmê, ideal para o dia a dia dos meninos! A Camiseta Street é confeccionada em malha falmê branca, 100% algodão, com estampa localizada de skate. A peça combina muito bem com bermudas e calças e pode ser usada durante todas as estações do ano. A camiseta possui decore redondo e é super confortável, ideal para os meninos nesta idade.""",https://www.alphabeto.com/camiseta-m-c-avulso-55614/p,11-04-2022
,,,,,,,https://www.alphabeto.com/camiseta-m-c-avulso-55454/p,11-04-2022
Camiseta Infantil Menino Caminhão Colorido - Tam. 1 a 10 anos - Azul/Amarelo,"49,95",CAMISETA EM 1/2 MALHA 100% ALGODÃO,Criança - 1 a 10 Anos,L,Meninos,"Camiseta infantil “Caminhão Colorido” para meninos de 1 a 10 anos, confeccionada em ½ malha 100% algodão, disponível nas cores azul e amarelo. A camiseta infantil “Caminhão Colorido” possui meia manga, gola redonda, modelagem reta e silk de caminhão com carrinhos, que deixa o look dos meninos mais colorido. Uma ótima opção para o dia a dia dos pequenos, pois sua confecção em malha 100% algodão possui tecido leve e toque macio, proporcionando conforto para as brincadeiras dos meninos. Perfeita para dias de muita diversão e passeios ao ar livre!",https://www.alphabeto.com/camiseta-caminhao-colorido-55277/p,11-04-2022
Macacão Brincadeira Arqueológica,"109,95",MACACÃO EM 1/2 MALHA 100% ALGODÃO,Bebês - 0 a 12 Meses,"Macacão, Pimpão, Jardineira e Macaquinho",Meninos,"""Macacão para bebês listrado. Confeccionado em meia malha. Perfeito para o dia a dia dos bebês! O Macacão Brincadeira Arqueológica é a peça que faltava no guarda-roupa dos pequenos. Confeccionado em meia malha, 100% algodão, o macacão possui estampa de listras cinza e detalhe de dinossauro bordado. A peça também conta com a manguinhas curtas e gola polo, além de abotoamento entre pernas e detalhe de botões no decote, o que garante o conforto e praticidade na hora de vestir os pequenos.""",https://www.alphabeto.com/macacao-brincadeira-arqueologica--55412/p,11-04-2022
Sunga Moda Praia Robô Listrinhas,"89,95",SUNGA EM LYCRA 90% POLIÉSTER E 10% ELASTANO,Criança - 1 a 10 Anos,"Moda Praia (Sunga P-M-G e GG, Blusa UV PP ao GG)",Meninos,"""Sunga estampada azul, confeccionada em lycra. Ideal para piscinas e praias! A Sunga Robô Listrinhas é perfeita para dias de sol e brincadeiras na praia. Ideal para tornar o banho de mar e piscina dos pequenos ainda mais divertidos. A peça possui modelagem boxer, com estampa de robô, em tons de azul, super fofa e elástico no cós. Além disso, a sunga acompanha embalagem exclusiva e super prática para guardar a peça!""",https://www.alphabeto.com/sunga-moda-praia-robo-listrinhas-55431/p,11-04-2022
