name,price,composition,gender,category,description,img_url,url,scrapped-at
Macaquinho Bebe Tinga,"R$ 189,00",100% Algodão Forro 100% Algodão,Bebês,Meninos,"Macaquinho desenvolvido em tecido 100% algodão com forro para bebês, com alças reguláveis por abotoamento, botões no entrepernas , e os desenhos de peixinhos da estampa Tinga.",https://lojafabula.vteximg.com.br/arquivos/ids/566955-799-1000/510725_17287_1-MACAQUINHO-BEBE-TINGA.jpg?v=637795215171700000,https://www.afabula.com.br/macaquinho-bebe-tinga-est-tinga-fundo-amarelo-caju---5-10725-17287/p,11-04-2022
,"R$ 129,00",,Bebês,Macacão,,,https://www.afabula.com.br/kit-body-e-babador-bebe-malha-bananica-est-bananica-fundo-off---5-11107-17054/p,11-04-2022
Camiseta Bebe Malha Listrada Ml,"R$ 98,00",Indefinida,Bebês,Meninos,"Camiseta listrada desenvolvida em malha de algodão para bebês, com vivo canelado e colorido na gola e nos punhos, mangas longas, e abotoamento no ombro .",,https://www.afabula.com.br/camiseta-bebe-malha-listrada-ml-off-white-5-11191-0024/p,11-04-2022
,"R$ 98,00",,Bebês,Macacão,"Camiseta de malha de algodão para bebês, com mangas curtas, recorte nos ombros, e estampa de dinossauros.",,https://www.afabula.com.br/body-bebe-malha-brabinha-est-brabinha-fundo-amarelo-caju-5-10811-17064/p,11-04-2022
,"R$ 198,00",,Bebês,Meninos,"Macacão de malha para bebês com mangas longas, abotoamento no ombro e no entrepernas garantindo o conforto da troca de roupa, pespontos coloridos nos punhos, e os desenhos coloridos do silk Igarapé.",,https://www.afabula.com.br/macacao-bebe-malha-silk-igarape-azul-yara-5-11279-02302/p,11-04-2022
Macaquinho Bebe Malha Igarape Colorido,"R$ 149,00",,Bebês,Meninos,"Macaquinho desenvolvido em malha de algodão para bebês, com alças reguláveis por abotoamento, bolso frontal, botões no entrepernas , e os desenhos da estampa Igarapé.",,https://www.afabula.com.br/macaquinho-bebe-malha-igarape-colorido-est-igarape-colorido-fundo-azul-yara---5-11274-17118/p,11-04-2022
,"R$ 159,00",,Bebês,Meninos,,,https://www.afabula.com.br/jardineira-bebe-malha-brincante-est-brincante-fundo-off-5-11245-17111/p,11-04-2022
Camiseta Bebe Malha Morraria,"R$ 89,00",100% Algodão,Bebês,Meninos,"Camiseta para bebês desenvolvida em malha de algodão, com abotoamento no ombro , mangas curtas, e os desenhos da estampa Morraria.",https://lojafabula.vteximg.com.br/arquivos/ids/570835-799-1000/511194_17121_1-CAMISETA-BEBE-MALHA-MORRARIA.jpg?v=637795242976130000,https://www.afabula.com.br/camiseta-bebe-malha-morraria-est-morraria-fundo-off---5-11194-17121/p,11-04-2022
Calca Bebe Moletom Fui Lagarta,"R$ 149,00","83,5% Algodão 16,5% Poliéster",Bebês,Calça,"Moda é pra brincar! Meia calça com os poás coloridos da estampa Pompom, para misturar com suas roupas favoritas.",https://lojafabula.vteximg.com.br/arquivos/ids/568619-799-1000/510813_17074_1-CALCA-BEBE-MOLETOM-FUI-LAGARTA.jpg?v=637795226401870000,https://www.afabula.com.br/calca-bebe-moletom-fui-lagarta-est-fui-lagarta-fundo-colorido-5-10813-17074/p,11-04-2022
Legging Bebe Malha Brabinha,"R$ 79,00",100% Algodão,Bebês,Calça,,https://lojafabula.vteximg.com.br/arquivos/ids/569950-799-1000/511124_17064_1-LEGGING-BEBE-MALHA-BRABINHA.jpg?v=637795231604970000,https://www.afabula.com.br/legging-bebe-malha-brabinha-est-brabinha-fundo-amarelo-caju---5-11124-17064/p,11-04-2022
Vestido Bebe Malha Bichinho,"R$ 129,00",100% Algodão,Bebês,Vestido,"Vestido infantil desenvolvido em malha de algodão, com babado nas mangas curtas, saia rodada, abotoamento frontal , e os desenhos coloridos da estampa Bichinho.",https://lojafabula.vteximg.com.br/arquivos/ids/568977-799-1000/510979_17059_1-VESTIDO-BEBE-MALHA-BICHINHO.jpg?v=637795227689230000,https://www.afabula.com.br/vestido-bebe-malha-bichinho-est-bichinho-fundo-laranja-guara---5-10979-17059/p,11-04-2022
,"R$ 89,00",,Bebês,Meninos,"Camiseta de malha listradinha para bebês com mangas curtas, e abotoamento nos ombros .",,https://www.afabula.com.br/camiseta-bebe-malha-listradinha-verde-esperanca-5-09802-02005/p,11-04-2022
,"R$ 98,00",,Bebês,Kit,,,https://www.afabula.com.br/kit-calcinha-bebe-malha-estrelinha-est-estrelinha-lua-fundo-rosa-rita-5-10287-14594/p,11-04-2022
,"R$ 149,00",,Bebês,Macacão,"Body saia para bebês com mangas curtas, saia rodada, recorte nos ombros, botões no entrepernas para facilitar a troca de roupa , e divertido silk frontal.",,https://www.afabula.com.br/body-saia-bebe-silk-flor-oculos-turquesa-barbado-5-09568-02004/p,11-04-2022
,"R$ 179,00",,Bebês,Meninos,"Macaquinho de malha listrada para bebês, com bolso frontal, e botões nas alças e no entrepernas para garantir o conforto da troca de roupa.",,https://www.afabula.com.br/macaquinho-bebe-malha-listra-cinza-off-white-5-09662-0024/p,11-04-2022
,"R$ 79,00",,Bebês,Acessório,,,https://www.afabula.com.br/babador-silk-frutinhas-off-white-5-09608-0024/p,11-04-2022
,"R$ 159,00",,Bebês,Meninos,,,https://www.afabula.com.br/macaquinho-bebe-malha-silk-tudo-azul-azul-aquario-5-11269-02349/p,11-04-2022
,"R$ 119,90",,Bebês,Calçado,"Sandália para bebês da parceria Fábula + Mini Melissa. O calçado de plástico preto transparente vem com solado estampado, fecho regulável/b>, e aplicação de planeta na parte frontal . Para brincar de vestir!",,https://www.afabula.com.br/mini-melissa-possession-fabula-bb-preto-5-11518-0013/p,11-04-2022
,"R$ 98,00",,Bebês,Acessório,,,https://www.afabula.com.br/touca-bebe-malha-brabinha-est-brabinha-fundo-amarelo-caju---5-11158-17064/p,11-04-2022
Kit Calcinha Bebe Malha Pompom,"R$ 129,00",100% Algodão Combinação 100% Algodão,Bebês,Kit,,https://lojafabula.vteximg.com.br/arquivos/ids/567360-799-1000/510896_17062_5-KIT-CALCINHA-BEBE-MALHA-POMPOM.jpg?v=637795216799300000,https://www.afabula.com.br/kit-calcinha-bebe-malha-pompom-est-pompom-fundo-off-5-10896-17062/p,11-04-2022
Macaquinho Bebe Malha Fantasia Brabinha,"R$ 189,00",100% Algodão Forro 96% Algodão 4% Elastano,Bebês,Macacão,"Macaquinho de malha de algodão com forro para bebês. A roupa vem com orelhinhas no capuz , mangas curtas, abotoamento frontal e no entrepernas , e os desenhos da estampa Brabinha.",https://lojafabula.vteximg.com.br/arquivos/ids/568797-799-1000/510901_17064_1-MACAQUINHO-BEBE-MALHA-FANTASIA-BRABINHA.jpg?v=637795227041430000,https://www.afabula.com.br/macaquinho-bebe-malha-fantasia-brabinha-est-brabinha-fundo-amarelo-caju-5-10901-17064/p,11-04-2022
Kit Meias Bebe Jurarazinho,"R$ 69,00",Indefinida,Bebês,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/571024-799-1000/511241_0000_1-KIT-MEIAS-BEBE-JURARAZINHO.jpg?v=637795243733930000,https://www.afabula.com.br/kit-meias-bebe-jurarazinho-colorido-5-11241-0000/p,11-04-2022
,"R$ 98,00",,Bebês,Macacão,,,https://www.afabula.com.br/body-bebe-malha-silk-currupaquinho-off-white-5-11080-0024/p,11-04-2022
Sandália Bebê Monstrengo,"R$ 89,40",,Bebês,Meninos,"Sandália para bebês com fecho regulável , palmilha estampada, e desenho na tira da peça, desenvolvida em algodão . Calçado leve e confortável, garantindo o conforto dos pequenos!",,https://www.afabula.com.br/sandalia-bebe-monstrengo-preto-5-06904-0013/p,11-04-2022
Camiseta Bebê Listra Marinho Ml,"R$ 53,40",Indefinida,Bebês,Meninos,"Camiseta listrada para bebês com detalhe de vivo colorido, e botões no ombro para garantir o conforto da troca de roupa.",https://lojafabula.vteximg.com.br/arquivos/ids/280051-799-1000/506926_0024_1-CAMISETA-BEBE-LISTRA-MARINHO-ML.jpg?v=637172260002270000,https://www.afabula.com.br/camiseta-bebe-listra-marinho-ml-off-white-5-06926-0024/p,11-04-2022
Sandalia Bebe Feras Do Mar,"R$ 95,40",Indefinida,Bebês,Calçado,,https://lojafabula.vteximg.com.br/arquivos/ids/500489-799-1000/508349_0013_1-SANDALIA-BEBE-FERAS-DO-MAR.jpg?v=637550807084970000,https://www.afabula.com.br/sandalia-bebe-feras-do-mar-preto-5-08349-0013/p,11-04-2022
Macaquinho Bebe Malha Jurarazinho,"R$ 149,00",100% Algodão,Bebês,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/578061-799-1000/511389_17119_1-MACAQUINHO-BEBE-MALHA-JURARAZINHO.jpg?v=637813362890170000,https://www.afabula.com.br/macaquinho-bebe-malha-jurarazinho-est-jurarazinho-fundo-preto-5-11389-17119/p,11-04-2022
Moletom Bb Listrado,"R$ 83,40",.,Bebês,Casaco,"Casaco moletom bebê listrado com bolso na frente, capuz e abertura na frente com zíper. 100% algodão",https://lojafabula.vteximg.com.br/arquivos/ids/233337-799-1000/505154_0013_1-MOLETOM-BB-LISTRADO.jpg?v=636906856254070000,https://www.afabula.com.br/moletom-bb-listrado-preto-5-05154-0013/p,11-04-2022
Kit Meia Bebe Sol e Chuva,"R$ 41,40",Indefinida,Bebês,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/503499-799-1000/509259_0027_1-KIT-MEIA-BEBE-SOL-E-CHUVA.jpg?v=637551117901500000,https://www.afabula.com.br/kit-meia-bebe-sol-e-chuva-colorido-5-09259-0027/p,11-04-2022
Short Sarja Risquinhos Rosa,"R$ 189,00",98% Algodão 2% Elastano,Meninas,Saia / Short,"Short infantil de sarja colorida estampada com risquinhos, com mistura de elastano priorizando o conforto, bolsos, barra fraldada, passadores e abotoamento no cós.",https://lojafabula.vteximg.com.br/arquivos/ids/518657-799-1000/509783_14140_1-SHORT-SARJA-RISQUINHOS-ROSA.jpg?v=637582708022770000,https://www.afabula.com.br/short-sarja-risquinhos-rosa-est-risquinhos-fundo-rosa-sonho-5-09783-14140/p,11-04-2022
Short Sarja Color,"R$ 179,00",Indefinida,Meninas,Saia / Short,"Short infantil de sarja colorida, com bolsos, barra fraldada, elástico , passadores e abotoamento no cós.",https://lojafabula.vteximg.com.br/arquivos/ids/518774-799-1000/509784_02000_1-SHORT-SARJA-COLOR.jpg?v=637582709034600000,https://www.afabula.com.br/short-sarja-color-rosa-sonho-5-09784-02000/p,11-04-2022
Short Sarja Color,"R$ 179,00",Indefinida,Meninas,Saia / Short,"Short infantil de sarja colorida, com bolsos, barra fraldada, elástico , passadores e abotoamento no cós.",https://lojafabula.vteximg.com.br/arquivos/ids/560815-799-1000/509784_02004_1-SHORT-SARJA-COLOR.jpg?v=637735437070470000,https://www.afabula.com.br/short-sarja-color-turquesa-barbado-5-09784-02004/p,11-04-2022
Calça Bebe Malha Currupaquinho,"R$ 149,00",,Bebês,Calça,,,https://www.afabula.com.br/calca-bebe-malha-currupaquinho-est-currupaquinho-fundo-off---5-10815-17068/p,11-04-2022
Jardineira Bebe Fitta,"R$ 198,00",100% Algodão,Bebês,Macacão,"Jardineira para bebês desenvolvida em tecido 100% algodão , com babado nas alças, regulagem por abotoamento + acabamento elástico nas costas, botões no entrepernas garantindo o conforto da troca de roupa, plissado com pala na cintura, e os desenhos coloridos da estampa Fitta. Essa é uma peça da parceria Fábula + Alberto Pitta.",https://lojafabula.vteximg.com.br/arquivos/ids/575218-799-1000/511425_17530_1-JARDINEIRA-BEBE-FITTA.jpg?v=637798671516800000,https://www.afabula.com.br/jardineira-bebe-fitta-est-fitta-fundo-azul-aquario---5-11425-17530/p,11-04-2022
Calça Martim,"R$ 131,40",,Meninos,Calça,"Calça infantil de sarja colorida com bolsos, e cós com botão + passadores. Desenvolvida em algodão, a roupa traz leveza e conforto para o dia a dia dos pequenos!",,https://www.afabula.com.br/calca-martim-verde-tijuca-5-06938-8005/p,11-04-2022
Bata Bebe Tinga Ml,"R$ 179,00",100% Algodão,Bebês,Meninos,"Camisa para bebês desenvolvida em tecido 100% algodão com mangas curtas, golinha, abotoamento e bolso frontal , pala nas costas, e os desenhos coloridos da estampa Mateiro.",https://lojafabula.vteximg.com.br/arquivos/ids/568498-799-1000/510796_17287_1-BATA-BEBE-TINGA-ML.jpg?v=637795225985770000,https://www.afabula.com.br/bata-bebe-tinga-ml-est-tinga-fundo-amarelo-caju---5-10796-17287/p,11-04-2022
Calça Martim,"R$ 131,40",100% Algodão,Meninos,Calça,"Calça infantil de sarja colorida com bolsos, e cós com botão + passadores. Desenvolvida em algodão, a roupa traz leveza e conforto para o dia a dia dos pequenos!",https://lojafabula.vteximg.com.br/arquivos/ids/294297-799-1000/506938_8007_1-CALCA-MARTIM.jpg?v=637214486613770000,https://www.afabula.com.br/calca-martim-cinza-cimento-5-06938-8007/p,11-04-2022
Mala Dino,"R$ 161,40",Indefinida,Meninos,Acessório,Mala infantil superdivertida em formato de Dinossauro. Acessório com fecho por zíper e alça regulável .,,https://www.afabula.com.br/mala-dino-colorido-5-07148-0000/p,11-04-2022
Mochila Et,"R$ 118,80",Indefinida,Meninos,Acessório,"Mochila verde infantil para carregar brinquedos e histórias!
O acessório de plástico transparente vem em divertido formato de Et, com fecho por zíper, e alças reguláveis .",,https://www.afabula.com.br/mochila-et-verde-campestre-5-08240-8266/p,11-04-2022
Calça Carpinteiro,"R$ 143,40",Indefinida,Meninos,Calça,"Calça cinza infantil em modelo utilitário, com bolsos, cós com passadores e regulagem por amarração .",https://lojafabula.vteximg.com.br/arquivos/ids/454855-799-1000/509084_01009_1-CALCA-CARPTINTEIRO.jpg?v=637503093276500000,https://www.afabula.com.br/calca-carpinteiro-cinza-nublado-5-09084-01009/p,11-04-2022
Meia Cano Alto Jogador,"R$ 29,40",Indefinida,Meninos,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/535456-799-1000/509313_0000_1-MEIA-CANO-ALTO-JOGADOR.jpg?v=637649027967130000,https://www.afabula.com.br/meia-cano-alto-jogador-colorido-5-09313-0000/p,11-04-2022
Calca Martim,"R$ 131,40",Indefinida,Meninos,Calça,"Calça marrom para crianças, com bolsos, abotoamento e passadores no cós.",https://lojafabula.vteximg.com.br/arquivos/ids/534634-799-1000/508825_0000_1-CALCA-MARTIM.jpg?v=637649011664100000,https://www.afabula.com.br/calca-martim-colorido-5-08825-0000/p,11-04-2022
Estojo Dino,"R$ 79,00",Indefinida,Meninos,Acessório,"Estojo preto com formato divertido, zíper , detalhe especial no puxador, e estampa de dinossauro.",https://lojafabula.vteximg.com.br/arquivos/ids/548014-799-1000/511492_15180_1-ESTOJO-DINO.jpg?v=637681049845630000,https://www.afabula.com.br/estojo-dino-est-astrossauro-fundo-preto-5-11492-15180/p,11-04-2022
Estojo Tuba Tuba,"R$ 79,00",Indefinida,Meninos,Acessório,"Estojo azul com formato quadrado, zíper e estampa de tubarões .",https://lojafabula.vteximg.com.br/arquivos/ids/548352-799-1000/511481_15179_1-ESTOJO-TUBA-TUBA.jpg?v=637686315078730000,https://www.afabula.com.br/estojo-tuba-tuba-est-tuba-tuba-fundo-azul-sideral-5-11481-15179/p,11-04-2022
Camiseta Silk Som Do Mar,"R$ 89,00",Indefinida,Meninos,Blusa,,https://lojafabula.vteximg.com.br/arquivos/ids/559459-799-1000/510251_02051_1-CAMISETA-SILK-SOM-DO-MAR.jpg?v=637721586107670000,https://www.afabula.com.br/camiseta-silk-som-do-mar-areia-5-10251-02051/p,11-04-2022
Casaco Sauro Maranhensis,"R$ 398,00",100% Algodão Forro 100% Algodão,Meninos,Casaco,,https://lojafabula.vteximg.com.br/arquivos/ids/564809-799-1000/510934_17103_1-CASACO-SAURO-MARANHENSIS.jpg?v=637794405853200000,https://www.afabula.com.br/casaco-sauro-maranhensis-est-sauro-maranhesis-fundo-preto-5-10934-17103/p,11-04-2022
Short Sarja Pompom,"R$ 198,00",Indefinida,Meninas,Saia / Short,"Short infantil de sarja colorida com barra dobrada e desfiada, cós com abotoamento, bolsos, e aplicação de pompom colorido nas laterais.",https://lojafabula.vteximg.com.br/arquivos/ids/521143-799-1000/509991_02003_1-SHORT-SARJA-POMPOM.jpg?v=637582732845130000,https://www.afabula.com.br/short-sarja-pompom-laranja-murici-5-09991-02003/p,11-04-2022
Sunga Tuba Tuba,"R$ 98,00",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Meninos,Praia,,https://lojafabula.vteximg.com.br/arquivos/ids/569079-799-1000/511009_17520_1-SUNGA-TUBA-TUBA.jpg?v=637795228084200000,https://www.afabula.com.br/sunga-tuba-tuba-est-tuba-tuba-fundo-preto-5-11009-17520/p,11-04-2022
Camiseta Silk Jurarazinho,"R$ 98,00",100% Algodão,Meninos,Blusa,,https://lojafabula.vteximg.com.br/arquivos/ids/571506-799-1000/511313_02306_1-CAMISETA-SILK-JURARAZINHO.jpg?v=637795245585770000,https://www.afabula.com.br/camiseta-silk-jurarazinho-verde-pilar-5-11313-02306/p,11-04-2022
Calca Beleza Pura Verde,"R$ 229,00",100% Algodão,Meninos,Calça,"Calça infantil desenvolvida em tecido 100% algodão , com cós de elástico regulável por amarração , bolsos, acabamentos de elástico nos tornozelos, e o mix colorido da estampa Beleza Pura. Essa é uma peça da parceria Fábula + Alberto Pitta.",https://lojafabula.vteximg.com.br/arquivos/ids/575215-799-1000/511451_17534_1-CALCA-BELEZA-PURA-VERDE.jpg?v=637798671508500000,https://www.afabula.com.br/calca-beleza-pura-verde-est-beleza-pura-verde-pilar-fundo-off---5-11451-17534/p,11-04-2022
Camiseta Bebe Malha Tom Sobre Tom,"R$ 98,00",100% Algodão,Bebês,Meninos,"Camiseta de malha de algodão para bebês, com mangas curtas, recorte nos ombros, e estampa de dinossauros.",https://lojafabula.vteximg.com.br/arquivos/ids/575093-799-1000/511428_02309_1-CAMISETA-BEBE-MALHA-TOM-SOBRE-TOM.jpg?v=637795278449730000,https://www.afabula.com.br/camiseta-bebe-malha-tom-sobre-tom-cinza-5-11428-02309/p,11-04-2022
Rib Floriazinha,"R$ 55,30",97% Algodão 3% Elastano,Bazar,Camiseta,"Regata infantil em malha rib canelada, com vivo colorido, e estampa de Florzinhas.",https://lojafabula.vteximg.com.br/arquivos/ids/554794-799-1000/510302_14484_1-RIB-FLORIAZINHA.jpg?v=637710534127930000,https://www.afabula.com.br/rib-floriazinha-est-floriazinha-off-5-10302-14484/p,11-04-2022
Body Bebe Listrado Colorido,"R$ 169,00",100% Algodão,Bebês,Macacão,"Body para bebês desenvolvido em tecido listrado 100% algodão , com alças duplas reguláveis por amarração , babado sobreposto no decote, e abotoamento no entrepernas .",https://lojafabula.vteximg.com.br/arquivos/ids/562235-799-1000/510552_017_1-BODY-BEBE-LISTRADO-COLORIDO.jpg?v=637750911052200000,https://www.afabula.com.br/body-bebe-listrado-colorido-listrado-colorido-5-10552-017/p,11-04-2022
Macaquinho Bebe Silk Festança Flor,"R$ 111,30",100% Algodão,Bazar,Macacão,"Macaquinho para bebês desenvolvido em tecido 100% algodão , com babado nas mangas curtas, abotoamento no ombro e no entrepernas para garantir o conforto da troca de roupa, e os desenhos coloridos do silk Festança Flor.",https://lojafabula.vteximg.com.br/arquivos/ids/554537-799-1000/510273_0024_1-MACAQUINHO-BEBE-SILK-FESTANCA-FLOR.jpg?v=637710462593400000,https://www.afabula.com.br/macaquinho-bebe-silk-festanca-flor-off-white-5-10273-0024/p,11-04-2022
Camiseta Bebe Silk Figurinha,"R$ 89,00",100% Algodão,Bebês,Camiseta,,https://lojafabula.vteximg.com.br/arquivos/ids/556795-799-1000/510270_0024_1-CAMISETA-BEBE-SILK-FIGURINHA.jpg?v=637713820928030000,https://www.afabula.com.br/camiseta-bebe-silk-figurinha-off-white-5-10270-0024/p,11-04-2022
Fantasia Robotagem,"R$ 339,00",100% Poliamida Detalhe 100% Poliéster,Meninas,Fantasia,,https://lojafabula.vteximg.com.br/arquivos/ids/576179-799-1000/510419_0000_1-FANTASIA-ROBOTAGEM.jpg?v=637813305173770000,https://www.afabula.com.br/fantasia-robotagem-colorido-5-10419-0000/p,11-04-2022
Sunga Crunch Laranja,"R$ 68,60",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Bazar,Praia,"Sunga para crianças. A peça vem toda forrada , com mistura de elastano para priorizar o conforto, e os desenhos da estampa Crunch. Parceira dos dias de sol!",https://lojafabula.vteximg.com.br/arquivos/ids/552657-799-1000/510478_14800_1-SUNGA-BLITZ.jpg?v=637705368267900000,https://www.afabula.com.br/sunga-crunch-laranja-est-crunch-laranja-5-10478-14800/p,11-04-2022
Bermuda Moletom Trio Eletrico,"R$ 104,30","83,5% Algodão 16,5% Poliéster",Bazar,Bermuda,"Bermuda de moletom para crianças, com cós de elástico regulável por amarração , bolsos, e os desenhos coloridos da estampa Trio Elétrico.",https://lojafabula.vteximg.com.br/arquivos/ids/553609-799-1000/510227_14555_1-BERMUDA-MOLETOM-TRIO-ELETRICO.jpg?v=637710399471500000,https://www.afabula.com.br/bermuda-moletom-trio-eletrico-est-trio-eletrico-fundo-verde-5-10227-14555/p,11-04-2022
Vestido Listra Dourada,"R$ 359,00",99% Algodão 1% Poliéster Forro 100% Algodão,Meninas,Vestido,,https://lojafabula.vteximg.com.br/arquivos/ids/561738-799-1000/510279_0023_1-VESTIDO-LISTRA-DOURADA.jpg?v=637747632669170000,https://www.afabula.com.br/vestido-listra-dourada-xadrez-lurex-5-10279-0023/p,11-04-2022
Bermuda Moletom Crunch,"R$ 104,30","83,5% Algodão 16,5% Poliéster",Bazar,Bermuda,"Bermuda de moletom para crianças, com cós de elástico regulável por amarração , bolsos, e os desenhos da estampa Crunch.",https://lojafabula.vteximg.com.br/arquivos/ids/561969-799-1000/510221_14867_1-BERMUDA-MOLETOM-CRUNCH.jpg?v=637750908919470000,https://www.afabula.com.br/bermuda-moletom-crunch-est-crunch-marinho-blues-5-10221-14867/p,11-04-2022
Macaquinho De Praia Uv Bebe Tubarão Elét,"R$ 118,30",82% Poliamida 18% Elastano,Bazar,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/557472-799-1000/510514_14812_1-MACAQUINHO-DE-PRAIA-UV-BEBE-TUBARAO-ELET.jpg?v=637713846186470000,https://www.afabula.com.br/macaquinho-de-praia-uv-bebe-tubarao-elet-tubarao-eletrico-off-5-10514-14812/p,11-04-2022
Short Bebe Azedinha,"R$ 97,30",100% Algodão,Bazar,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/557512-799-1000/510145_14546_1-SHORT-BEBE-AZEDINHA.jpg?v=637713855509500000,https://www.afabula.com.br/short-bebe-azedinha-est-azedinha-fundo-off-5-10145-14546/p,11-04-2022
Camisa Samba Canção,"R$ 198,00",100% Algodão,Meninos,Camisa,"Macacão infantil de malha de algodão na estampa Cuquinha com desenhos de estrelas no elástico dos tornozelos e das alças, bolsos, decote quadrado, e costas transpassadas.",https://lojafabula.vteximg.com.br/arquivos/ids/550605-799-1000/510072_14488_1-CAMISA-SAMBA-CANCAO.jpg?v=637705341276170000,https://www.afabula.com.br/camisa-samba-cancao-est-samba-cancao--fundo-preto-5-10072-14488/p,11-04-2022
Camisa Listra Colorida,"R$ 179,00",100% Algodão,Meninos,Camisa,"Camisa listrada infantil desenvolvida em tecido 100% algodão , com mangas curtas, pala nas costas, bolso e abotoamento frontal .",https://lojafabula.vteximg.com.br/arquivos/ids/552415-799-1000/510365_0004_1-CAMISA-LISTRA-COLORIDA.jpg?v=637705360965770000,https://www.afabula.com.br/camisa-listra-colorida-listrado-colorido-5-10365-0004/p,11-04-2022
Colar Frutas,"R$ 98,00",Indefinida,Meninas,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/561712-799-1000/510378_0000_1-COLAR-FRUTAS.jpg?v=637747632394870000,https://www.afabula.com.br/colar-frutas-colorido-5-10378-0000/p,11-04-2022
Bolsa Planeta Disco,"R$ 159,00",Indefinida,Meninas,Bolsa / Mochila,,https://lojafabula.vteximg.com.br/arquivos/ids/562412-799-1000/510385_0000_1-BOLSA-PLANETA-DISCO.jpg?v=637751106182030000,https://www.afabula.com.br/bolsa-planeta-disco-colorido-5-10385-0000/p,11-04-2022
Camiseta Silk Praia,"R$ 79,00",100% Algodão,Meninos,Blusa,,https://lojafabula.vteximg.com.br/arquivos/ids/557847-799-1000/510249_02056_1-CAMISETA-SILK-PRAIA.jpg?v=637713857454470000,https://www.afabula.com.br/camiseta-silk-praia-azul-azedinha-5-10249-02056/p,11-04-2022
Camisa Beach Boys Off,"R$ 132,30",100% Algodão,Bazar,Camisa,"Camisa off white infantil desenvolvida em tecido 100% algodão com mangas curtas, bolsos e abotoamento frontal , pala com prega nas costas, e os desenhos coloridos da estampa Beach Boys.",https://lojafabula.vteximg.com.br/arquivos/ids/550948-799-1000/510132_14803_1-CAMISA-RESTINGA.jpg?v=637705343127800000,https://www.afabula.com.br/camisa-beach-boys-off-est-beach-boys-off-5-10132-14803/p,11-04-2022
Vestido Elaborado Bordado Baby,"R$ 379,00",99% Algodão 1% Poliéster Forro 100% Algodão,Meninas,Vestido,,https://lojafabula.vteximg.com.br/arquivos/ids/557830-799-1000/510276_0023_1-VESTIDO-ELABORADO-BORDADO-BABY.jpg?v=637713857397700000,https://www.afabula.com.br/vestido-elaborado-bordado-baby-xadrez-lurex-5-10276-0023/p,11-04-2022
Colar Figurinha,"R$ 98,00",Indefinida,Meninas,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/556025-799-1000/510377_0000_1-COLAR-FIGURINHA.jpg?v=637713810236970000,https://www.afabula.com.br/colar-figurinha-colorido-5-10377-0000/p,11-04-2022
Camiseta Bebe Malha Tubarao Eletrico,"R$ 62,30",100% Algodão,Bazar,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/556462-799-1000/510164_14502_1-CAMISETA-BEBE-MALHA-TUBARAO-ELETRICO.jpg?v=637713819241970000,https://www.afabula.com.br/camiseta-bebe-malha-tubarao-eletrico-est-tubarao-eletrico-5-10164-14502/p,11-04-2022
Colar Figurinha,"R$ 98,00",Indefinida,Meninas,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/556056-799-1000/510377_0099_1-COLAR-FIGURINHA.jpg?v=637713810398900000,https://www.afabula.com.br/colar-figurinha-uva-5-10377-0099/p,11-04-2022
Kit Body e Babador Bebe Malha Fanfarra,"R$ 83,30",100% Algodão,Bazar,Meninos,"Kit para bebês desenvolvido em malha de algodão na estampa Fanfarra. O kit acompanha body de mangas curtas, botões no entrepernas , e babador com abotoamento combinando.",https://lojafabula.vteximg.com.br/arquivos/ids/551258-799-1000/510169_14496_1-KIT-BODY-E-BABADOR-BEBE-MALHA-FANFARRA.jpg?v=637705344974470000,https://www.afabula.com.br/kit-body-e-babador-bebe-malha-fanfarra-est-fanfarra--fundo-mescla-5-10169-14496/p,11-04-2022
Vestido Longo Babados,"R$ 249,00",100% Algodão Forro 100% Algodão,Meninas,Vestido,,https://lojafabula.vteximg.com.br/arquivos/ids/562461-799-1000/510520_0003_1-VESTIDO-LONGO-BABADOS.jpg?v=637751106411070000,https://www.afabula.com.br/vestido-longo-babados-off-white-5-10520-0003/p,11-04-2022
Calça Bebe Moletom Listrado Azul,"R$ 149,00",Indefinida,Bebês,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/583900-799-1000/511188_0024_1-CALCA-BEBE-MOLETOM-LISTRADO-AZUL.jpg?v=637842510510400000,https://www.afabula.com.br/calca-bebe-moletom-listrado-azul-off-white-5-11188-0024/p,11-04-2022
