name,price,composition,gender,category,description,img_url,url,scrapped-at
Camiseta Malha Currupaco,"R$ 98,00",100% Algodão,Meninos,Blusa,,,https://www.afabula.com.br/camiseta-malha-currupaco-est-currupaco-fundo-amarelo-5-10838-17115/p,11-04-2022
Salopete Bebe Xadrez Aurora,"R$ 159,00",100% Algodão,Bebês,Acessório,"Top xadrez para crianças, desenvolvido em tecido 100% algodão , com alças, decote quadrado, e franzido de lastex no busto.",https://lojafabula.vteximg.com.br/arquivos/ids/565877-799-1000/510718_0007_1-SALOPETE-BEBE-XADREZ-AURORA.jpg?v=637795208932100000,https://www.afabula.com.br/salopete-bebe-xadrez-aurora-xadrez-aurora-5-10718-0007/p,11-04-2022
Camisa Abacaxiii,"R$ 229,00",100% Algodão,Meninos,Camisa,"Camisa infantil com golinha, abotoamento frontal , pala com prega nas costas, mangas curtas, e os desenhos coloridos da estampa.",https://lojafabula.vteximg.com.br/arquivos/ids/576735-799-1000/510749_17285_1-CAMISA-ABACAXIII.jpg?v=637813350655230000,https://www.afabula.com.br/camisa-abacaxiii-est-abacaxi-off-5-10749-17285/p,11-04-2022
,,,,,,,https://www.afabula.com.br/camiseta-malha-jurarazinho-est-jurarazinho-fundo-preto-5-10841-17119/p,11-04-2022
,,,,,,,https://www.afabula.com.br/pochete-bicho-do-mato-est-mateiro-fundo-preto---5-12343-17096/p,11-04-2022
,"R$ 38,40",,Meninas,Acessório,"Moda é pra brincar! Versão amarela da meia calça de poás, para misturar com suas peças favoritas!",,https://www.afabula.com.br/meia-calca-poa-azul-off-5-05926-0011/p,11-04-2022
Colar Borboletinha,"R$ 47,40",,Meninas,Acessório,,,https://www.afabula.com.br/colar-borboletinha-colorido-5-07965-0000/p,11-04-2022
,,,,,,,https://www.afabula.com.br/macaquinho-malha-brilho-est-brilho-fundo-colorido-5-09360-14062/p,11-04-2022
,,,,,,,https://www.afabula.com.br/macaquinho-bebe-malha-silk-quer-banana-cinza-mescla-5-09664-0195/p,11-04-2022
,,,,,,,https://www.afabula.com.br/calca-bebe-malha-ploft-est-ploft-fundo-p-b---5-09585-14081/p,11-04-2022
,,,,,,,https://www.afabula.com.br/macacao-malha-araboia-est-araboia-fundo-turquesa-babado-5-09375-14057/p,11-04-2022
,,,,,,,https://www.afabula.com.br/pijama-bebe-malha-carona-est-carona-fundo-turquesa-barbado---5-09657-14088/p,11-04-2022
,,,,,,,https://www.afabula.com.br/macacao-bebe-tomate-est-tomate-fundo-off---5-09330-14026/p,11-04-2022
Pijama Conjunto Onça,"R$ 118,80",100% Algodão Combinação 100% Algodão,Bazar,Acessório,"Pijama para crianças desenvolvido em tecido 100% algodão . A roupa com estampa de Onça vem com t-shirt, short, máscara de dormir e saquinho combinando . 
Cheio de conforto para colecionar sonhos!",,https://www.afabula.com.br/pijama-conjunto-onca-est-pele-fundo-off-5-09501-14145/p,11-04-2022
,,,,,,,https://www.afabula.com.br/colar-micanga-arara-colorido-5-07044-0000/p,11-04-2022
,,,,,,,https://www.afabula.com.br/tic-tac-frutas-colorido-5-07733-0000/p,11-04-2022
Pochete Melancia,"R$ 83,40",,Meninas,Acessório,,,https://www.afabula.com.br/pochete-melancia-colorido-5-07206-0000/p,11-04-2022
,,,,,,,https://www.afabula.com.br/chapeu-pelu-est-onca-5-07564-8003/p,11-04-2022
,"R$ 53,40",,Bazar,Calça,"Legging infantil desenvolvida em malha de algodão, com elástico listrado colorido no cós e nos tornozelos , e os desenhos divertidos da estampa Stickos",,https://www.afabula.com.br/legging-stickos-est-stickos-fundo-off-5-09325-14070/p,11-04-2022
Colar Cajuzinho,"R$ 47,40",,Meninas,Acessório,,,https://www.afabula.com.br/colar-cajuzinho-colorido-5-07969-0000/p,11-04-2022
,,,,,,,https://www.afabula.com.br/kit-cueca-bichos-colorido-5-09745-0000/p,11-04-2022
,,,,,,,https://www.afabula.com.br/kit-cueca-galerinha-colorido-5-09746-0000/p,11-04-2022
,,,,,,,https://www.afabula.com.br/short-nino-bebe-bentinho-est-bentinho-fundo-laranja-murici---5-09502-14083/p,11-04-2022
,,,,,,,https://www.afabula.com.br/macaquinho-bebe-frutifera-est-frutifera-fundo-amarelo-solar-5-09332-14033/p,11-04-2022
,,,,,,,https://www.afabula.com.br/meia-calca-feijonca-colorido-5-07913-0000/p,11-04-2022
Pijama Conjunto Malha Jacare,"R$ 131,40",,Bazar,Acessório,,,https://www.afabula.com.br/pijama-conjunto-malha-jacare-turquesa-barbados-5-09499-02004/p,11-04-2022
Camiseta Silk Space Hits,"R$ 68,60",100% Algodão,Bazar,Blusa,,https://lojafabula.vteximg.com.br/arquivos/ids/556718-799-1000/510239_0013_1-CAMISETA-SILK-SPACE-HITS.jpg?v=637713820622530000,https://www.afabula.com.br/camiseta-silk-space-hits-preto-5-10239-0013/p,11-04-2022
Camisa Funky,"R$ 132,30",42% Algodão 38% Viscose 14% Modal 6% Linho,Bazar,Camisa,"Camisa infantil com mangas curtas, abotoamento e bolso frontal , pala com prega nas costas, e os desenhos da estampa Funky.",https://lojafabula.vteximg.com.br/arquivos/ids/556434-799-1000/510074_14545_1-CAMISA-FUNKY.jpg?v=637713819144500000,https://www.afabula.com.br/camisa-funky-est-funky-fundo-areia-5-10074-14545/p,11-04-2022
Macaquinho Silk Energia,"R$ 118,80",100% Algodão,Bazar,Macacão,"Macaquinho infantil desenvolvido em tecido 100% algodão com mangas curtas, abertura nas costas com abotoamento , e silk Energia na parte frontal",https://lojafabula.vteximg.com.br/arquivos/ids/544041-799-1000/509928_02000_1-MACAQUINHO-SILK-ENERGIA.jpg?v=637655105070430000,https://www.afabula.com.br/macaquinho-silk-energia-rosa-sonho-5-09928-02000/p,11-04-2022
Fantasia Superstar,"R$ 174,30",82% Poliamida 18% Elastano Detalhe 100% Algodao,Bazar,Fantasia,"Fantasia superstar para crianças em modelo de macacão estampado de estrelas com alças largas, capa colorida removível, e abotoamento nos ombros .",https://lojafabula.vteximg.com.br/arquivos/ids/558436-799-1000/510474_14516_1-FANTASIA-SUPERSTAR.jpg?v=637713865163200000,https://www.afabula.com.br/fantasia-superstar-est-superstar-off-fundo-off-5-10474-14516/p,11-04-2022
Macaquinho Bebe Malha Rocketman,"R$ 138,60",100% Algodão,Bazar,Macacão,"Macaquinho amarelo para bebês desenvolvido em malha de algodão, com capuz com orelhinhas, zíper frontal, abotoamento no entrepernas garantindo o conforto da troca de roupa, e os desenhos da estampa Rocketman.",https://lojafabula.vteximg.com.br/arquivos/ids/553871-799-1000/510115_14462_1-MACAQUINHO-BEBE-MALHA-ROCKETMAN.jpg?v=637710435154300000,https://www.afabula.com.br/macaquinho-bebe-malha-rocketman-est-rocketman-fundo-amarelo-carambola-5-10115-14462/p,11-04-2022
Pijama Camisola Bons Sonhos,"R$ 118,80",Indefinida,Bazar,Acessório,"Pijama camisola para crianças. A roupa rosa na estampa Bons Sonhos vem com máscara de dormir, e saquinho combinando . Cheio de conforto para colecionar sonhos!",https://lojafabula.vteximg.com.br/arquivos/ids/538927-799-1000/509504_02007_1-PIJAMA-CAMISOLA-BONS-SONHOS.jpg?v=637649051821400000,https://www.afabula.com.br/pijama-camisola-bons-sonhos-azul-sideral-5-09504-02007/p,11-04-2022
Jardineira Bebê Mister Jaca,"R$ 113,40",100% Algodão Forro 100% Algodão,Bazar,Meninos,"Jardineira para bebês desenvolvida em tecido 100% algodão com forro , botões nas alças reguláveis e no entrepernas , e os desenhos divertidos da estampa Jaca.",https://lojafabula.vteximg.com.br/arquivos/ids/537817-799-1000/509433_14110_1-JARDINEIRA-BEBE-MISTER-JACA.jpg?v=637649045990570000,https://www.afabula.com.br/jardineira-bebe-mister-jaca-est-mr-jaca-fundo-off-5-09433-14110/p,11-04-2022
Meia Calça Coração,"R$ 39,50",Indefinida,Bazar,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/454156-799-1000/509314_0000_1-MEIA-CALCA-CORACAO.jpg?v=637502309299100000,https://www.afabula.com.br/meia-calca-coracao-colorido-5-09314-0000/p,11-04-2022
Camiseta Galhofa,"R$ 58,80",100% Algodão Detalhe 97% Algodão 3% Elastano,Bazar,Blusa,"Camiseta infantil desenvolvida em tecido 100% algodão , com os desenhos coloridos da estampa Galhofa.",https://lojafabula.vteximg.com.br/arquivos/ids/536076-799-1000/509344_14370_1-CAMISETA-GALHOFA.jpg?v=637649031550500000,https://www.afabula.com.br/camiseta-galhofa-est-galhofa-fundo-mescla-5-09344-14370/p,11-04-2022
Jardineira Bebê Bem,"R$ 118,80",100% Algodão,Bazar,Meninos,"Jardineira para bebês desenvolvida em tecido 100% algodão , com botões nas alças reguláveis e no entrepernas , bolsos, elástico na cintura , e os desenhos coloridos da estampa Bem.",https://lojafabula.vteximg.com.br/arquivos/ids/537804-799-1000/509432_14107_1-JARDINEIRA-BEBE-BEM.jpg?v=637649045920200000,https://www.afabula.com.br/jardineira-bebe-bem-est-ben-fundo-off-5-09432-14107/p,11-04-2022
Camiseta Uv Bebê Nhac,"R$ 77,40",90% Poliamida 10% Elastano,Bazar,Praia,"Camiseta para bebês com proteção UV , mangas longas, mistura de elastano para priorizar o conforto, detalhe de pespontos em cor contrastante, e os desenhos de peixinhos da estampa Nhac.",https://lojafabula.vteximg.com.br/arquivos/ids/549756-799-1000/509794_14144_1-CAMISETA-UV-BEBE-NHAC.jpg?v=637704405224670000,https://www.afabula.com.br/camiseta-uv-bebe-nhac-est-nhac-fundo-azul-sideral-5-09794-14144/p,11-04-2022
Bermuda Moletom Vulcao,"R$ 169,00","83,5% Algodão 16,5% Poliéster",Meninos,Bermuda,,https://lojafabula.vteximg.com.br/arquivos/ids/577435-799-1000/510945_17512_1-BERMUDA-MOLETOM-VULCAO.jpg?v=637813360236900000,https://www.afabula.com.br/bermuda-moletom-vulcao-est-vulcao-azul-yara-5-10945-17512/p,11-04-2022
Banho De Sol Bebê Malha Carinhosa,"R$ 95,40",100% Algodão,Bazar,Vestido,"Vestido salopete para bebês, desenvolvido em malha de algodão, com abotoamento nas alças , saia rodada, calcinha embutida com botões e acabamentos de elástico para garantir o conforto, e os desenhos da estampa Banho de Sol.",https://lojafabula.vteximg.com.br/arquivos/ids/540469-799-1000/509605_14120_1-BANHO-DE-SOL-BEBE-MALHA-CARINHOSA.jpg?v=637649110411200000,https://www.afabula.com.br/banho-de-sol-bebe-malha-carinhosa-est-carinhosa-fundo-turquesa-barbado---5-09605-14120/p,11-04-2022
Vestido Rio Vivo,"R$ 118,80",100% Algodão,Bazar,Vestido,"Vestido infantil desenvolvido em tecido 100% algodão , com alças, elástico na cintura e no busto, bolsos, decote quadrado com babado, e os desenhos da estampa Rio Vivo.",https://lojafabula.vteximg.com.br/arquivos/ids/523028-799-1000/509919_14007_1-VESTIDO-RIO-VIVO.jpg?v=637600572095470000,https://www.afabula.com.br/vestido-rio-vivo-est-rio-vivo-fundo-preto-5-09919-14007/p,11-04-2022
Sandalia Bebe Tabuleiro Bento,"R$ 179,00",Indefinida,Bebês,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/583914-799-1000/511210_0024_1-SANDALIA-BEBE-TABULEIRO-BENTO.jpg?v=637842510571400000,https://www.afabula.com.br/sandalia-bebe-tabuleiro-bento-off-white-5-11210-0024/p,11-04-2022
Vestido Prisma,,100% Algodão Forro 100% Algodão,Bazar,Vestido,"Vestido infantil desenvolvido em tecido 100% algodão com forro, alças duplas reguláveis por amarração, abotoamento frontal em formato de estrelinhas, saia rodada, e os desenhos da estampa Prisma.",https://lojafabula.vteximg.com.br/arquivos/ids/558822-799-1000/509918_14030_1-VESTIDO-PRISMA.jpg?v=637721559151130000,https://www.afabula.com.br/vestido-prisma-est-prisma-fundo-off-5-09918-14030/p,11-04-2022
Camiseta Silk Controladora,"R$ 68,60",100% Algodão,Bazar,Blusa,"Camiseta infantil desenvolvida em tecido 100% algodão , com mangas curtas, vivo canelado na gola, e o colorido do silk na parte frontal.",https://lojafabula.vteximg.com.br/arquivos/ids/554341-799-1000/510238_02049_1-CAMISETA-SILK-CONTROLADORA.jpg?v=637710453279100000,https://www.afabula.com.br/camiseta-silk-controladora-verde-acido-5-10238-02049/p,11-04-2022
Macacão Malha Shinny,"R$ 118,30",100% Algodão,Bazar,Macacão,,https://lojafabula.vteximg.com.br/arquivos/ids/561433-799-1000/510423_14472_1-MACACAO-MALHA-SHINNY.jpg?v=637741476108930000,https://www.afabula.com.br/macacao-malha-shinny-est-shiny-fundo-azul-hortencia-5-10423-14472/p,11-04-2022
Conjunto Uv Bebe Tubarão Elétrico,"R$ 138,60",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano Combinação 82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Bazar,Meninos,"Conjunto para bebês na estampa Tubarão Elétrico, com forro, proteção UV , detalhe de pespontos em cor vibrante, blusa de mangas longas, e mistura de elastano para priorizar o conforto.",https://lojafabula.vteximg.com.br/arquivos/ids/552739-799-1000/510513_14812_1-CONJUNTO-UV-BEBE-VELEJAR.jpg?v=637705368704500000,https://www.afabula.com.br/conjunto-uv-bebe-tubarao-eletrico-tubarao-eletrico-off-5-10513-14812/p,11-04-2022
Camisa Disco Ets,"R$ 132,30",100% Viscose,Bazar,Camisa,"Camisa infantil com mangas curtas, abotoamento e bolso frontal , pala nas costas, e os desenhos da estampa Disco Ets.",https://lojafabula.vteximg.com.br/arquivos/ids/556452-799-1000/510068_14491_1-CAMISA-DISCO-ETS.jpg?v=637713819211130000,https://www.afabula.com.br/camisa-disco-ets-est-disco-ets-fundo-laranja-5-10068-14491/p,11-04-2022
Camiseta Uv Bebe Hey,"R$ 90,30",82% Poliamida 18% Elastano,Bazar,Praia,"Camiseta para bebês na estampa Hey, com proteção UV, mangas longas , mistura de elastano para priorizar o conforto, e detalhe de pespontos em cor vibrante.",https://lojafabula.vteximg.com.br/arquivos/ids/557202-799-1000/510445_14452_1-CAMISETA-UV-BEBE-HEY.jpg?v=637713828842900000,https://www.afabula.com.br/camiseta-uv-bebe-hey-est-hey-fundo-azul-hortencia-5-10445-14452/p,11-04-2022
Blusa Silk Festa No Ceu,"R$ 68,60",100% Algodão,Bazar,Blusa / Bata,"Blusa infantil de mangas curtas com babados, e os desenhos coloridos do silk Festa no Céu na parte frontal.",https://lojafabula.vteximg.com.br/arquivos/ids/561241-799-1000/510400_02046_1-BLUSA-SILK-FESTA-NO-CEU.jpg?v=637741458091370000,https://www.afabula.com.br/blusa-silk-festa-no-ceu-laranja-baby-5-10400-02046/p,11-04-2022
Body Bebe Silk Groove,"R$ 62,30",100% Algodão,Bazar,Macacão,"Body para bebês desenvolvido em tecido 100% algodão , com manguinhas curtas, silk frontal, e botões no entrepernas para garantir o conforto da troca.",https://lojafabula.vteximg.com.br/arquivos/ids/554515-799-1000/510256_02056_1-BODY-BEBE-SILK-GROOVE.jpg?v=637710462357200000,https://www.afabula.com.br/body-bebe-silk-groove-azul-azedinha-5-10256-02056/p,11-04-2022
Maio Bebe Floria,"R$ 118,30",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Bazar,Praia,"Maiô para bebês com forro , mistura de elastano para priorizar o conforto,babado no busto, alças duplas reguláveis por amarração , e os desenhos coloridos da estampa Floria.",https://lojafabula.vteximg.com.br/arquivos/ids/552635-799-1000/510455_14466_1-MAIO-BEBE-MINI-FLORIA.jpg?v=637705368179870000,https://www.afabula.com.br/maio-bebe-floria-floria-off-5-10455-14466/p,11-04-2022
Macaquinho Bebe Silk Festança,"R$ 111,30",100% Algodão,Bazar,Macacão,,https://lojafabula.vteximg.com.br/arquivos/ids/552104-799-1000/510272_02048_1-MACAQUINHO-BEBE-SILK-FESTANCA.jpg?v=637705359133100000,https://www.afabula.com.br/macaquinho-bebe-silk-festanca-azul-hortencia-5-10272-02048/p,11-04-2022
Macaquinho Bebe Hey,"R$ 125,30",100% Viscose,Bazar,Macacão,,https://lojafabula.vteximg.com.br/arquivos/ids/556439-799-1000/510079_14473_1-MACAQUINHO-BEBE-HEY.jpg?v=637713819164830000,https://www.afabula.com.br/macaquinho-bebe-hey-est-hey-fundo-laranja-baby-5-10079-14473/p,11-04-2022
Maio Bebe Cor Do Som,"R$ 118,30",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Bazar,Praia,"Maiô para bebês com forro , mistura de elastano para priorizar o conforto,babado nas alças, e os desenhos da estampa Cor do Som.",https://lojafabula.vteximg.com.br/arquivos/ids/555166-799-1000/510453_14782_1-MAIO-BEBE-COR-DO-SOM.jpg?v=637710588196170000,https://www.afabula.com.br/maio-bebe-cor-do-som-est-cor-do-som-laranja-baby-5-10453-14782/p,11-04-2022
Maio Bebe Rocketman,"R$ 118,30",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Bazar,Praia,"Maiô para bebês com forro , mistura de elastano para priorizar o conforto,babado nas alças, e os desenhos da estampa Rocketman.",https://lojafabula.vteximg.com.br/arquivos/ids/555165-799-1000/510456_14462_1-MAIO-BEBE-ROCKETMAN.jpg?v=637710588183030000,https://www.afabula.com.br/maio-bebe-rocketman-est-rocketman-fundo-amarelo-carambola-5-10456-14462/p,11-04-2022
Sunga Uv Bebe Velejar,"R$ 68,60",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Bazar,Meninos,"Sunga com proteção UV para bebês. A peça vem toda forrada , com mistura de elastano para priorizar o conforto, e os desenhos da estampa Velejar.",https://lojafabula.vteximg.com.br/arquivos/ids/552760-799-1000/510517_14494_1-SUNGA-UV-BEBE-TUBARAO-ELETRICO.jpg?v=637705368920770000,https://www.afabula.com.br/sunga-uv-bebe-velejar-velejar-marinho-blues-5-10517-14494/p,11-04-2022
Camiseta Malha Tubarao Eletrico,"R$ 83,30",100% Algodão Detalhe 97% Algodão 3% Elastano,Bazar,Blusa,,https://lojafabula.vteximg.com.br/arquivos/ids/561434-799-1000/510085_14502_1-CAMISETA-MALHA-TUBARAO-ELETRICO.jpg?v=637741476115030000,https://www.afabula.com.br/camiseta-malha-tubarao-eletrico-est-tubarao-eletrico_preto-5-10085-14502/p,11-04-2022
Conjunto Uv Bebe Azeda,"R$ 138,60",82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano Combinação 82% Poliamida 18% Elastano Forro 87% Poliamida 13% Elastano,Bazar,Meninos,"Conjunto para bebês na estampa Azeda, com forro, proteção UV , detalhe de pespontos em cor vibrante, blusa de mangas longas, e mistura de elastano para priorizar o conforto.",https://lojafabula.vteximg.com.br/arquivos/ids/562227-799-1000/510617_14552_1-CONJUNTO-UV-BEBE-AZEDA.jpg?v=637750911018100000,https://www.afabula.com.br/conjunto-uv-bebe-azeda-est-azeda-fundo-azul-5-10617-14552/p,11-04-2022
Camiseta Malha Trio Elétrico,"R$ 83,30",100% Algodão,Bazar,Blusa,,https://lojafabula.vteximg.com.br/arquivos/ids/553598-799-1000/510092_14555_1-CAMISETA-MALHA-TRIO-ELETRICO.jpg?v=637710399237000000,https://www.afabula.com.br/camiseta-malha-trio-eletrico-est-trio-eletrico-fundo-verde-5-10092-14555/p,11-04-2022
Camisa Body Bebe Mr Jaca,"R$ 139,30",100% Algodão,Bazar,Macacão,,https://lojafabula.vteximg.com.br/arquivos/ids/560412-799-1000/512253_14110_1-CAMISA-BODY-BEBE-MR-JACA.jpg?v=637722558675370000,https://www.afabula.com.br/camisa-body-bebe-mr-jaca-est-mr-jaca-fundo-off-5-12253-14110/p,11-04-2022
Vestido Sarja Avoou,"R$ 259,00",98% Algodão 2% Elastano,Meninas,Vestido,,https://lojafabula.vteximg.com.br/arquivos/ids/563956-799-1000/510859_17291_1-VESTIDO-SARJA-AVOOU.jpg?v=637794388680870000,https://www.afabula.com.br/vestido-sarja-avoou-est-avoou-fundo-lilas-aurora-5-10859-17291/p,11-04-2022
Bata Biarritz Carmen,"R$ 107,40",100% Algodão,Meninas,Blusa / Bata,"Blusa ampla infantil menina, manga ampla, decote redondo, pala costas abertura com botões. 100% Algodão.",https://lojafabula.vteximg.com.br/arquivos/ids/220774-799-1000/504469_8310_1-BATA-BIARRITZ-CARMEN.jpg?v=636814423152100000,https://www.afabula.com.br/bata-biarritz-carmen-salmao-piel-5-04469-8310/p,11-04-2022
Colar Coracao,"R$ 53,40",Indefinida,Meninas,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/430529-799-1000/507972_0000_2-COLAR-CORACAO.jpg?v=637383078360500000,https://www.afabula.com.br/colar-coracao-colorido-5-07972-0000/p,11-04-2022
Bolsa Kiwi,"R$ 89,40",Indefinida,Meninas,Acessório,,,https://www.afabula.com.br/bolsa-kiwi-colorido-5-07978-0000/p,11-04-2022
Arco Flores Arco-Iris,"R$ 58,80",Indefinida,Meninas,Acessório,"Moda é pra brincar! Arco infantil todo forrado, com detalhe aplicado de flor colorida.",https://lojafabula.vteximg.com.br/arquivos/ids/429557-799-1000/507739_0000_2-ARCO-FLORES-ARCO-IRIS.jpg?v=637365753320400000,https://www.afabula.com.br/arco-flores-arco-iris-colorido-5-07739-0000/p,11-04-2022
Arco Orelhinha Feijonca,"R$ 58,80",98% Algodão 2% Elastano,Meninas,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/305393-799-1000/507741_10113_10-ARCO-ORELHINHA-FEIJONCA.jpg?v=637315424320800000,https://www.afabula.com.br/arco-orelhinha-feijonca-est-feijonca-5-07741-10113/p,11-04-2022
Kit Meia Frutas,"R$ 41,40",Indefinida,Meninas,Acessório,,https://lojafabula.vteximg.com.br/arquivos/ids/500712-799-1000/508370_0000_1-KIT-MEIA-FRUTAS.jpg?v=637550811409930000,https://www.afabula.com.br/kit-meia-frutas-colorido-5-08370-0000/p,11-04-2022
Saia Tule Fantasia,"R$ 106,80",100% Poliéster,Meninas,Fantasia,,https://lojafabula.vteximg.com.br/arquivos/ids/503742-799-1000/509296_0000_1-SAIA-TULE-FANTASIA.jpg?v=637551119757700000,https://www.afabula.com.br/saia-tule-fantasia-colorido-5-09296-0000/p,11-04-2022
Kit Tic Tac Cosmética,"R$ 47,40",Indefinida,Meninas,Acessório,"Kit colorido de tic tac com pingentes de planeta e estrela, para combinar com suas roupas preferidas!",https://lojafabula.vteximg.com.br/arquivos/ids/535192-799-1000/509151_0000_1-KIT-TIC-TAC-COSMETICA.jpg?v=637649014870500000,https://www.afabula.com.br/kit-tic-tac-cosmetica-colorido-5-09151-0000/p,11-04-2022
Blusa Silk Esporte Ana,"R$ 74,50",100% Algodão,Bazar,Blusa / Bata,,https://lojafabula.vteximg.com.br/arquivos/ids/460018-799-1000/509311_01004_1-BLUSA-SILK-ESPORTE-ANA.jpg?v=637522973711270000,https://www.afabula.com.br/blusa-silk-esporte-ana-amarelo-ando-5-09311-01004/p,11-04-2022
Camisa Paralelo,"R$ 109,50",100% Algodão,Bazar,Camisa,"Camisa preta desenvolvida em tecido 100% algodão para crianças. A roupa vem com abotoamento e bolso frontal, mangas longas, e os desenhos da estampa Paralelo.",https://lojafabula.vteximg.com.br/arquivos/ids/448648-799-1000/508629_11980_1-CAMISA-PARALELO.jpg?v=637502238394230000,https://www.afabula.com.br/camisa-paralelo-est-paralelo-preto-5-08629-11980/p,11-04-2022
Body Saia Bebê Silk Fifi,"R$ 83,40",Indefinida,Bazar,Macacão,,https://lojafabula.vteximg.com.br/arquivos/ids/457270-799-1000/508956_0024_1-BODY-SAIA-BEBE-SILK-FIFI.jpg?v=637511795698830000,https://www.afabula.com.br/body-saia-bebe-silk-fifi-off-white-5-08956-0024/p,11-04-2022
Calça Aladim Metálica,"R$ 71,40",96% Poliéster 4% Elastano,Bazar,Calça,,https://lojafabula.vteximg.com.br/arquivos/ids/455371-799-1000/508697_0000_1-LEGGING-METALICA.jpg?v=637504632114730000,https://www.afabula.com.br/calca-aladim-metalica-colorido-5-08697-0000/p,11-04-2022
Meia Calça Jogo,"R$ 47,40",Indefinida,Meninas,Acessório,Moda é pra brincar! Meia calça com estampa de Arco íris para misturar com suas roupas favoritas!,https://lojafabula.vteximg.com.br/arquivos/ids/452171-799-1000/509058_0000_1-MEIA-CALCA-JOGO.jpg?v=637502286665770000,https://www.afabula.com.br/meia-calca-jogo-colorido-5-09058-0000/p,11-04-2022
Macacão Bebê Naves,"R$ 114,50",100% Algodão,Bazar,Meninos,,https://lojafabula.vteximg.com.br/arquivos/ids/453317-799-1000/509201_11979_1-MACACAO-BEBE-NAVES.jpg?v=637502301724800000,https://www.afabula.com.br/macacao-bebe-naves-est-naves-fundo-preto-5-09201-11979/p,11-04-2022
Fantasia Gato Voltaire,"R$ 129,50","72,5% Poliamida 27,5% Elastano",Bazar,Fantasia,,https://lojafabula.vteximg.com.br/arquivos/ids/503768-799-1000/509307_11513_1-FANTASIA-GATO-VOLTAIRE.jpg?v=637551119919130000,https://www.afabula.com.br/fantasia-gato-voltaire-est-gato-voltaire-fundo-laranja-salmao-5-09307-11513/p,11-04-2022
Body Bebê Solar,"R$ 101,40",100% Algodão,Bazar,Macacão,"Body para bebês desenvolvido em tecido 100% algodão na estampa Solar. A roupa também vem com babado nas alças e nas pernas, acabamentos de elástico, e botões no entrepernas para garantir o conforto da troca.",https://lojafabula.vteximg.com.br/arquivos/ids/535801-799-1000/509327_14017_1-BODY-BEBE-SOLAR.jpg?v=637649029974270000,https://www.afabula.com.br/body-bebe-solar-est-solar-fundo-rosa-sonho---5-09327-14017/p,11-04-2022
Macaquinho Bebê Malha Silk Jaca Tambor,"R$ 95,40",100% Algodão,Bazar,Meninos,"Macaquinho de malha para bebês, com abotoamento no ombro e no entrepernas , e silk divertido de jacaré na parte frontal.",https://lojafabula.vteximg.com.br/arquivos/ids/541479-799-1000/509663_0024_1-MACAQUINHO-BEBE-MALHA-SILK-JACA-TAMBOR.jpg?v=637649118258270000,https://www.afabula.com.br/macaquinho-bebe-malha-silk-jaca-tambor-off-white-5-09663-0024/p,11-04-2022
Legging Bebê Malha Confete,"R$ 47,40",100% Algodão,Bazar,Calça,,https://lojafabula.vteximg.com.br/arquivos/ids/541407-799-1000/509589_14049_1-LEGGING-BEBE-MALHA-CONFETE.jpg?v=637649117884770000,https://www.afabula.com.br/legging-bebe-malha-confete-est-confete-fundo-turquesa-barbado---5-09589-14049/p,11-04-2022
Camiseta Matosinhos,"R$ 58,80",100% Algodão Detalhe 97% Algodão 3% Elastano,Bazar,Blusa,"Camiseta infantil desenvolvida em tecido 100% algodão , com mangas curtas, vivo canelado na gola, e os desenhos da estampa Matosinhos",https://lojafabula.vteximg.com.br/arquivos/ids/536630-799-1000/509370_14097_1-CAMISETA-MATOSINHOS.jpg?v=637649034518670000,https://www.afabula.com.br/camiseta-matosinhos-est-matosinho-fundo-turquesa-barbado-5-09370-14097/p,11-04-2022
Camiseta Silk Swell,"R$ 58,80",100% Algodão,Bazar,Blusa,Camiseta infantil com mangas curtas e o colorido do silk Swell.,https://lojafabula.vteximg.com.br/arquivos/ids/541808-799-1000/509710_02004_1-CAMISETA-SILK-SWELL.jpg?v=637649120035770000,https://www.afabula.com.br/camiseta-silk-swell-turquesa-barbados-5-09710-02004/p,11-04-2022
Body Bebê Silk Desejos,"R$ 53,40",100% Algodão,Bazar,Macacão,"Body para bebês desenvolvido em tecido 100% algodão , com manguinhas curtas, silk frontal, e botões no entrepernas para garantir o conforto da troca",https://lojafabula.vteximg.com.br/arquivos/ids/521046-799-1000/509988_02001_1-BODY-BEBE-SILK-DESEJOS.jpg?v=637582731890130000,https://www.afabula.com.br/body-bebe-silk-desejos-amarelo-solar-5-09988-02001/p,11-04-2022
