name,price,material,composition,gender,category,subcategory,description,img_url,url,scrapped-at
Polo Masculina Bolso Manga Curta MR,39.99,malha,"48% poliéster, 52% algodão",Moda Masculina,Roupas,Camisa Polo,"Polo Masculina Bolso Manga Curta MR Polo masculina confeccionada em tecido malha. Possui gola dobrável, fechamento por botões no entremeio, manga curta, bolso localizado, acabamento em costura no tom. Informações Adicionais: Tamanho: P ao GG Cores: cinza Modelo: Polo Masculina Bolso Manga Curta MR Material: malha Composição: 52% algodão, 48% poliéster Detalhes adicionais: polo, manga curta, casual Marca: MR Categoria: Moda Masculina - Roupa Masculina - Camisa Polo CAMISA POLO MASCULINA Extremamente versátil, a camisa polo se adequa a inúmeras situações. Desde uma combinação casual até para uma ocasião mais social. Aqui na Marisa possuímos inúmeros modelos para todos os estilos e todos os tipos de homem. Medidas do Modelo Altura: 1,84 Toráx: 98cm Cintura: 83cm Quadril: 100cm Modelo veste tamanho: M",https://images2.marisa.com.br/medias/sys_master/images/images/h7c/hf6/12792614551582/POLO-BOLSO-BASICA-MESCLA-MELANGE-M-10047828254-C1.jpg,https://www.marisa.com.br/polo-masculina-bolso-manga-curta-mr-cinza/p/10047828223,12-04-2022
