name,price,composition,material-sum,age,category,sub_category,description,img_url,url,scrapped-at
Cueca Lupo Boxer - Microfibra,"33,90",3% poliester 4% elastano 93% poliamida,1.0,Infantil,Cuecas,Boxer,"Composição: 3% Poliester, 4% Elastano, 93% Poliamida",https://lupo.vteximg.com.br/arquivos/ids/163747-500-500/00136-001-4530.jpg?v=636325101034000000,https://www.lupo.com.br/cueca-lupo-km-boxer-microf-00136-001/p,12-04-2022
Meia Pé Por Pé - Kit com 2 Pares  - Tamanho: U | Cor: Sortida | Calçado: 26 a 35,"43,90",3% elastano 97% poliamida,1.0,Infantil,Meias,Uau,"Composição: 97% Poliamida, 3% Elastano Calcanhar Verdadeiro Cano Longo",https://lupo.vteximg.com.br/arquivos/ids/192832-500-500/12000-0880900.jpg?v=637795211908970000,https://www.lupo.com.br/meia-pe-por-pe-ku-lupo-uau-kit2-12000-0880900/p,12-04-2022
Bermuda Lupo Term IMax VB,"111,90",4% elastano 96% poliamida,1.0,Adulto,Lupo Sport,Bermudas,"Com a Bermuda Térmica Masculina Lupo , seu conforto está garantido Desenvolvida com alta tecnologia, não possui costuras, diminuindo drasticamente qualquer ponto de incômodo ou fricção. Com ventilação estratégica, para as zonas mais críticas de suor, proporciona extremo conforto térmico, ao transferir mais rapidamente o calor do corpo para o ambiente externo. Possui diferentes níveis de compressão, o que melhora o contrapeso do músculo e a postura corporal. Confeccionada com 96% Poliamida e 4% Elastano, a Bermuda Térmica Lupo garante muito conforto e estabilidade para qualquer atividade física, ou até mesmo para o seu dia a dia. Confira nossos outros tipos de bermudas Composição: 96% Poliamida, 4% Elastano",https://lupo.vteximg.com.br/arquivos/ids/192282-500-500/70050-002-9990.png?v=637467758506400000,https://www.lupo.com.br/bermuda-lupo-am-term--i-max-vb-70050-002/p,12-04-2022
Meia Lupo Urban,"35,90",2% mais 70% em,0.72,Adulto,Meias,Urban,"Quem disse que as meias para adultos precisam ser sérias e básicas Com as meias divertidas Lupo , você pode deixar tudo mais colorido São diversos modelos, com referências super descoladas e também contemporâneas. Confeccionada em 70% algodão, 28% poliamida e mais 2% de elastano, a Meia Lupo tem tudo para que você possa aliar conforto e modernidade na hora de calçar seus tênis e calçados. Composição: 75% Algodao, 23% Poliamida, 2% Elastano",https://lupo.vteximg.com.br/arquivos/ids/192514-500-500/16905-059-2720.jpg?v=637594671847930000,https://www.lupo.com.br/meia-lupo-au-urban-16905-059/p,12-04-2022
Top Lupo Up Control VB,"116,90",7% elastano 93% poliamida,1.0,Adulto,Lupo Sport,Top,"Composição: 93% Poliamida, 7% Elastano",https://lupo.vteximg.com.br/arquivos/ids/192365-500-500/71403-002-9990.png?v=637551213437270000,https://www.lupo.com.br/top-lupo-af-up-control-vb-71403-002/p,12-04-2022
Calca Lupo Energy Ras,"156,90",10% elastano 90% poliamida,1.0,Adulto,Lupo Sport,Calças,"A calça Lupo Energy Raschel é a opção ideal para você que precisa de liberdade, conforto e segurança durante a prática de atividades físicas ou até mesmo para a rotina do dia a dia. Com tecnologia antimicrobial e ótimo sistema de ventilação, a calça Lupo proporciona muito conforto térmico e leveza. Seu cós com elástico oferece maior firmeza à região abdominal e conta com uma faixa interna de silicone, que ajuda a fixar a calça junto ao corpo. A calça legging Lupo não possui costura, o que gera maior conforto e pouco atrito, diminuindo os pontos de fricção e desconforto. Composição: 90% Poliamida, 10% Elastano",https://lupo.vteximg.com.br/arquivos/ids/192012-500-500/71752-001-9990.png?v=637467749581070000,https://www.lupo.com.br/calca-lupo-af-energy-ras-71752-001/p,12-04-2022
Meia Lupo,"15,90",21% poliamida 3% outra 76% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 76% Algodão, 21% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191749-500-500/04535-263-9970.jpg?v=637467745756000000,https://www.lupo.com.br/meia-lupo-04535-263/p,12-04-2022
Cueca Lupo Boxer,"36,90",5% elastano 95% algodão,1.0,Adulto,Cuecas,Boxer,"Composição: 95% Algodão, 5% Elastano",https://lupo.vteximg.com.br/arquivos/ids/191103-500-500/00784-020-1110.jpg?v=637467737180470000,https://www.lupo.com.br/cueca-lupo-boxer-00784-020/p,12-04-2022
Camiseta Lupo Basica - Manga Curta,"114,90",100% poliamida,1.0,Adulto,Lupo Sport,Camisetas,"Já começamos esta descrição avisando que, de básica, esta camiseta tem apenas o nome Extremamente confortável, esta peça também apresenta uma versatilidade única, podendo ser usada em diversas ocasiões. E, é claro, como um bom produto Lupo, ela pode ser usada para impulsionar as suas atividades físicas. A camiseta básica da Lupo é feita integralmente de poliamida, que auxilia na absorção do suor e permite que você se movimente melhor. Além do ótimo tecido, esta peça apresenta cores maravilhosas, desde o básico preto e branco até o verde limão e azul marinho. Composição: 100% Poliamida",https://lupo.vteximg.com.br/arquivos/ids/188799-500-500/77052-003-1110.jpg?v=637197181464930000,https://www.lupo.com.br/camiseta-lupo-af-basica-77052-003/p,12-04-2022
Cueca Lupo Boxer,"63,90",4% elastano 7% poliester 89% poliamida,1.0,Adulto,Cuecas,Boxer,"Composição: 89% Poliamida, 7% Poliester, 4% Elastano",https://lupo.vteximg.com.br/arquivos/ids/188433-500-500/17800-001-2560.jpg?v=637197177581400000,https://www.lupo.com.br/cueca-lupo-am-boxer-17800-001/p,12-04-2022
Meia Lupo Sapatilha Kit com 2 Unidades,"38,90",24% poliamida 4% outra 72% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 72% Algodão, 24% Poliamida, 4% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/190607-500-500/03287-088-0900-A.jpg?v=637467728166130000,https://www.lupo.com.br/meia-lupo-am-sapatilha-k2-03287-088/p,12-04-2022
Meia Lupo,"12,90",27% poliamida 3% outra 70% algodão,1.0,Infantil,Meias,Soquetes,"Composição: 70% Algodão, 27% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/188097-500-500/02835-004-1120.jpg?v=637197173354030000,https://www.lupo.com.br/meia-lupo-ku-02835-004/p,12-04-2022
Meia Lupo Sportwear,"23,90",19% poliamida 2% outra 79% algodao,1.0,Adulto,Meias,Sportwear,"Composição: 79% Algodao, 19% Poliamida, 2% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/187755-500-500/01210-169-7570.jpg?v=637197169349870000,https://www.lupo.com.br/meia-lupo-am-sportwear-01210-169/p,12-04-2022
Meia Lupo Sport Kit3 - Kit com 3 Pares,"46,90",2% outra 20% poliamida 78% algodão,1.0,Adulto,Meias,Esportivas,"Composição: 78% Algodão, 20% Poliamida, 2% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/186411-500-500/03226-089-0900-A.jpg?v=636985593311870000,https://www.lupo.com.br/meia-lupo-af-sport-kit3-03226-089/p,12-04-2022
Cueca Lupo Boxer Microfibra,"45,90",,0.0,Adulto,Cuecas,Boxer,"As cuecas de microfibra vieram para ficar Desde que a Lupo trouxe para seus consumidores cuecas masculinas confortáveis e que não acumulam suor, todos os homens brasileiros agradeceram. Esse modelo, por exemplo, veste bem qualquer físico, seja mais magro ou atlético. Toda produzida em microfibra, essa cueca lupo boxer surpreende pelo design que mescla simplicidade e ousadia, formando a peça perfeita para o dia a dia. O elástico no topo com o logo da marca oferece um ajuste firme sem marcar a pele, enquanto que o tecido do restante da cueca de microfibra acomoda suas partes íntimas com conforto. Garanta já a sua cueca masculina de microfibra Lupo e confira também meia masculina e demais acessórios masculinos",https://lupo.vteximg.com.br/arquivos/ids/186122-500-500/00766-006-1110.jpg?v=636985590928300000,https://www.lupo.com.br/cueca-lupo-am-boxer-microf-00766-006/p,12-04-2022
Calcinha Loba Básica - Kit com 2 Unidades,"71,90",100% algodao,1.0,Adulto,Lingerie,Calcinhas Básica,Composição: 100% Algodao,https://lupo.vteximg.com.br/arquivos/ids/186038-500-500/40358-088-0900-A.jpg?v=636985590261730000,https://www.lupo.com.br/calcinha-loba-af-basica-c-k2-40358-088/p,12-04-2022
Meia Especial Sport Kit10 - Kit com 10 Pares,"144,90",3% outra 30% poliamida 67% algodão,1.0,Adulto,Meias,Esportivas,"Calcanhar Verdadeiro Anatômica Sapatilha Composição: 67% de Algodão, 30% Poliamida e 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/185768-500-500/03270-954900.png?v=636930061869900000,https://www.lupo.com.br/meia-lupo-sport-kit-com-10-pares-03270-954/p,12-04-2022
Pijama Lupo Short Doll,"116,90",14% poliester 5% elastano 81% viscose,1.0,Adulto,Pijamas,Short Doll,"Composição: 81% Viscose, 14% Poliester, 5% Elastano",https://lupo.vteximg.com.br/arquivos/ids/185274-500-500/24243-002-8000-A.jpg?v=636893723800330000,https://www.lupo.com.br/pijama-lupo-af-shdoll-24243-002/p,12-04-2022
Meia Lupo Futebol,"29,90",,0.0,Infantil,Meias,Esportivas,"A meia de futebol é um dos acessórios ideais para a prática desse esporte. Isso se dá uma vez que ela realiza a compressão do local, melhorando a força e resistência muscular ao mesmo tempo em que melhora a performance e diminui a possibilidade de gerar lesões. Com essa meia infantil da Lupo, você oferece máximo conforto para o seu filho, além da possibilidade de sustentar a caneleira, para proporcionar ainda mais proteção enquanto joga.",https://lupo.vteximg.com.br/arquivos/ids/185893-500-500/02810-005-2780.jpg?v=636985589182270000,https://www.lupo.com.br/meia-lupo-km-futebol-02810-005/p,12-04-2022
Meia Lupo,"13,90",3% outra 30% poliamida 67% algodao,1.0,Adulto,Meias,Soquetes,"Composição: 67% Algodao, 30% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/182832-500-500/04538-002-1160.jpg?v=636868935582370000,https://www.lupo.com.br/meia-lupo-af-04538-002/p,12-04-2022
Meia Lupo - Kit com 3 Unidades,"39,90",3% outra 30% poliamida 67% algodao,1.0,Adulto,Meias,Soquetes,"Composição: 67% Algodao, 30% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/187071-500-500/04538-089-0901-A.jpg?v=636985598880300000,https://www.lupo.com.br/meia-lupo-af-kit3-04538-089/p,12-04-2022
Calcinha Lobinha Básica - Kit com 2 Unidades,"24,90",100% algodão,1.0,Infantil,Lingerie,Calcinhas Básica,Composição: 100% Algodão,https://lupo.vteximg.com.br/arquivos/ids/185865-500-500/00310-088-0900.jpg?v=636985588960000000,https://www.lupo.com.br/calcinha-lobinha-kf-basica-kit2-00310-088/p,12-04-2022
Calca Lupo Leg Act Seamless,"187,90",16% poliester 4% elastano 80% poliamida,1.0,Adulto,Lupo Sport,Calças,"Composição: 80% Poliamida, 16% Poliester, 4% Elastano",https://lupo.vteximg.com.br/arquivos/ids/182489-500-500/71716-001-9990.jpg?v=636868929777000000,https://www.lupo.com.br/calca-lupo-af-leg-act-seamless-71716-001/p,12-04-2022
Calcinha Loba Basica,"58,90",2% algodao 5% elastano 93% poliamida,1.0,Adulto,Lingerie,Calcinhas Básica,"Uma mulher que sabe o que quer não precisa de muito para ser feliz. Se a sua preferência por roupas íntimas femininas sempre foi baseada em cores claras e lisas, sem a presença de estampas ou desenhos, a calcinha loba é a melhor opção para você. Essa peça conta com todas as malhas que você precisa para se sentir confortável e protegida tanto nos dias quentes quanto nos frios: poliamida, elastano e algodão. Composição: 93% Poliamida , 5% Elastano , 2% Algodao",https://lupo.vteximg.com.br/arquivos/ids/177314-500-500/LUPO-DIA-5-MEICA-CALCA11034.jpg?v=636564611963470000,https://www.lupo.com.br/calcinha-loba-basica-40306-001/p,12-04-2022
Cueca Lupo Slip Kit com 3 Unidades,"88,90",10% poliester 5% elastano 85% algodão 95% algodão,1.95,Adulto,Cuecas,Slip,COMPOSIÇÃO: Cor 8000: Algodão 85% Poliester 10% Elastano 5% Demais cores: Algodão 95% Elastano 5%,https://lupo.vteximg.com.br/arquivos/ids/176732-500-500/00524-089-1110.jpg?v=636549170805630000,https://www.lupo.com.br/cueca-lupo-am-slip-kit31/p,12-04-2022
Camiseta Lupo Repelente UV,"136,90",100% poliamida,1.0,Adulto,Lupo Sport,Camisetas,Composição: 100% Poliamida,https://lupo.vteximg.com.br/arquivos/ids/190187-500-500/77031-001-8870.png?v=637467722957900000,https://www.lupo.com.br/camiseta-lupo-am--repelente-uv/p,12-04-2022
Bermuda Lupo Arrastao,"117,90",4% elastano 96% poliamida,1.0,Adulto,Lupo Sport,Bermudas,"A Bermuda Lupo Feminina Arrastão sem Costura é para você que deseja colocar mais estilo e beleza nos seus treinos. Com cós duplo, canelado e com fita de silicone na parte interna para maior aderência e firmeza da peça junto ao corpo, a Bermuda Lupo foi desenvolvida com a moderna tecnologia Seamless Dry, o que garante uma peça mais confortável, com ótima ventilação e sem costuras, o que diminui os pontos de fricção e incômodo. Ideal para a prática de atividades físicas. Confira nossos outros tipos de bermudas femininas Composição: 96% Poliamida, 4% Elastano",https://lupo.vteximg.com.br/arquivos/ids/178337-500-500/71333-001-9990.jpg?v=636577465201270000,https://www.lupo.com.br/bermuda-lupo-af-arrastao/p,12-04-2022
Cueca Lupo Boxer Básica - Kit com 2 Unidades,"74,90",,0.0,Adulto,Cuecas,Boxer,"A cueca Boxer Lupo é ideal para o uso diário. Muito confortável, sua modelagem e costura permitem maior flexibilidade e bem estar. O kit cueca Lupo conta com duas unidades, disponíveis nas cores preta e azul.",https://lupo.vteximg.com.br/arquivos/ids/176949-500-500/00436-088-2800.jpg?v=636554328729770000,https://www.lupo.com.br/cueca-lupo-am-boxer-bas--k2/p,12-04-2022
Cueca Lupo Boxer Básica,"41,90",4% elastano 96% poliamida,1.0,Adulto,Cuecas,Boxer,"Às vezes cores básicas são suficientes para um homem que preza por roupas simples que são um reflexo da sua própria personalidade. As cuecas de algodão acabam surgindo como uma escolha prática para quem busca por conforto e bem estar. Além disso, se elas forem fabricadas na cor branca, se tornam ainda mais úteis na hora de combinar com outras peças de roupas, inclusive meias Lupo da mesma tonalidade. Composição: Poliamida 96% Elastano 4%",https://lupo.vteximg.com.br/arquivos/ids/178666-500-500/00436-001-1110.jpg?v=636589731721900000,https://www.lupo.com.br/cueca-lupo-am-boxer-basica/p,12-04-2022
Calcinha Loba Punho Soft,"52,90",2% algodão 5% elastano 93% poliamida,1.0,Adulto,Lingerie,Calcinhas Básica,"As calcinhas da Lupo são conhecidas pela alta qualidade dos seus materiais e acabamento primoroso. A calcinha da Lupo foi desenvolvida sem costura, reduzindo os pontos de fricção que possam causar coceira ou incômodos. Além disso, essa calcinha da lupo conta com ventilação estratégica para reduzir o acúmulo de suor em zonas críticas e assim aumentar o conforto térmico e tratamento antimicrobiano que impede a proliferação de microorganismos e bactérias causadores de odores. Composição: 93% Poliamida 5% Elastano 2% Algodão.",https://lupo.vteximg.com.br/arquivos/ids/174194-500-500/40018-001-1110.jpg?v=636395920945770000,https://www.lupo.com.br/calcinha-loba-af-punho-soft/p,12-04-2022
Pijama Lupo Poliamida,"169,90",100% poliamida,1.0,Adulto,Pijamas,Pijamas,Composição: 100% Poliamida,https://lupo.vteximg.com.br/arquivos/ids/179106-500-500/28096-001.jpg?v=636673399888200000,https://www.lupo.com.br/pijama-lupo-am-poliamida/p,12-04-2022
Pijama Lupo Masculino Curto,"116,90",100% algodão,1.0,Adulto,Pijamas,Pijamas,O pijama masculino Lupo é a opção perfeita para você curtir noites de sono mais agradáveis ou presentear quem você ama com muito estilo. O pijama Lupo é feito com tecido 100% algodão que permite melhor transpiração e conforto para deixar os momentos de folga ainda mais prazerosos. Composição: 100% Algodão,https://lupo.vteximg.com.br/arquivos/ids/185264-500-500/20021-001-28021-001-2040.jpg?v=636893713478070000,https://www.lupo.com.br/pijama-lupo-am-curto-28021-001/p,12-04-2022
Pijama Lupo Longo Masculino,"156,90",100% algodao,1.0,Adulto,Pijamas,Pijamas,Composição: 100% Algodao,https://lupo.vteximg.com.br/arquivos/ids/173033-500-500/28011-001-1134.jpg?v=636325303888930000,https://www.lupo.com.br/pijama-lupo-am-m-l-28011-001/p,12-04-2022
Pijama Lupo Curto Masculino Gola V,"133,90",100% algodão 33% poliéster 67% algodão,2.0,Adulto,Pijamas,Pijamas,"O pijama masculino curto é a opção perfeita para você aproveitar os dias de folga e desfrutar de noites de sono reparadoras com muito conforto e bem estar. A camiseta e o short contam com modelagem mais soltinha e a gola V da camiseta do pijama deixa a peça com ótimo caimento. Composição: Camiseta 100% Algodão Short 67% Algodão, 33% Poliéster",https://lupo.vteximg.com.br/arquivos/ids/172996-500-500/28000-001-0771.jpg?v=636325303248430000,https://www.lupo.com.br/pijama-lupo-am-malha-curto-28000-001/p,12-04-2022
Pijama Lupo Infantil,"75,90",100% algodao,1.0,Infantil,Pijamas,Pijamas,Composição: 100% Algodao,https://lupo.vteximg.com.br/arquivos/ids/172462-500-500/20021-001-2040b.jpg?v=636325295146230000,https://www.lupo.com.br/pijama-lupo-km-curto-20021-001/p,12-04-2022
Calça Lupo Legging Termica X Run Woman,"196,90",4% produtos 96% elastano,1.0,Adulto,Lupo Sport,Calças,"Calça Termica X Run SEAMLESS DRY: SEM COSTURA desenvolvido com a mais moderna tecnologia sem costura, diminui os pontos de fricção. Possui ventilação estratégica, colocada em zonas críticas de suor, proporcionando alto conforto térmico HIGH COMPRESSION: SEM COSTURA produto desenvolvido com diferentes níveis de compressão que melhoram o contrapeso do músculo e a postura corporal EMANA É o fio inteligente de poliamida 6.6 da rhodia que, através de minerais bioativos incorporados ao fio, converte o calor do corpo humano em benefícios como termo regulação e ativação de microcirculação sanguínea, que proporcionam: melhora na elasticidade da pele, redução na aparência da celulite, redução da fadiga muscular com menor consumo de oxigênio e contribui para uma rápida recuperação muscular. composição: poliamida 96% elastano 4% Produtos TÉRMICOS promovem Conforto Térmico, estabilizando a temperatura corporal durante práticas esportivas.",https://lupo.vteximg.com.br/arquivos/ids/192572-500-500/71523-001-9990.jpg?v=637626385907400000,https://www.lupo.com.br/calca-lupo-af-term-x-run-71523-001/p,12-04-2022
Bermuda Lupo Feminina Max Lupo,"109,90",4% elastano 96% poliamida,1.0,Adulto,Lupo Sport,Bermudas,"Quer alcançar a potência máxima dos seus exercícios físicos Deseja encontrar uma peça de roupa que não incomode na hora de alcançar a sua melhor performance no seu esporte favorito Ficamos felizes em contar que temos a bermuda feminina perfeita para você Feita de poliamida 96% e de elastano 4% , esta peça retém o suor, mantém a temperatura natural do corpo e permite movimentos bruscos e rápidos com perfeição. A bermuda feminina Lupo acompanha você em qualquer aventura, promovendo um conforto extra para o seu dia a dia Confira as medidas e garanta a sua peça com a sua cor favorita",https://lupo.vteximg.com.br/arquivos/ids/188689-500-500/71311-001-9990.jpg?v=637197180851100000,https://www.lupo.com.br/bermuda-lupo-af-max-lupo-71311-001/p,12-04-2022
Blusa Loba Cotton Mnga Longa,"81,90",5% elastano 95% algodao,1.0,Adulto,Blusas,Blusa,"Composição: 5% Elastano, 95% Algodao",https://lupo.vteximg.com.br/arquivos/ids/177059-500-500/LUPO-LINGIERIE-713557-cor-2.jpg?v=636559218997000000,https://www.lupo.com.br/blusa-loba-af-cotton-m-l-45138-001/p,12-04-2022
Blusa Loba Cotton,"57,90",5% elastano 95% algodao,1.0,Adulto,Blusas,Blusa,"Composição: 5% Elastano, 95% Algodao",https://lupo.vteximg.com.br/arquivos/ids/181794-500-500/LUPO-LINGIERIE-713495-cor-2.jpg?v=636729500984170000,https://www.lupo.com.br/blusa-loba-af-cotton-45137-001/p,12-04-2022
Calcinha Loba Com Renda,"57,90",8% elastano 92% algodão,1.0,Adulto,Lingerie,Calcinhas Caleçon,"As calcinhas de renda são perfeitas para aqueles momentos que exigem uma dose extra de romantismo e sensualidade, não é mesmo Então, você precisa conhecer esta calcinha Lupo Feita quase unicamente de algodão, só com apenas 8% de elastano, esta lingerie veste como uma luva, exaltando todas as suas belas curvas naturais. Esta calcinha de renda Lupo é delicada e pode ser usada em qualquer momento: desde os mais casuais até os mais picantes. A sua transparência parcial é um show à parte, tornando a ainda mais desejada, principalmente para momentos íntimos com o seu amor. Composição: 8% Elastano 92% Algodão",https://lupo.vteximg.com.br/arquivos/ids/175536-500-500/96051XX.jpg?v=636461721397530000,https://www.lupo.com.br/calcinha-loba-com-renda-43004-001/p,12-04-2022
Top Loba Bojo Removível Touch+,"79,90",100% poliester 7% elastano 93% poliamida,2.0,Adulto,Lingerie,Sutiã Top,"Composição: 100% Poliester , 93% Poliamida , 7% Elastano",https://lupo.vteximg.com.br/arquivos/ids/167891-500-500/41902-001-6140.jpg?v=636325192865930000,https://www.lupo.com.br/top-loba-af-bojo-r-touch-41902-001/p,12-04-2022
Short Loba Basico,"53,90",2% algodão 5% elastano 93% poliamida,1.0,Adulto,Lingerie,Calcinhas Básica,"Na maioria das vezes um shorts da Lupo básico é suficiente para passar o dia sem desconforto, inclusive em momentos em que você precisa de flexibilidade e conforto para fazer atividades físicas e terminar seus afazeres domésticos. Esse shorts loba chama a atenção pelo caimento perfeito que acompanha o desenho do quadril e se ajusta confortavelmente pela parte superior das coxas. Composição: 2%, Algodão, 93%, Poliamida, 5%, Elastano",https://lupo.vteximg.com.br/arquivos/ids/175533-500-500/97375XX.jpg?v=636461718506830000,https://www.lupo.com.br/short-loba-basico-41805-001/p,12-04-2022
Blusa Loba Basica Sem Costura,"82,90",6% elastano 94% poliamida,1.0,Adulto,Blusas,Blusa,Informações: Sem Costura Antimicrobial Composição: 94% Poliamida 6% Elastano,https://lupo.vteximg.com.br/arquivos/ids/180800-500-500/LUPO-LINGIERIE-713503.jpg?v=636697451616970000,https://www.lupo.com.br/blusa-loba-af-basica-41600-001/p,12-04-2022
Calcinha Loba Redutora Boxer Slim,"86,90",12% elastano 2% algodão 86% poliamida,1.0,Adulto,Atributos,Calcinha Redutora Slim,"calcinha loba af redut boxer diminui e modela borda interna de silicone forro de algodão antimicrobial easy care: secagem rápida, cor duradoura, não precisa passar. composição: poliamida 86% elastano 12% algodão 2%",https://lupo.vteximg.com.br/arquivos/ids/167212-500-500/41060-001-6140.jpg?v=636325175314430000,https://www.lupo.com.br/calcinha-loba-af-redut-boxer-41060-001/p,12-04-2022
Calcinha Loba Redutora Slim Alta,"85,90",2% algodão 5% elastano 93% poliamida,1.0,Adulto,Atributos,Calcinha Redutora Slim,"calcinha loba redutora slim diminiu e modela borda interna de silicone forro de algodão antimicrobial easy care: secagem rápida, cor duradoura, não precisa passar. composição: poliamida 93% elastano 5% algodão 2%",https://lupo.vteximg.com.br/arquivos/ids/167194-500-500/41050-001-1110.jpg?v=636325174611230000,https://www.lupo.com.br/calcinha-loba-redutora-slim-41050-001/p,12-04-2022
Calcinha Loba Redutora  Fio Dental,"66,90",2% algodao 5% elastano 93% poliamida,1.0,Adulto,Atributos,Calcinha Redutora Slim,"Composição: 93% Poliamida , 5% Elastano , 2% Algodao",https://lupo.vteximg.com.br/arquivos/ids/166763-500-500/41010-001-1110.jpg?v=636325164560000000,https://www.lupo.com.br/calcinha-loba-af-redut-f-dent-41010-001/p,12-04-2022
Calcinha Loba Control Top Slim Sem Costura,"56,90",2% algodao 5% elastano 93% poliamida,1.0,Adulto,Atributos,Top Slim,"Composição: 93% Poliamida , 5% Elastano , 2% Algodao",https://lupo.vteximg.com.br/arquivos/ids/176574-500-500/116518.jpg?v=636536806386330000,https://www.lupo.com.br/calcinha-loba-af-control-top-40800-001/p,12-04-2022
Calcinha Loba Angel,"43,90",5% elastano 93% poliamida,0.98,Adulto,Lingerie,Calcinhas Básica,"Sinta se como uma verdadeira deusa usando essa calcinha lupo loba . Como poucos modelos de calcinhas, este ganha de todos os outros por causa do seu acabamento sem costura que reduz qualquer incômodo. Além disso, ela também possui ventilação estratégica, pois mantém a ventilação das partes íntimas em zonas mais propensas ao suor. A calcinha loba da marca ainda conta com tratamento antimicrobiano que impede a proliferação de microrganismos e bactérias causadores de odores. composição: forro de algodão, poliamida 93% elastano 5%",https://lupo.vteximg.com.br/arquivos/ids/180379-500-500/angel-41260-003-3070.jpg?v=636689155115000000,https://www.lupo.com.br/calcinha-loba-af-angel-40460-003/p,12-04-2022
Calcinha Loba Boxer - Gestante Sem Costura,"60,90",5% elastano 93% poliamida,0.98,Adulto,Lingerie,Calcinha Gestante,"calcinha loba boxer gestante envolve e suporta suavemente a barriga malha canelada nas costas ajuda a aliviar a lombar modelagem boxer diminui o atrito entre pernas forro de algodão seamless dry: sem costura desenvolvido com a mais moderna tecnologia sem costura, diminui os pontos de fricção. possui ventilação estratégica, colocada em zonas críticas de suor. antimicrobial tratamento de higienização que impede a proliferação de microrganismos e bactérias causadores de odores. diminui o atrito entre as pernas composição: poliamida 93% elastano 5% algodão",https://lupo.vteximg.com.br/arquivos/ids/192599-500-500/40330-001-6006.jpg?v=637637867544070000,https://www.lupo.com.br/calcinha-loba-af-boxer-gest-40330-001/p,12-04-2022
Calcinha Loba Basica - Gestante Sem Costura,"55,90",2% algodão 5% elastano 93% poliamida,1.0,Adulto,Lingerie,Calcinha Gestante,"A calcinha para gestante da Lupo foi pensada para dar todo o conforto que as mulheres precisam durante o período de gestação. Por isso, a calcinha Loba sem costura conta com pontos de ventilação estratégica e tratamento contra fungos e bactérias, além de dar um suporte suave para a barriga. Características: Seamless: sem costura desenvolvida com a mais moderna tecnologia sem costura, diminui os pontos de fricção. Possui ainda ventilação estratégica, colocada em zonas críticas de suor. Antimicrobial tratamento de higienização que impede a proliferação de microrganismos e bactérias causadores de odores. Envolve e suporta suavemente a barriga. Malha canelada nas costas que ajuda a aliviar a lombar. Forro de algodão. Composição: Poliamida 93%, Elastano 5%, Algodão 2%",https://lupo.vteximg.com.br/arquivos/ids/180112-500-500/LUPO-LINGIERIE-712710.jpg?v=636688248123070000,https://www.lupo.com.br/calcinha-loba-af-bas-gest-40320-001/p,12-04-2022
Sutiã Lupo Aderente,"139,90",,0.0,Adulto,Lingerie,Sutiã Básico,"Para gerar máximo conforto e liberdade para usar roupas com decote maior, transparentes ou com alças finas, o sutiã aderente da Lupo é a melhor pedida. Feito totalmente de poliéster e com revestimento interno aderente de silicone medicinal, este produto possui bojo leve e macio para sustentar o busto, cobrir, aproximar e desenhar o colo. Além disso, o sutiã aderente se molda aos seios e não causa eventuais incômodos, o que o torna ideal para utilizar com vestidos ou camisetas com fendas nas costas.",https://lupo.vteximg.com.br/arquivos/ids/165885-500-500/40288-001-6140.jpg?v=636325151040770000,https://www.lupo.com.br/sutia-lupo-af-aderente-40288-001/p,12-04-2022
Sutiã Loba Bustier C/ Alca Removivel,"161,90",8% bojo 92% elastano,1.0,Adulto,Lingerie,Sutiã Tomara Que Caia,sutia loba af alca removivel proporciona um colo mais jovem ótimo para qualquer tipo de busto bojo básico e fino que modela sem aumentar aro para levantar o busto distância entre bojos respeita a distância natural entre os seios oferecendo conforto no uso diário alças removíveis fecho em três opções de regulagem base abaixo do aro proporciona melhor sustenção lateral alta com barbatana para sustentar e distribuir o peso do busto elástico com silicone interno que fixa no corpo trazendo mais segurança aro e bojo composição: poliamida 92% elastano 8% bojo: poliéster 100%,https://lupo.vteximg.com.br/arquivos/ids/175511-500-500/97610XX.jpg?v=636459297403300000,https://www.lupo.com.br/sutia-loba-af-alca-removivel-40286-002/p,12-04-2022
Manguito Lupo UV Unissex,"62,90",,0.0,Adulto,Lupo Sport,Acessórios,"Normalmente utilizado por pessoas que correm, o manguito é um item que ajuda a proteger os braços. Porém, ele também é muito indicado por gerar mais conforto durante dias frios e para treinos mais pesados e competições. Isso se dá uma vez que o manguito de compressão ajuda na circulação sanguínea, fazendo com que os músculos sejam nutridos mais rapidamente. Além disso, com este item você possui a proteção UV adequada, refletindo os raios ultravioleta e impedindo que a pele absorva a radiação.",https://lupo.vteximg.com.br/arquivos/ids/192574-500-500/15002-001-8670_1.jpg?v=637626427113600000,https://www.lupo.com.br/manguito-lupo-au-uv-unissex-15002-001/p,12-04-2022
