name,price,composition,material-sum,age,category,sub_category,description,img_url,url,scrapped-at
Meia Calça Lobinha Cute - Fio 70,"26,90",6% elastano 94% poliamida,1.0,Infantil,Meias-Calças,Fashion,"Composição: 94% Poliamida , 6% Elastano",https://lupo.vteximg.com.br/arquivos/ids/178030-500-500/20170923_Lupo_Dia06_9151.jpg?v=636574116822070000,https://www.lupo.com.br/meia-calca-lobinha-cute-02554-001/p,12-04-2022
Meia Calça Lobinha Legging Jeans - Fio 150,"57,90",5% elastano 95% poliamida,1.0,Infantil,Meias-Calças,Legging,Características: Meia calça legging jeans. Toque suave. Ajuste perfeito. Composição: 95% Poliamida e 5% Elastano.,https://lupo.vteximg.com.br/arquivos/ids/177963-500-500/02542-001.jpg?v=636573961033000000,https://www.lupo.com.br/meia-calca-lobinha-kf-legging-jeans-02542-001/p,12-04-2022
Meia Calça Lobinha Ballet,"32,90",8% elastano 92% poliamida,1.0,Infantil,Meias-Calças,Fashion,Características: Meia calça infantil. Fio 40. Toque suave. Ajuste perfeito. Composição: 92% Poliamida e 8% Elastano.,https://lupo.vteximg.com.br/arquivos/ids/180071-500-500/02520-001.jpg?v=636688091992030000,https://www.lupo.com.br/meia-calca-lobinha-kf-ballet-02520-001/p,12-04-2022
Meia Calca Lobinha Estrela,"22,90",,0.0,Infantil,Meias-Calças,Fina,Características: Meia calça infantil. Com textura delicada. Toque suave. Ajuste perfeito. Composição: 85% Poliamida no mínimo.,https://lupo.vteximg.com.br/arquivos/ids/182335-500-500/02515-003-1000.jpg?v=636868928507400000,https://www.lupo.com.br/meia-calca-lobinha-kf-estrela-02515-003/p,12-04-2022
Meia Lupo Baby - 3/4,"15,90",23% poliamida 3% outra 74% algodao,1.0,Baby,Meias,Clássicas,"Composição: 3% Outra Fibra , 23% Poliamida , 74% Algodao",https://lupo.vteximg.com.br/arquivos/ids/168645-500-500/02055-001-1110.jpg?v=636325206220870000,https://www.lupo.com.br/meia-lupo-bu-3-4-02055-001/p,12-04-2022
Meia Lupo Baby,"11,90",3% outra 37% poliamida 60% algodão,1.0,Baby,Meias,Soquetes,"Composição: 3% Outra Fibra, 37% Poliamida, 60% Algodão",https://lupo.vteximg.com.br/arquivos/ids/183415-500-500/02005-003-4010.jpg?v=636869702136370000,https://www.lupo.com.br/meia-lupo-bu-lisa-02005-003/p,12-04-2022
Meia Lupo Classica,"18,90",100% poliamida,1.0,Adulto,Meias,Clássicas,Informações: Calcanhar Verdadeiro Cano 27cm Composição: 100% Poliamida,https://lupo.vteximg.com.br/arquivos/ids/167486-500-500/01110-032-6670.jpg?v=636325182820630000,https://www.lupo.com.br/meia-lupo-am-classica-01110-032/p,12-04-2022
Cueca Lupo Boxer - Canelada Com Abertura,"54,90",10% poliéster 4% elastano 5% elastano 86% algodão 95% algodão,2.0,Adulto,Cuecas,Boxer,Informações: Abertura Frontal Maior Praticidade Composição: Cor 8000: 86% Algodão 10% Poliéster 4% Elastano Demais cores: 95% Algodão 5% Elastano,https://lupo.vteximg.com.br/arquivos/ids/165351-500-500/00660-002-9990.jpg?v=636325144485500000,https://www.lupo.com.br/cueca-lupo-am-boxer-c-aber-00660-002/p,12-04-2022
Cueca Lupo Slip  - Canelada Com Abertura,"49,90",10% poliéster 4% elastano 5% elastano 86% algodão 95% algodão,2.0,Adulto,Cuecas,Slip,Informações: Abertura frontal Maior praticidade Composição: Cor 8000: 86% Algodão 10% Poliéster 4% Elastano Demais cores: 95% Algodão 5% Elastano,https://lupo.vteximg.com.br/arquivos/ids/164729-500-500/00546-002-2800.jpg?v=636325126169500000,https://www.lupo.com.br/cueca-lupo-am-slip-c-abert-00546-002/p,12-04-2022
Meia Pé Por Pé - Kit com 2 Pares  - Tamanho: U | Cor: Sortida | Calçado: 26 a 35,"43,90",3% elastano 97% poliamida,1.0,Infantil,Meias,Uau,"Composição: 97% Poliamida, 3% Elastano Calcanhar Verdadeiro Cano Longo",https://lupo.vteximg.com.br/arquivos/ids/192816-500-500/12000-0880904.jpg?v=637795209066300000,https://www.lupo.com.br/meia-pe-por-pe-ku-lupo-uau-kit2-12000-0880904/p,12-04-2022
Pijama Lupo Curto Caramelo,"143,90",100% algodão,1.0,Adulto,Pijamas,Pai e Filho,Composição: 100% Algodão,https://lupo.vteximg.com.br/arquivos/ids/193008-500-500/28180-001_MARINHO_0830_.jpg?v=637840934027370000,https://www.lupo.com.br/pijama-lupo-am-curto-caramelo-28180-001/p,12-04-2022
Camiseta Lupo LSport Ras,"126,90",100% poliamida,1.0,Adulto,Lupo Sport,Camisetas,Composição: 100% Poliamida,https://lupo.vteximg.com.br/arquivos/ids/193079-500-500/71696-001-5940.jpg?v=637844375705470000,https://www.lupo.com.br/camiseta-lupo-af-lsport-ras-71696-001/p,12-04-2022
Meia 3/4 Lupo,"30,90",26% poliamida 3% outra 71% algodao,1.0,Adulto,Meias,Soquetes,"Composição: 71% Algodao, 26% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/192317-500-500/04450-029-9980.jpg?v=637467759388830000,https://www.lupo.com.br/meia-34-lupo-af-04450-029/p,12-04-2022
Meia Quem Soltou o Pum Lupo Uau  - Tamanho: U | Cor: Yellow | Calçados: 26 a 35,"22,90",3% elastano 97% poliamida,1.0,Infantil,Meias,Uau,Composição: 97% Poliamida e 3% Elastano,https://lupo.vteximg.com.br/arquivos/ids/192693-500-500/12000-002a.jpg?v=637723222781300000,https://www.lupo.com.br/meia-quem-soltou-o-pum-12000-002/p,12-04-2022
Camiseta Lupo Comfortable VB,"152,90",100% poliamida,1.0,Adulto,Lupo Sport,Camisetas,Composição: 100% Poliamida,https://lupo.vteximg.com.br/arquivos/ids/192308-500-500/71600-002-9990.jpg?v=637467759208570000,https://www.lupo.com.br/camiseta-lupo-af-comfortable-vb-71600-002/p,12-04-2022
Meia Lupo Atemporal,"23,90",2% outra 23% poliamida 75% algodao,1.0,Adulto,Meias,Sportwear,"Composição: 75% Algodao, 23% Poliamida, 2% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/192517-500-500/1211-005-2891.jpg?v=637599817720870000,https://www.lupo.com.br/meia-lupo-am-sportwear-01211-005/p,12-04-2022
Meia Lupo Kids,"18,90",22% poliamida 3% outra 75% algodao,1.0,Infantil,Meias,Soquetes,"Composição: 75% Algodao, 22% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/192516-500-500/02636-007.jpg?v=637599816285800000,https://www.lupo.com.br/meia-lupo-km-02636-007/p,12-04-2022
Maio Lupo Canelado - Com Costura,"159,90",100% poliamida 15% elastano 85% poliamida,2.0,Adulto,Lupo Sport,Maiôs/Macaquinhos/Sungas,"Composição: 85% Poliamida, 15% Elastano Forro: 100% Poliamida",https://lupo.vteximg.com.br/arquivos/ids/192709-500-500/28957-001-9990.png?v=637737956431570000,https://www.lupo.com.br/maio-lupo-af-canelado-28957-001/p,12-04-2022
Camiseta Lupo Poliester,"91,90",100% poliester,1.0,Adulto,Lupo Sport,Camisetas,"A camiseta Lupo de poliéster é ideal para os momentos de lazer e práticas de esportes. Ela possui modelagem mais soltinha e é leve, o que permite a execução de movimentos e máximo conforto durante o uso. Seu tecido de poliéster facilita a secagem em caso de suor excessivo durante as atividades. Composição: 100% Poliester",https://lupo.vteximg.com.br/arquivos/ids/192160-500-500/77097-001-8770.png?v=637467753099030000,https://www.lupo.com.br/camiseta-lupo-am-poliester-77097-001/p,12-04-2022
Camiseta Lupo Termica Run VB,"200,90",7% elastano 93% poliamida,1.0,Adulto,Lupo Sport,Camisetas,"A camiseta Lupo térmica é perfeita para te deixar muito confortável e aquecido durante seus treinos de corrida. Ela é confeccionada com poliamida e elastano e promove alta flexibilidade para você realizar todos os movimentos. Composição: 93% Poliamida, 7% Elastano.",https://lupo.vteximg.com.br/arquivos/ids/192081-500-500/70045-002-9990.png?v=637467750707200000,https://www.lupo.com.br/camiseta-lupo-am-termica-run-vb-70045-002/p,12-04-2022
Calça Lupo Sport  Mom VB,"211,90",4% elastano 96% poliamida,1.0,Adulto,Lupo Sport,Calças,"Composição: 96% Poliamida, 4% Elastano",https://lupo.vteximg.com.br/arquivos/ids/192049-500-500/71570-002-9990.jpg?v=637467750320400000,https://www.lupo.com.br/calca-lupo-af-lsport-mom-vb-71570-002/p,12-04-2022
Meia Lupo Urban,"35,90",2% elastano 35% poliamida 63% algodão,1.0,Adulto,Meias,Urban,"Composição: 63% Algodão, 35% Poliamida, 2% Elastano",https://lupo.vteximg.com.br/arquivos/ids/191891-500-500/16905-050-9990.jpg?v=637467747341900000,https://www.lupo.com.br/meia-lupo-urban-16905-050/p,12-04-2022
Meia Lupo,"13,90",28% poliamida 3% outra 69% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 69% Algodão, 28% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191796-500-500/04571-001-8020.jpg?v=637467746211670000,https://www.lupo.com.br/meia-lupo-04571-001/p,12-04-2022
Meia Lupo,"17,90",26% poliamida 3% outra 71% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 71% Algodão, 26% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191782-500-500/04570-316-1120.jpg?v=637467746101070000,https://www.lupo.com.br/meia-lupo-04570-316/p,12-04-2022
Meia Lupo,"17,90",25% poliamida 3% outra 72% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 72% Algodão, 25% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191779-500-500/04570-315-1120.jpg?v=637467746071930000,https://www.lupo.com.br/meia-lupo-04570-315/p,12-04-2022
Meia Lupo,"15,90",24% poliamida 5% outra 71% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 71% Algodão, 24% Poliamida, 5% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191759-500-500/04535-267-8410.jpg?v=637467745883330000,https://www.lupo.com.br/meia-lupo-04535-267/p,12-04-2022
Meia Lupo,"15,90",25% poliamida 3% outra 72% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 72% Algodão, 25% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191755-500-500/04535-266-9970.jpg?v=637467745833600000,https://www.lupo.com.br/meia-lupo-04535-266/p,12-04-2022
Meia Lupo,"15,90",29% poliamida 3% outra 68% algodão,1.0,Adulto,Meias,Soquetes,"Composição: 68% Algodão, 29% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191738-500-500/04535-259-5090.jpg?v=637467745656730000,https://www.lupo.com.br/meia-lupo-04535-259/p,12-04-2022
Meia Lupo,"15,90",28% poliamida 3% outra 69% algodão,1.0,Infantil,Meias,Soquetes,"Composição: 69% Algodão, 28% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191650-500-500/02680-272-1120.jpg?v=637467744686730000,https://www.lupo.com.br/meia-lupo-02680-272/p,12-04-2022
Meia Lupo,"15,90",3% outras 31% poliamida 66% algodão,1.0,Infantil,Meias,Soquetes,"Composição: 66% Algodão, 31% Poliamida, 3% Outras Fibras",https://lupo.vteximg.com.br/arquivos/ids/191642-500-500/02680-271-2491.jpg?v=637467744574770000,https://www.lupo.com.br/meia-lupo-02680-271/p,12-04-2022
Meia Lupo,"15,90",3% outra 33% poliamida 64% algodão,1.0,Infantil,Meias,Soquetes,"Composição: 64% Algodão, 33% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191597-500-500/02640-018-3300.jpg?v=637467744074130000,https://www.lupo.com.br/meia-lupo-02640-018/p,12-04-2022
Meia Lupo,"15,90",19% poliamida 3% outra 78% algodão,1.0,Infantil,Meias,Soquetes,"Composição: 78% Algodão, 19% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191591-500-500/02630-229-2780.jpg?v=637467743995600000,https://www.lupo.com.br/meia-lupo-02630-229/p,12-04-2022
Meia Lupo Sapatilha Antiderrapante,"25,90",3% outra 39% poliamida 58% algodão,1.0,Infantil,Meias,Com Solado,"Composição: 58% Algodão, 39% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191385-500-500/02142-019-9970.jpg?v=637467740756870000,https://www.lupo.com.br/meia-lupo-sapatilha-antiderrapante-02142-019/p,12-04-2022
Meia Lupo,"15,90",3% outra 33% poliamida 64% algodão,1.0,Baby,Meias,Soquetes,"Composição: 64% Algodão, 33% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191265-500-500/02000-316-1120.jpg?v=637467739309300000,https://www.lupo.com.br/meia-lupo-02000-316/p,12-04-2022
Meia Lupo Sportwear,"23,90",17% poliamida 2% outra 81% algodão,1.0,Adulto,Meias,Sportwear,"Composição: 81% Algodão, 17% Poliamida, 2% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/191194-500-500/01210-197-7570.jpg?v=637467738250400000,https://www.lupo.com.br/meia-lupo-sportwear-01210-197/p,12-04-2022
Cueca Lupo Boxer,"35,90",3% poliester 4% elastano 93% poliamida,1.0,Infantil,Cuecas,Boxer,"Composição: 93% Poliamida, 4% Elastano, 3% Poliester",https://lupo.vteximg.com.br/arquivos/ids/190941-500-500/00137-014-8230.jpg?v=637467735198870000,https://www.lupo.com.br/cueca-lupo-boxer-00137-014/p,12-04-2022
Calça Loba Elegancy,"260,90",,0.0,Adulto,Meias-Calças,Legging,,https://lupo.vteximg.com.br/arquivos/ids/188551-500-500/41878-001-9990.jpg?v=637197179528600000,https://www.lupo.com.br/calca-loba-af-elegancy-41878-001/p,12-04-2022
Cueca Marvel Vingadores,"107,90",,0.0,Adulto,Cuecas,Samba Canção,,https://lupo.vteximg.com.br/arquivos/ids/188420-500-500/16963-004-9990.jpg?v=637197177463500000,https://www.lupo.com.br/cueca-marvel-am-vingadores-16963-004/p,12-04-2022
Meia Marvel Urban,"43,90",,0.0,Adulto,Meias,Urban,,https://lupo.vteximg.com.br/arquivos/ids/190642-500-500/16904-001-2690.jpg?v=637467728555700000,https://www.lupo.com.br/meia-marvel-au-urban-16904-001/p,12-04-2022
Meia Mario Bros Urban,"43,90",,0.0,Adulto,Meias,Urban,,https://lupo.vteximg.com.br/arquivos/ids/190640-500-500/16902-002-9990.jpg?v=637467728535600000,https://www.lupo.com.br/meia-mario-bros-au-urban-16902-002/p,12-04-2022
Meia Marvel Urban,"26,90",2% elastano 28% poliamida 70% algodão,1.0,Infantil,Meias,Urban,"Para quem tem um grande mini herói em casa, as Meias Marvel Urban Lupo são perfeitas Confeccionada em 70% algodão, 28% poliamida e mais 2% de elastano, possui cano médio com Capitão América, personagem inesquecível da Marvel. Seja em um dia de descanso, ou para a prática de atividades físicas na escola, as Meias Lupo são as melhores companheiras, e proporcionam maior conforto para os pés de todos os pequenos.",https://lupo.vteximg.com.br/arquivos/ids/188389-500-500/16847-002-2690.jpg?v=637197176269670000,https://www.lupo.com.br/meia-marvel-ku-urban-16847-002/p,12-04-2022
Faixa Lupo Sport de Cabelo,"48,90",10% elastano 90% poliamida,1.0,Adulto,Lupo Sport,Acessórios,"Composição: 90% Poliamida, 10% Elastano",https://lupo.vteximg.com.br/arquivos/ids/193029-500-500/15010-001-5940.jpg?v=637842420797170000,https://www.lupo.com.br/faixa-lupo-au-ls-de-cabelo-15010-001/p,12-04-2022
Meia 3 4 Lupo,"20,90",,0.0,Infantil,Meias,Soquetes,,https://lupo.vteximg.com.br/arquivos/ids/188044-500-500/02670-035-1120.jpg?v=637197172777970000,https://www.lupo.com.br/meia-3-4-lupo-kf-02670-035/p,12-04-2022
Pijama Lupo Loungewear,"116,90",4% elastano 6% elastano 94% viscose 96% viscose,2.0,Adulto,Pijamas,Short Doll,"Camisete: 94% Viscose, 6% Elastano Short: 96% Viscose, 4% Elastano",https://lupo.vteximg.com.br/arquivos/ids/186888-500-500/24292-001-0770.jpg?v=636985597273700000,https://www.lupo.com.br/pijama-lupo-af-loungewear-24292-001/p,12-04-2022
Pijama Lupo Capri,"189,90",100% poliamida,1.0,Adulto,Pijamas,Short Doll,Composição: 100% Poliamida,https://lupo.vteximg.com.br/arquivos/ids/186887-500-500/24297-001-2800.jpg?v=636985597267100000,https://www.lupo.com.br/pijama-lupo-af-capri-24297-001/p,12-04-2022
Calcinha Loba Skin Lace,"138,90",18% elastano 2% algodao 80% poliamida,1.0,Adulto,Lingerie,Calcinhas Básica,"Toda mulher procura por uma peça íntima que seja confortável e traga consigo um pouco da sua própria personalidade, seja ela mais reservada ou expansiva. Aí que a calcinha loba entra em ação, tornando o seu momento de sair do banho e se vestir com uma roupa limpa e cheirosa, uma experiência sem igual. Mesmo para o dia a dia, essa calcinha da lupo se saí muito bem por causa dos excelentes materiais que é feita, com destaque para as malhas de poliamida, elastano e algodão que envolvem o quadril, corrigindo a postura e trazendo mais qualidade de vida para você. Chegou a hora de você dar uma chance para a calcinha da loba e ver como ela pode fazer a diferença no seu dia a dia. Composição: 80% Poliamida , 18% Elastano , 2% Algodao",https://lupo.vteximg.com.br/arquivos/ids/187429-500-500/47125-001.jpg?v=637019840896470000,https://www.lupo.com.br/calcinha-loba-af-skin-lace-47125-001/p,12-04-2022
Meia Lupo Sport - Kit com 3 Unidades,"50,90",3% outra 46% poliamida 51% algodão,1.0,Adulto,Meias,Esportivas,"Composição: 51%, Algodão, 46%, Poliamida, 3%, Outra, Fibra",https://lupo.vteximg.com.br/arquivos/ids/185934-500-500/03860-089-0901-A.jpg?v=636985589542200000,https://www.lupo.com.br/meia-lupo-sport-kit-com-3-unidades-03860-089/p,12-04-2022
Meia Lupo Aerobica,"24,90",18% poliamida 2% outra 80% algodão,1.0,Adulto,Meias,Esportivas,"Composição: 80%, Algodão, 18%, Poliamida, 2%, Outra, Fibra",https://lupo.vteximg.com.br/arquivos/ids/183235-500-500/04810-003-8020.jpg?v=636868943520600000,https://www.lupo.com.br/meia-lupo-aerobica-04810-003/p,12-04-2022
Sutia Loba Essencial,"91,90",7% elastano 93% poliamida,1.0,Adulto,Lingerie,Sutiã Básico,Composição: 93% Poliamida 7% Elastano,https://lupo.vteximg.com.br/arquivos/ids/183126-500-500/41116-001-6006.jpg?v=636868942274200000,https://www.lupo.com.br/sutia-loba-af-essencial-41116-001/p,12-04-2022
Pijama Lupo Manga Curta Loungewear,"187,90",50% algodão 50% viscose,1.0,Adulto,Pijamas,Pijamas,Composição: 50% Algodão 50% Viscose,https://lupo.vteximg.com.br/arquivos/ids/183103-500-500/24280-001-8300.jpg?v=636868941956500000,https://www.lupo.com.br/pijama-lupo-af-mc-loungewear-24280-001/p,12-04-2022
Pijama Lupo Longo,"187,90",5% elastano 95% viscose,1.0,Adulto,Pijamas,Pijamas,"Composição: 95% Viscose , 95% Viscose , 5% Elastano , 5% Elastano",https://lupo.vteximg.com.br/arquivos/ids/183093-500-500/24281-001-2800.jpg?v=636868941751100000,https://www.lupo.com.br/pijama-lupo-af-longo-24281-001/p,12-04-2022
Meia Lupo Urban,"25,90",20% poliamida 3% elastano 77% algodão,1.0,Infantil,Meias,Urban,Composição: 77% Algodão 20% Poliamida 3% Elastano,https://lupo.vteximg.com.br/arquivos/ids/183042-500-500/16850-001-9990.jpg?v=636868940474670000,https://www.lupo.com.br/meia-lupo-ku-urban-16850-001/p,12-04-2022
Meia Lupo Sport Sapatilha,"15,90",3% outra 32% poliamida 65% algodão,1.0,Adulto,Meias,Esportivas,"Composição: 65% Algodão, 32% Poliamida, 3% Outra Fibra",https://lupo.vteximg.com.br/arquivos/ids/183352-500-500/03270-063-1120.jpg?v=636869519368870000,https://www.lupo.com.br/meia-lupo-au-sport-sap-03270-063/p,12-04-2022
Meia Lupo Sapatilha Atoalhada Antiderrapante,"28,90",1% outra 13% poliamida 86% algodão,1.0,Infantil,Meias,Soquetes,Composição: 86% Algodão 13% Poliamida 1% Outra Fibra,https://lupo.vteximg.com.br/arquivos/ids/185904-500-500/02627-003-5350.jpg?v=636985589272230000,https://www.lupo.com.br/meia-lupo-ku-sapatoalant-02627-003/p,12-04-2022
Meia Lupo Chinelo,"23,90",24% poliamida 3% outra 73% algodão,1.0,Adulto,Meias,Soquetes,Composição: 73% Algodão 24% Poliamida 3% Outra Fibra,https://lupo.vteximg.com.br/arquivos/ids/185891-500-500/04545-002-8020.jpg?v=636985589170730000,https://www.lupo.com.br/meia-lupo-af-chinelo-04545-002/p,12-04-2022
Calcinha Lupo Biq Fifties,"66,90",2% algodão 5% elastano 93% poliamida,1.0,Adulto,Lingerie,Calcinhas Básica,"A calcinha de biquíni é uma peça íntima feminina que vem ganhando espaço dentro do guarda roupa e também dos closets femininos. Ela tem sido a responsável pela popularização das calcinhas femininas personalizadas entre as mulheres. Um dos maiores diferenciais da biquini calcinha é a forma com ela veste o corpo, priorizando o conforto. Por mais que você precise fazer diferentes movimentos ao longo do dia, a peça se ajusta ao seu quadril de maneira natural, sem marcar ou machucar a pele. Composição: 2% Algodão 93% Poliamida 5% Elastano",https://lupo.vteximg.com.br/arquivos/ids/185426-500-500/40063-002-6006.jpg?v=636894807150070000,https://www.lupo.com.br/calcinha-lupo-af-biq-fifties-40063-002/p,12-04-2022
Meia - Calça Loba Opaca Plus,"50,90",6% elastano 94% poliamida,1.0,Adulto,Meias-Calças,Opaca,"Composição: 94% Poliamida , 6% Elastano",https://lupo.vteximg.com.br/arquivos/ids/181035-500-500/05852-001.jpg?v=636709745109330000,https://www.lupo.com.br/meia-calca-loba-opaca-plus-05852-001/p,12-04-2022
Pijama Lupo Curto,"163,90",50% algodão 50% poliester,1.0,Adulto,Pijamas,Pijamas,"O pijama Lupo curto vai te deixar arrumado até na hora de dormir. Muito confortável, ele conta com algodão em sua composição, o que facilita a transpiração e evita mau odor. O pijama masculino Lupo também conta com poliéster, que não amassa e deixa a peça mais leve e soltinha. Composição: 50% Poliester, 50% Algodão",https://lupo.vteximg.com.br/arquivos/ids/182286-500-500/28115-001-8820.jpg?v=636867795901730000,https://www.lupo.com.br/pijama-lupo-curto-28115-001/p,12-04-2022
Sunga Lupo com Bolso,"130,90",100% poliamida 15% elastano 85% poliamida,2.0,Adulto,Lupo Sport,Maiôs/Macaquinhos/Sungas,"Composição: 85% Poliamida, 15% Elastano Forro: 100% Poliamida",https://lupo.vteximg.com.br/arquivos/ids/179917-500-500/28972-004-9990.jpg?v=636687411064000000,https://www.lupo.com.br/sunga-lupo-com-bolso-28972-004/p,12-04-2022
Short Loba Sem Costura,"57,90",2% algodao 5% elastano 93% poliamida,1.0,Adulto,Atributos,Bermuda/Short Slim,"Composição: 93% Poliamida , 5% Elastano , 2% Algodao",https://lupo.vteximg.com.br/arquivos/ids/185221-500-500/41805-001-6006.jpg?v=636893026026730000,https://www.lupo.com.br/short-loba-sem-costura-41806-001/p,12-04-2022
Meia Lupo Home Socks,"26,90",1% outra 12% poliamida 87% algodao,1.0,Infantil,Meias,Com Solado,"Composição: 1% Outra Fibra , 12% Poliamida , 87% Algodao",https://lupo.vteximg.com.br/arquivos/ids/184509-500-500/02940-005-2891.jpg?v=636870581845170000,https://www.lupo.com.br/meia-lupo-ku-home-socks/p,12-04-2022
Short Lupo Run Lsport,"100,90",100% poliester,1.0,Adulto,Lupo Sport,Shorts,Composição: 100% Poliester,https://lupo.vteximg.com.br/arquivos/ids/192585-500-500/76348-001-9990.jpg?v=637629085476700000,https://www.lupo.com.br/short-lupo-am-run-lsport-76348-001/p,12-04-2022
T- Shirt Lupo Masculino Warm Manga Longa,"219,90",,0.0,Adulto,Lupo Sport,Camisetas,"A camiseta Lupo Warm é feita para aqueles dias frios em que você precisa estar protegido e bem aquecido. A camiseta térmica Lupo masculina é como se fosse uma segunda pele, pois promove o isolamento térmico e mantém a temperatura corporal, o que retarda a troca de calor com o ambiente externo. É ideal para ser usada por baixo de outras peças mais pesadas, para bloquear o vento. Muito confortável, a camiseta Lupo masculina também possui tecnologia que permite transpiração, neutraliza odores e evita proliferação de bactérias.",https://lupo.vteximg.com.br/arquivos/ids/192563-500-500/70661-001-9990.jpg?v=637626367899600000,https://www.lupo.com.br/camiseta-lupo-am-warm-70661-001/p,12-04-2022
Sutiã Loba Control Slim Com Bojo,"151,90",100% poliester 14% elastano 86% poliamida,2.0,Adulto,Atributos,Sutiã Slim,"Composição: 100% Poliester , 86% Poliamida , 14% Elastano",https://lupo.vteximg.com.br/arquivos/ids/168452-500-500/47160-001-9990.jpg?v=636325202748070000,https://www.lupo.com.br/sutia-loba-af-control-slim-47160-001/p,12-04-2022
Cinta Loba Short Skin Compression,"110,90",18% elastano 2% algodao 80% poliamida,1.0,Adulto,Atributos,Bermuda/Short Slim,"Composição: 80% Poliamida , 18% Elastano , 2% Algodao",https://lupo.vteximg.com.br/arquivos/ids/180082-500-500/LUPO-LINGERIE-611695.jpg?v=636688173635900000,https://www.lupo.com.br/cinta-loba-af-short-skin-47122-001/p,12-04-2022
Cinta Loba Bermuda Skin Compression,"125,90",18% elastano 2% algodao 80% poliamida,1.0,Adulto,Atributos,Bermuda/Short Slim,"Composição: 80% Poliamida , 18% Elastano , 2% Algodao",https://lupo.vteximg.com.br/arquivos/ids/178736-500-500/LUPO-LINGERIE-611684.jpg?v=636594657592070000,https://www.lupo.com.br/cinta-loba-af-bermuda-skin-47121-001/p,12-04-2022
Blusa Loba Com Renda,"82,90",6% elastano 94% poliamida,1.0,Adulto,Blusas,Blusa,"O novo patamar para a categoria de blusa de renda foi estabelecido Feito para contemplar todas as suas necessidades, este produto entrega muito mais do que apenas a beleza. Além de ser extremamente moderna, a blusa Lupo ainda possui proteção antimicrobial, evitando a proliferação de microrganismos causadores do mau odor. A blusa de renda Lupo ainda garante uma ótima performance nos esportes. Feita inteiramente sem costuras, a peça diminui o atrito e o incômodo do tecido em contato com o corpo. Feita de 94% de poliamida e 6% de elastano, você encontrou a sua próxima companheira para todos os momentos da sua rotina Confira nossas medidas e escolha a sua",https://lupo.vteximg.com.br/arquivos/ids/180805-500-500/96773.jpg?v=636697483540230000,https://www.lupo.com.br/blusa-loba-af-com-renda-45003-001/p,12-04-2022
Sutiã Loba Cotton Triangulo,"151,90",11% viscose 4% elastano 8% elastano 85% algodão 92% algodão,2.0,Adulto,Lingerie,Sutiã Básico,"sutia loba triangulo algodão nobre, de lata qualidade fio compactado, que reduz a formação de pilling maior brilho e vivacidade nas cores toque macio ajuste perfeito conforto extremo proporciona colo mais jovem ótimo para bustos pequenos e médios bojo triângulos, indicado para uso de decotes bojo leve e macio sem aro alças removíveis que possibilitam frente única, paralelas e cruzadas parte interna forrada com o próprio tecido, proteção e conforto do algodão composição: cor 8000 85% algodão 11% viscose 4% elastano demais cores: 92% algodão 8% elastano",https://lupo.vteximg.com.br/arquivos/ids/168009-500-500/42001-001-5630.jpg?v=636325195472300000,https://www.lupo.com.br/sutia-loba-af-triangulo-42001-001/p,12-04-2022
Calça Lobinha Kids Legging Cotton,"64,90",7% elastano 93% algodao,1.0,Infantil,Meias-Calças,Legging,"Composição: 7% Elastano, 93% Algodao",https://lupo.vteximg.com.br/arquivos/ids/180080-500-500/41842-001.jpg?v=636688166476230000,https://www.lupo.com.br/calca-lobinha-kf-leg-cotton-41842-001/p,12-04-2022
Calça Loba Legging Sem Costura Fio 150 - Toque Macio,"141,90",6% elastano 94% poliamida,1.0,Adulto,Meias-Calças,Legging,"Composição: 94% Poliamida , 6% Elastano",https://lupo.vteximg.com.br/arquivos/ids/167643-500-500/41851-001-8000.jpg?v=636325187307370000,https://www.lupo.com.br/calca-loba-af-legging-41851-001/p,12-04-2022
